1 _ 1			1 _ 2			1 _ 3		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм
			915,79	181,2959	15,26317			
			915,8	181,2951	15,2633			
			915,81	181,2999	15,26347			
			915,82	181,3062	15,2636			
			915,83	181,3094	15,26377			
			915,84	181,3046	15,26397			
			915,85	181,2959	15,26413			
			915,86	181,2871	15,2643			
			915,87	181,28	15,26443			
			915,88	181,2792	15,26463			
			915,89	181,2816	15,2648			
			915,9	181,2824	15,265			
			915,91	181,2824	15,26513			
			915,92	181,2824	15,2653			
			915,93	181,28	15,26547			
			915,94	181,2712	15,26563			
			915,95	181,2553	15,26583			
			915,96	181,2394	15,26597			
			915,97	181,2259	15,26613			
			915,98	181,2164	15,2663			
			915,99	181,2037	15,26643			
			916	181,183	15,2666			
			916,01	181,156	15,26677			
			916,02	181,1266	15,26697			
			916,03	181,0964	15,2671			
			916,04	181,067	15,2673			
			916,05	181,0416	15,26747			
			916,06	181,0193	15,26763			
			916,07	180,9971	15,26783			
			916,08	180,97	15,268			
			916,09	180,9406	15,26817			
			916,1	180,916	15,26833			
			916,11	180,8985	15,2685			
			916,12	180,885	15,26867			
			916,13	180,8707	15,26883			
			916,14	180,854	15,26897			
			916,15	180,8445	15,26917			
			916,16	180,8397	15,2693			
			916,17	180,8326	15,26947			
			916,18	180,8198	15,26963			
			916,19	180,8087	15,2698			
			916,2	180,8079	15,26997			
			916,21	180,8127	15,2701			
			916,22	180,8214	15,2703			
			916,23	180,8262	15,27047			
			916,24	180,8238	15,27063			
			916,25	180,8198	15,27083			
			916,26	180,8238	15,27103			
			916,27	180,8333	15,27117			
			916,28	180,8461	15,27133			
			916,29	180,854	15,27147			
			916,3	180,8596	15,27163			
			916,31	180,8627	15,2718			
			916,32	180,8715	15,27197			
			916,33	180,885	15,27213			
			916,34	180,8985	15,2723			
			916,35	180,9073	15,27247			
			916,36	180,9112	15,27263			
			916,37	180,912	15,2728			
			916,38	180,9112	15,27297			
			916,39	180,9136	15,27313			
			916,4	180,9192	15,2733			
			916,41	180,9295	15,27347			
			916,42	180,9414	15,27363			
			916,43	180,9565	15,2738			
			916,44	180,9684	15,27397			
			916,45	180,9796	15,27413			
			916,46	180,9859	15,2743			
			916,47	180,9907	15,27447			
			916,48	180,9955	15,27463			
			916,49	181,001	15,2748			
			916,5	181,0082	15,27497			
			916,51	181,0153	15,27517			
			916,52	181,0217	15,27533			
			916,53	181,028	15,27547			
			916,54	181,0328	15,27563			
			916,55	181,0368	15,2758			
			916,56	181,0376	15,27597			
			916,57	181,0336	15,27613			
			916,58	181,0265	15,2763			
			916,59	181,0241	15,27647			
			916,6	181,028	15,27663			
			916,61	181,0304	15,2768			
			916,62	181,0304	15,27697			
			916,63	181,028	15,27713			
			916,64	181,0288	15,2773			
			916,65	181,0336	15,27747			
			916,66	181,0424	15,27763			
			916,67	181,0447	15,2778			
			916,68	181,0424	15,27797			
			916,69	181,0447	15,27813			
			916,7	181,0559	15,2783			
			916,71	181,067	15,27843			
			916,72	181,0718	15,27863			
			916,73	181,071	15,27877			
			916,74	181,0686	15,27893			
			916,75	181,0718	15,2791			
			916,76	181,0821	15,2793			
			916,77	181,0932	15,27947			
			916,78	181,098	15,27963			
			916,79	181,0932	15,2798			
			916,8	181,0869	15,27997			
			916,81	181,0884	15,28013			
			916,82	181,0988	15,28027			
			916,83	181,1115	15,28043			
			916,84	181,1202	15,2806			
			916,85	181,1274	15,2808			
			916,86	181,1298	15,281			
			916,87	181,125	15,28117			
			916,88	181,1179	15,2813			
			916,89	181,1163	15,28147			
			916,9	181,1274	15,28163			
			916,91	181,1457	15,2818			
			916,92	181,1631	15,28197			
			916,93	181,1743	15,28213			
			916,94	181,1806	15,28233			
			916,95	181,183	15,28247			
			916,96	181,1806	15,28263			
			916,97	181,1751	15,28283			
			916,98	181,1703	15,283			
			916,99	181,1767	15,28317			
			917	181,1902	15,28337			
			917,01	181,2013	15,28353			
			917,02	181,2085	15,28367			
			917,03	181,2164	15,28383			
			917,04	181,222	15,284			
			917,05	181,2259	15,28417			
			917,06	181,2243	15,2843			
			917,07	181,2259	15,28447			
			917,08	181,2355	15,28463			
			917,09	181,2482	15,2848			
			917,1	181,2482	15,28497			
			917,11	181,241	15,28517			
			917,12	181,2347	15,2853			
			917,13	181,2347	15,2855			
			917,14	181,2418	15,2857			
			917,15	181,2545	15,28583			
			917,16	181,2665	15,28597			
			917,17	181,2752	15,28613			
			917,18	181,2792	15,2863			
			917,19	181,2736	15,28647			
			917,2	181,2649	15,28663			
			917,21	181,2617	15,2868			
			917,22	181,2688	15,28697			
			917,23	181,2824	15,28713			
			917,24	181,2959	15,28733			
			917,25	181,3062	15,2875			
			917,26	181,3134	15,28767			
			917,27	181,3181	15,28783			
			917,28	181,3221	15,28797			
			917,29	181,3269	15,2881			
			917,3	181,334	15,2883			
			917,31	181,3388	15,28847			
			917,32	181,3404	15,28863			
			917,33	181,3428	15,28883			
			917,34	181,3499	15,28897			
			917,35	181,3539	15,28913			
			917,36	181,3523	15,2893			
			917,37	181,3499	15,28947			
			917,38	181,3523	15,28963			
			917,39	181,3587	15,2898			
			917,4	181,3674	15,28997			
			917,41	181,3793	15,29017			
			917,42	181,392	15,29033			
			917,43	181,4032	15,29047			
			917,44	181,4103	15,29063			
			917,45	181,4127	15,2908			
			917,46	181,4127	15,29097			
			917,47	181,4095	15,29113			
			917,48	181,4071	15,2913			
			917,49	181,4071	15,29147			
			917,5	181,4103	15,29163			
			917,51	181,4143	15,2918			
			917,52	181,4167	15,29197			
			917,53	181,4191	15,29217			
			917,54	181,4254	15,29233			
			917,55	181,4302	15,2925			
			917,56	181,4278	15,29263			
			917,57	181,4286	15,2928			
			917,58	181,4421	15,29297			
			917,59	181,4612	15,29317			
			917,6	181,4723	15,2933			
			917,61	181,4747	15,29347			
			917,62	181,4723	15,29363			
			917,63	181,4691	15,29377			
			917,64	181,4683	15,29393			
			917,65	181,4723	15,2941			
			917,66	181,4803	15,29427			
			917,67	181,489	15,29447			
			917,68	181,493	15,29463			
			917,69	181,4953	15,29483			
			917,7	181,5001	15,295			
			917,71	181,5105	15,29517			
			917,72	181,5176	15,29537			
			917,73	181,5224	15,2955			
			917,74	181,5247	15,29563			
			917,75	181,5287	15,2958			
			917,76	181,5295	15,29597			
			917,77	181,524	15,29613			
			917,78	181,5136	15,2963			
			917,79	181,5128	15,29647			
			917,8	181,5224	15,29663			
			917,81	181,5359	15,29683			
			917,82	181,5446	15,29697			
			917,83	181,5454	15,29717			
			917,84	181,5406	15,29733			
			917,85	181,5406	15,2975			
			917,86	181,5534	15,29763			
			917,87	181,5693	15,29783			
			917,88	181,578	15,29797			
			917,89	181,5828	15,29817			
			917,9	181,5867	15,2983			
			917,91	181,5899	15,2985			
			917,92	181,5915	15,29867			
			917,93	181,5915	15,29883			
			917,94	181,5947	15,29897			
			917,95	181,6026	15,29913			
			917,96	181,6082	15,2993			
			917,97	181,6122	15,29947			
			917,98	181,6122	15,29963			
			917,99	181,6138	15,29983			
			918	181,6193	15,3			
			918,01	181,6273	15,30013			
			918,02	181,6328	15,3003			
			918,03	181,6344	15,30047			
			918,04	181,6344	15,30063			
			918,05	181,6384	15,30083			
			918,06	181,6416	15,30097			
			918,07	181,6456	15,30113			
			918,08	181,6479	15,3013			
			918,09	181,6527	15,30147			
			918,1	181,6575	15,30163			
			918,11	181,663	15,3018			
			918,12	181,663	15,30197			
			918,13	181,6638	15,30213			
			918,14	181,671	15,3023			
			918,15	181,6797	15,30247			
			918,16	181,6861	15,30263			
			918,17	181,6909	15,3028			
			918,18	181,6956	15,30297			
			918,19	181,7036	15,30313			
			918,2	181,7107	15,3033			
			918,21	181,7179	15,3035			
			918,22	181,7203	15,30363			
			918,23	181,7155	15,3038			
			918,24	181,7115	15,30397			
			918,25	181,7147	15,30413			
			918,26	181,7203	15,3043			
			918,27	181,7266	15,30447			
			918,28	181,733	15,30463			
			918,29	181,7377	15,3048			
			918,3	181,7417	15,30497			
			918,31	181,7449	15,30513			
			918,32	181,7497	15,3053			
			918,33	181,7536	15,30547			
			918,34	181,7576	15,30563			
			918,35	181,7608	15,30577			
			918,36	181,7687	15,30597			
			918,37	181,7759	15,3061			
			918,38	181,7775	15,3063			
			918,39	181,7735	15,30643			
			918,4	181,7711	15,3066			
			918,41	181,7759	15,3068			
			918,42	181,7846	15,30697			
			918,43	181,7918	15,30713			
			918,44	181,7981	15,3073			
			918,45	181,8029	15,3075			
			918,46	181,8077	15,30767			
			918,47	181,8069	15,3078			
			918,48	181,8029	15,30797			
			918,49	181,8005	15,30813			
			918,5	181,8053	15,3083			
			918,51	181,8124	15,30847			
			918,52	181,8164	15,30863			
			918,53	181,8156	15,3088			
			918,54	181,8101	15,30897			
			918,55	181,8077	15,30913			
			918,56	181,814	15,3093			
			918,57	181,8252	15,30947			
			918,58	181,8363	15,30963			
			918,59	181,8434	15,3098			
			918,6	181,8474	15,30997			
			918,61	181,8498	15,31013			
			918,62	181,8538	15,3103			
			918,63	181,8562	15,31047			
			918,64	181,8546	15,31063			
			918,65	181,8522	15,31083			
			918,66	181,8522	15,311			
			918,67	181,8609	15,31117			
			918,68	181,8744	15,31133			
			918,69	181,8879	15,3115			
			918,7	181,8943	15,31167			
			918,71	181,8927	15,31183			
			918,72	181,8887	15,312			
			918,73	181,8856	15,31217			
			918,74	181,8816	15,31233			
			918,75	181,8792	15,3125			
			918,76	181,8856	15,31267			
			918,77	181,8967	15,31283			
			918,78	181,9023	15,31297			
			918,79	181,9023	15,31313			
			918,8	181,9038	15,3133			
			918,81	181,9134	15,31347			
			918,82	181,9245	15,31363			
			918,83	181,9269	15,3138			
			918,84	181,9245	15,314			
			918,85	181,9237	15,31417			
			918,86	181,9269	15,3143			
			918,87	181,9285	15,31447			
			918,88	181,9245	15,31463			
			918,89	181,9221	15,3148			
			918,9	181,9245	15,31497			
			918,91	181,9301	15,31513			
			918,92	181,9348	15,3153			
			918,93	181,9404	15,3155			
			918,94	181,9531	15,31567			
			918,95	181,965	15,31583			
			918,96	181,973	15,316			
			918,97	181,9738	15,31617			
			918,98	181,9738	15,31633			
			918,99	181,9778	15,3165			
			919	181,9849	15,31667			
			919,01	181,9913	15,3168			
			919,02	181,9889	15,31693			
			919,03	181,9873	15,3171			
			919,04	181,9897	15,31727			
			919,05	181,9952	15,31743			
			919,06	181,9976	15,31763			
			919,07	182	15,3178			
			919,08	182,0064	15,318			
			919,09	182,0135	15,31817			
			919,1	182,0159	15,31833			
			919,11	182,0183	15,31847			
			919,12	182,0278	15,31863			
			919,13	182,0389	15,31877			
			919,14	182,0469	15,31897			
			919,15	182,0517	15,31913			
			919,16	182,0501	15,3193			
			919,17	182,0429	15,31947			
			919,18	182,0381	15,31963			
			919,19	182,0413	15,3198			
			919,2	182,0548	15,31997			
			919,21	182,066	15,32013			
			919,22	182,0683	15,3203			
			919,23	182,0636	15,32047			
			919,24	182,0564	15,32067			
			919,25	182,0525	15,32083			
			919,26	182,054	15,321			
			919,27	182,058	15,32113			
			919,28	182,0636	15,3213			
			919,29	182,0683	15,3215			
			919,3	182,0683	15,32163			
			919,31	182,0636	15,32183			
			919,32	182,058	15,32203			
			919,33	182,054	15,32217			
			919,34	182,0517	15,3223			
			919,35	182,0453	15,32247			
			919,36	182,0366	15,3226			
			919,37	182,0294	15,32277			
			919,38	182,0207	15,32297			
			919,39	182,0072	15,32313			
			919,4	181,9936	15,32333			
			919,41	181,9801	15,3235			
			919,42	181,9642	15,32363			
			919,43	181,9467	15,3238			
			919,44	181,9301	15,32397			
			919,45	181,9062	15,32417			
			919,46	181,8721	15,32433			
			919,47	181,8323	15,3245			
			919,48	181,7958	15,3247			
			919,49	181,7648	15,32483			
			919,5	181,7354	15,32497			
			919,51	181,7044	15,32513			
			919,52	181,6734	15,3253			
			919,53	181,644	15,3255			
			919,54	181,6161	15,32563			
			919,55	181,5867	15,32583			
			919,56	181,5629	15,326			
			919,57	181,5486	15,32617			
			919,58	181,5399	15,3263			
			919,59	181,5359	15,32647			
			919,6	181,5311	15,32667			
			919,61	181,5216	15,32683			
			919,62	181,5089	15,32703			
			919,63	181,5017	15,32717			
			919,64	181,5001	15,32733			
			919,65	181,5017	15,3275			
			919,66	181,5017	15,32767			
			919,67	181,5001	15,32783			
			919,68	181,4969	15,32797			
			919,69	181,4938	15,32817			
			919,7	181,4953	15,32833			
			919,71	181,4993	15,3285			
			919,72	181,5041	15,32863			
			919,73	181,5112	15,3288			
			919,74	181,5176	15,32897			
			919,75	181,5216	15,32913			
			919,76	181,52	15,3293			
			919,77	181,5112	15,32947			
			919,78	181,5041	15,32967			
			919,79	181,5041	15,32983			
			919,8	181,5112	15,33003			
			919,81	181,5224	15,33017			
			919,82	181,5375	15,33033			
			919,83	181,5542	15,3305			
			919,84	181,5629	15,33063			
			919,85	181,5565	15,33083			
			919,86	181,547	15,331			
			919,87	181,5422	15,33117			
			919,88	181,543	15,3313			
			919,89	181,551	15,3315			
			919,9	181,5597	15,33163			
			919,91	181,5629	15,33177			
			919,92	181,5645	15,33197			
			919,93	181,5645	15,33213			
			919,94	181,5669	15,3323			
			919,95	181,5732	15,33247			
			919,96	181,5788	15,33263			
			919,97	181,5875	15,33283			
			919,98	181,5939	15,333			
			919,99	181,5923	15,33317			
			920	181,5875	15,3333			
			920,01	181,5867	15,33347			
			920,02	181,5891	15,33363			
			920,03	181,5867	15,3338			
			920,04	181,5812	15,33397			
			920,05	181,5804	15,33417			
			920,06	181,5836	15,3343			
			920,07	181,5899	15,33447			
			920,08	181,5915	15,33463			
			920,09	181,5891	15,33483			
			920,1	181,5852	15,33497			
			920,11	181,5836	15,33513			
			920,12	181,5828	15,33527			
			920,13	181,5788	15,33543			
			920,14	181,5756	15,33563			
			920,15	181,5732	15,3358			
			920,16	181,5732	15,33597			
			920,17	181,574	15,33613			
			920,18	181,578	15,3363			
			920,19	181,5852	15,33647			
			920,2	181,5915	15,33663			
			920,21	181,5899	15,3368			
			920,22	181,5804	15,337			
			920,23	181,5693	15,33717			
			920,24	181,5669	15,33733			
			920,25	181,5732	15,3375			
			920,26	181,5828	15,33767			
			920,27	181,5875	15,3378			
			920,28	181,5852	15,33797			
			920,29	181,5804	15,33813			
			920,3	181,578	15,3383			
			920,31	181,5764	15,33847			
			920,32	181,5756	15,33863			
			920,33	181,5716	15,3388			
			920,34	181,5716	15,33897			
			920,35	181,5756	15,33913			
			920,36	181,578	15,3393			
			920,37	181,5804	15,3395			
			920,38	181,5836	15,33967			
			920,39	181,5867	15,3398			
			920,4	181,5891	15,34			
			920,41	181,5915	15,34017			
			920,42	181,5899	15,34033			
			920,43	181,5852	15,3405			
			920,44	181,5812	15,34063			
			920,45	181,5812	15,34083			
			920,46	181,5812	15,341			
			920,47	181,5804	15,34117			
			920,48	181,5804	15,34133			
			920,49	181,5804	15,3415			
			920,5	181,5828	15,34167			
			920,51	181,5836	15,3418			
			920,52	181,5836	15,342			
			920,53	181,5852	15,34213			
			920,54	181,5899	15,3423			
			920,55	181,5963	15,34247			
			920,56	181,6003	15,34263			
			920,57	181,6026	15,3428			
			920,58	181,6026	15,34297			
			920,59	181,6003	15,34313			
			920,6	181,6003	15,3433			
			920,61	181,6034	15,34347			
			920,62	181,6058	15,34363			
			920,63	181,6058	15,3438			
			920,64	181,6074	15,344			
			920,65	181,6074	15,34417			
			920,66	181,605	15,3443			
			920,67	181,601	15,34447			
			920,68	181,6003	15,34463			
			920,69	181,6034	15,3448			
			920,7	181,6122	15,34497			
			920,71	181,6193	15,34513			
			920,72	181,6193	15,3453			
			920,73	181,6114	15,34547			
			920,74	181,6003	15,34563			
			920,75	181,5947	15,3458			
			920,76	181,601	15,34597			
			920,77	181,6074	15,34613			
			920,78	181,6074	15,3463			
			920,79	181,6034	15,34647			
			920,8	181,601	15,34663			
			920,81	181,6034	15,3468			
			920,82	181,6058	15,34697			
			920,83	181,6034	15,34713			
			920,84	181,5987	15,3473			
			920,85	181,5987	15,34747			
			920,86	181,605	15,34763			
			920,87	181,6114	15,3478			
			920,88	181,6138	15,34797			
			920,89	181,6138	15,34813			
			920,9	181,6161	15,3483			
			920,91	181,6209	15,34847			
			920,92	181,6257	15,34867			
			920,93	181,6281	15,34883			
			920,94	181,6281	15,349			
			920,95	181,6249	15,34913			
			920,96	181,6193	15,3493			
			920,97	181,6185	15,34947			
			920,98	181,6209	15,34963			
			920,99	181,6193	15,3498			
			921	181,6146	15,34997			
			921,01	181,6122	15,35013			
			921,02	181,6161	15,3503			
			921,03	181,6185	15,35047			
			921,04	181,6209	15,35063			
			921,05	181,6217	15,3508			
			921,06	181,6193	15,35097			
			921,07	181,6146	15,35117			
			921,08	181,6138	15,3513			
			921,09	181,6185	15,35147			
			921,1	181,6249	15,35163			
			921,11	181,6257	15,3518			
			921,12	181,6273	15,35197			
			921,13	181,632	15,35213			
			921,14	181,6408	15,3523			
			921,15	181,6463	15,3525			
			921,16	181,6384	15,35263			
			921,17	181,6273	15,35283			
			921,18	181,6281	15,35297			
			921,19	181,6368	15,35313			
			921,2	181,6408	15,3533			
			921,21	181,6392	15,3535			
			921,22	181,6384	15,35363			
			921,23	181,6408	15,3538			
			921,24	181,6416	15,35397			
			921,25	181,6408	15,35417			
			921,26	181,6408	15,3543			
			921,27	181,6456	15,35447			
			921,28	181,6543	15,35463			
			921,29	181,6615	15,3548			
			921,3	181,6615	15,35497			
			921,31	181,6575	15,35513			
			921,32	181,6527	15,35533			
			921,33	181,6495	15,3555			
			921,34	181,6503	15,35567			
			921,35	181,6543	15,35583			
			921,36	181,6543	15,356			
			921,37	181,6503	15,35617			
			921,38	181,6495	15,35633			
			921,39	181,6519	15,35647			
			921,4	181,6543	15,35663			
			921,41	181,6575	15,3568			
			921,42	181,6599	15,35697			
			921,43	181,6654	15,35713			
			921,44	181,6686	15,3573			
			921,45	181,6702	15,35747			
			921,46	181,6702	15,35763			
			921,47	181,671	15,3578			
			921,48	181,6726	15,35797			
			921,49	181,6734	15,35813			
			921,5	181,6734	15,3583			
			921,51	181,6734	15,3585			
			921,52	181,671	15,35867			
			921,53	181,6654	15,35883			
			921,54	181,6591	15,35897			
			921,55	181,6575	15,35913			
			921,56	181,6591	15,35933			
			921,57	181,6575	15,35947			
			921,58	181,6551	15,35963			
			921,59	181,6575	15,3598			
			921,6	181,6662	15,35997			
			921,61	181,6773	15,3601			
			921,62	181,6837	15,36027			
			921,63	181,6789	15,36043			
			921,64	181,671	15,3606			
			921,65	181,6726	15,36077			
			921,66	181,6773	15,36097			
			921,67	181,6821	15,36113			
			921,68	181,6861	15,3613			
			921,69	181,6861	15,36147			
			921,7	181,6821	15,36163			
			921,71	181,6789	15,36177			
			921,72	181,675	15,36197			
			921,73	181,675	15,36213			
			921,74	181,6813	15,3623			
			921,75	181,6901	15,36247			
			921,76	181,6909	15,36263			
			921,77	181,6821	15,36283			
			921,78	181,6773	15,363			
			921,79	181,6821	15,36313			
			921,8	181,6885	15,3633			
			921,81	181,6909	15,3635			
			921,82	181,6932	15,36363			
			921,83	181,702	15,36377			
			921,84	181,7115	15,36393			
			921,85	181,7147	15,3641			
			921,86	181,7059	15,3643			
			921,87	181,6972	15,36447			
			921,88	181,6924	15,36463			
			921,89	181,6885	15,36477			
			921,9	181,6845	15,36493			
			921,91	181,6861	15,36513			
			921,92	181,6909	15,3653			
			921,93	181,6996	15,36543			
			921,94	181,7044	15,36563			
			921,95	181,7083	15,3658			
			921,96	181,7131	15,36597			
			921,97	181,7195	15,36613			
			921,98	181,7195	15,36627			
			921,99	181,7115	15,36647			
			922	181,7059	15,36663			
			922,01	181,7044	15,36683			
			922,02	181,7107	15,367			
			922,03	181,7171	15,36717			
			922,04	181,7179	15,3673			
			922,05	181,7155	15,36747			
			922,06	181,7195	15,36763			
			922,07	181,7242	15,36783			
			922,08	181,7258	15,368			
			922,09	181,7195	15,36817			
			922,1	181,7147	15,36833			
			922,11	181,7147	15,3685			
			922,12	181,7203	15,36867			
			922,13	181,7266	15,36883			
			922,14	181,7314	15,369			
			922,15	181,7338	15,36917			
			922,16	181,7314	15,3693			
			922,17	181,7282	15,3695			
			922,18	181,7266	15,36963			
			922,19	181,7266	15,3698			
			922,2	181,7226	15,36997			
			922,21	181,7179	15,3701			
			922,22	181,7195	15,3703			
			922,23	181,7226	15,37047			
			922,24	181,7195	15,37063			
			922,25	181,7131	15,3708			
			922,26	181,7131	15,37097			
			922,27	181,7226	15,37117			
			922,28	181,7354	15,37133			
			922,29	181,7401	15,37147			
			922,3	181,7393	15,37163			
			922,31	181,7393	15,37183			
			922,32	181,7417	15,372			
			922,33	181,7425	15,37217			
			922,34	181,7425	15,3723			
			922,35	181,7401	15,3725			
			922,36	181,7354	15,37263			
			922,37	181,7306	15,3728			
			922,38	181,733	15,37297			
			922,39	181,7377	15,37313			
			922,4	181,7401	15,3733			
			922,41	181,7401	15,37347			
			922,42	181,7393	15,37363			
			922,43	181,7338	15,3738			
			922,44	181,7282	15,37397			
			922,45	181,7258	15,37413			
			922,46	181,7266	15,3743			
			922,47	181,7282	15,3745			
			922,48	181,7314	15,37467			
			922,49	181,7393	15,37483			
			922,5	181,7425	15,37497			
			922,51	181,7393	15,37513			
			922,52	181,7306	15,3753			
			922,53	181,7282	15,37547			
			922,54	181,7314	15,37563			
			922,55	181,7338	15,37577			
			922,56	181,7306	15,37597			
			922,57	181,7171	15,37613			
			922,58	181,7012	15,37633			
			922,59	181,6877	15,3765			
			922,6	181,6789	15,37667			
			922,61	181,675	15,37683			
			922,62	181,6734	15,377			
			922,63	181,671	15,37717			
			922,64	181,663	15,37733			
			922,65	181,6463	15,37747			
			922,66	181,6304	15,37763			
			922,67	181,6122	15,3778			
			922,68	181,5899	15,37797			
			922,69	181,5621	15,37813			
			922,7	181,5247	15,3783			
			922,71	181,4834	15,37847			
			922,72	181,4413	15,37863			
			922,73	181,4055	15,3788			
			922,74	181,3761	15,37897			
			922,75	181,3499	15,37913			
			922,76	181,3253	15,3793			
			922,77	181,3022	15,3795			
			922,78	181,28	15,37967			
			922,79	181,2569	15,37983			
			922,8	181,2379	15,38			
			922,81	181,2283	15,38013			
			922,82	181,222	15,3803			
			922,83	181,2164	15,38047			
			922,84	181,2108	15,38063			
			922,85	181,2108	15,3808			
			922,86	181,2164	15,38097			
			922,87	181,2196	15,38113			
			922,88	181,222	15,38127			
			922,89	181,222	15,38143			
			922,9	181,2259	15,38163			
			922,91	181,2323	15,3818			
			922,92	181,2371	15,38197			
			922,93	181,2394	15,38217			
			922,94	181,2418	15,38233			
			922,95	181,2506	15,3825			
			922,96	181,2641	15,3827			
			922,97	181,276	15,38287			
			922,98	181,284	15,383			
			922,99	181,2887	15,38313			
			923	181,2982	15,3833			
			923,01	181,307	15,3835			
			923,02	181,3134	15,38363			
			923,03	181,3173	15,3838			
			923,04	181,3205	15,38397			
			923,05	181,3245	15,38413			
			923,06	181,3293	15,3843			
			923,07	181,3388	15,38447			
			923,08	181,3491	15,38463			
			923,09	181,3563	15,3848			
			923,1	181,3602	15,38497			
			923,11	181,361	15,38513			
			923,12	181,3602	15,3853			
			923,13	181,361	15,38547			
			923,14	181,3674	15,38563			
			923,15	181,3737	15,3858			
			923,16	181,3769	15,38597			
			923,17	181,3793	15,38613			
			923,18	181,3849	15,3863			
			923,19	181,3968	15,38647			
			923,2	181,4095	15,38667			
			923,21	181,4143	15,38683			
			923,22	181,4167	15,38697			
			923,23	181,4151	15,38713			
			923,24	181,4127	15,3873			
			923,25	181,4119	15,38747			
			923,26	181,4103	15,38763			
			923,27	181,4095	15,3878			
			923,28	181,4079	15,38797			
			923,29	181,4119	15,38813			
			923,3	181,4151	15,3883			
			923,31	181,4206	15,38847			
			923,32	181,4286	15,3886			
			923,33	181,4397	15,3888			
			923,34	181,4421	15,38897			
			923,35	181,4389	15,38913			
			923,36	181,4365	15,3893			
			923,37	181,4365	15,38947			
			923,38	181,4389	15,38963			
			923,39	181,4421	15,3898			
			923,4	181,4477	15,38997			
			923,41	181,4508	15,39013			
			923,42	181,4548	15,3903			
			923,43	181,4596	15,39047			
			923,44	181,4644	15,39063			
			923,45	181,4667	15,3908			
			923,46	181,4659	15,39097			
			923,47	181,462	15,39113			
			923,48	181,4612	15,3913			
			923,49	181,4644	15,39147			
			923,5	181,4707	15,39163			
			923,51	181,4795	15,3918			
			923,52	181,4882	15,39197			
			923,53	181,4969	15,39213			
			923,54	181,5001	15,3923			
			923,55	181,5017	15,39247			
			923,56	181,5017	15,39263			
			923,57	181,5025	15,3928			
			923,58	181,5025	15,39297			
			923,59	181,5065	15,39313			
			923,6	181,5089	15,3933			
			923,61	181,5105	15,3935			
			923,62	181,5128	15,39367			
			923,63	181,5176	15,39383			
			923,64	181,5216	15,39397			
			923,65	181,52	15,39413			
			923,66	181,5152	15,3943			
			923,67	181,5136	15,39447			
			923,68	181,5152	15,39463			
			923,69	181,5128	15,39483			
			923,7	181,5112	15,39497			
			923,71	181,5152	15,39517			
			923,72	181,5271	15,39533			
			923,73	181,5422	15,39547			
			923,74	181,5494	15,39563			
			923,75	181,5494	15,3958			
			923,76	181,551	15,396			
			923,77	181,5565	15,39617			
			923,78	181,5581	15,39633			
			923,79	181,5581	15,3965			
			923,8	181,5645	15,39663			
			923,81	181,5764	15,39683			
			923,82	181,5852	15,397			
			923,83	181,5875	15,39717			
			923,84	181,5875	15,39733			
			923,85	181,5891	15,3975			
			923,86	181,5915	15,39763			
			923,87	181,5979	15,3978			
			923,88	181,6074	15,39797			
			923,89	181,6146	15,39813			
			923,9	181,6185	15,3983			
			923,91	181,6209	15,3985			
			923,92	181,6209	15,39867			
			923,93	181,6193	15,39883			
			923,94	181,6185	15,399			
			923,95	181,6209	15,39917			
			923,96	181,6273	15,39933			
			923,97	181,6297	15,3995			
			923,98	181,6304	15,39963			
			923,99	181,6328	15,3998			
			924	181,6408	15,39997			
			924,01	181,6495	15,40013			
			924,02	181,6543	15,4003			
			924,03	181,6543	15,40047			
			924,04	181,6567	15,40063			
			924,05	181,6654	15,40077			
			924,06	181,6773	15,40097			
			924,07	181,6901	15,40113			
			924,08	181,6972	15,4013			
			924,09	181,7012	15,40147			
			924,1	181,6996	15,40163			
			924,11	181,6924	15,40183			
			924,12	181,6885	15,402			
			924,13	181,6932	15,40213			
			924,14	181,7067	15,4023			
			924,15	181,7203	15,40247			
			924,16	181,7266	15,40263			
			924,17	181,7282	15,40277			
			924,18	181,7266	15,40297			
			924,19	181,7282	15,40313			
			924,2	181,7314	15,4033			
			924,21	181,7338	15,4035			
			924,22	181,7377	15,40367			
			924,23	181,7441	15,4038			
			924,24	181,7536	15,404			
			924,25	181,764	15,40417			
			924,26	181,7735	15,40433			
			924,27	181,7822	15,4045			
			924,28	181,7878	15,40463			
			924,29	181,791	15,40483			
			924,3	181,7934	15,40497			
			924,31	181,791	15,4051			
			924,32	181,7854	15,40523			
			924,33	181,7854	15,40543			
			924,34	181,7934	15,40563			
			924,35	181,7989	15,40583			
			924,36	181,7981	15,40597			
			924,37	181,7958	15,40617			
			924,38	181,7989	15,40633			
			924,39	181,8053	15,40647			
			924,4	181,8116	15,40667			
			924,41	181,8188	15,40683			
			924,42	181,8228	15,40703			
			924,43	181,8236	15,40717			
			924,44	181,826	15,40737			
			924,45	181,8339	15,4075			
			924,46	181,845	15,4077			
			924,47	181,8546	15,40783			
			924,48	181,8593	15,408			
			924,49	181,8585	15,40817			
			924,5	181,8546	15,4083			
			924,51	181,8522	15,40847			
			924,52	181,8569	15,40863			
			924,53	181,8705	15,40883			
			924,54	181,884	15,40897			
			924,55	181,8856	15,40913			
			924,56	181,8792	15,4093			
