1 _ 1			1 _ 2			1 _ 3		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм
			950,39	183,3359	15,83983			
			950,4	183,3407	15,83997			
			950,41	183,3463	15,84017			
			950,42	183,3463	15,84033			
			950,43	183,3423	15,8405			
			950,44	183,3383	15,84067			
			950,45	183,3383	15,8408			
			950,46	183,3463	15,84097			
			950,47	183,3558	15,84117			
			950,48	183,3598	15,84133			
			950,49	183,3542	15,8415			
			950,5	183,3471	15,84167			
			950,51	183,3375	15,84183			
			950,52	183,3296	15,84197			
			950,53	183,3248	15,84213			
			950,54	183,3248	15,8423			
			950,55	183,3272	15,84247			
			950,56	183,3312	15,84263			
			950,57	183,3288	15,84283			
			950,58	183,324	15,84297			
			950,59	183,3216	15,84313			
			950,6	183,3288	15,8433			
			950,61	183,3423	15,84347			
			950,62	183,3495	15,84363			
			950,63	183,351	15,84377			
			950,64	183,3495	15,84397			
			950,65	183,3542	15,84413			
			950,66	183,3606	15,8443			
			950,67	183,3645	15,84447			
			950,68	183,363	15,84463			
			950,69	183,3622	15,84483			
			950,7	183,3622	15,84497			
			950,71	183,363	15,84513			
			950,72	183,3645	15,8453			
			950,73	183,3645	15,84547			
			950,74	183,3606	15,84563			
			950,75	183,3566	15,84577			
			950,76	183,3582	15,84597			
			950,77	183,3606	15,84613			
			950,78	183,3598	15,8463			
			950,79	183,3558	15,84647			
			950,8	183,3606	15,84663			
			950,81	183,3701	15,8468			
			950,82	183,3781	15,84697			
			950,83	183,3757	15,84717			
			950,84	183,3741	15,8473			
			950,85	183,3741	15,84743			
			950,86	183,3717	15,8476			
			950,87	183,3622	15,84777			
			950,88	183,3495	15,84797			
			950,89	183,3447	15,84813			
			950,9	183,3471	15,8483			
			950,91	183,3542	15,84847			
			950,92	183,363	15,84863			
			950,93	183,3717	15,8488			
			950,94	183,3789	15,84897			
			950,95	183,3844	15,84913			
			950,96	183,3852	15,8493			
			950,97	183,3828	15,84947			
			950,98	183,3789	15,84963			
			950,99	183,3765	15,8498			
			951	183,3733	15,84997			
			951,01	183,3733	15,85013			
			951,02	183,3789	15,8503			
			951,03	183,3892	15,85047			
			951,04	183,3924	15,85063			
			951,05	183,3892	15,8508			
			951,06	183,3789	15,85097			
			951,07	183,3701	15,85113			
			951,08	183,3653	15,8513			
			951,09	183,3653	15,8515			
			951,1	183,3733	15,85163			
			951,11	183,3828	15,8518			
			951,12	183,3876	15,85197			
			951,13	183,3852	15,85213			
			951,14	183,3844	15,85233			
			951,15	183,3876	15,8525			
			951,16	183,3916	15,85267			
			951,17	183,3876	15,85283			
			951,18	183,3844	15,85297			
			951,19	183,3852	15,85313			
			951,2	183,3916	15,8533			
			951,21	183,4003	15,8535			
			951,22	183,4083	15,85363			
			951,23	183,417	15,8538			
			951,24	183,4186	15,85397			
			951,25	183,4099	15,85413			
			951,26	183,3947	15,85433			
			951,27	183,3852	15,8545			
			951,28	183,3852	15,85463			
			951,29	183,3924	15,8548			
			951,3	183,4003	15,85497			
			951,31	183,4051	15,85513			
			951,32	183,4035	15,85527			
			951,33	183,4011	15,85547			
			951,34	183,4003	15,85563			
			951,35	183,4003	15,8558			
			951,36	183,4027	15,85597			
			951,37	183,4099	15,85617			
			951,38	183,4162	15,85633			
			951,39	183,4186	15,8565			
			951,4	183,4162	15,85663			
			951,41	183,4099	15,8568			
			951,42	183,4035	15,85697			
			951,43	183,4035	15,85713			
			951,44	183,4059	15,8573			
			951,45	183,4114	15,85747			
			951,46	183,417	15,85763			
			951,47	183,4258	15,85777			
			951,48	183,4305	15,85797			
			951,49	183,4281	15,85813			
			951,5	183,4258	15,8583			
			951,51	183,4281	15,85847			
			951,52	183,4361	15,85863			
			951,53	183,4408	15,8588			
			951,54	183,4408	15,85897			
			951,55	183,4369	15,85913			
			951,56	183,4321	15,8593			
			951,57	183,4321	15,85943			
			951,58	183,4361	15,85963			
			951,59	183,4432	15,8598			
			951,6	183,4504	15,85997			
			951,61	183,4504	15,86017			
			951,62	183,4432	15,8603			
			951,63	183,4345	15,86047			
			951,64	183,4305	15,86063			
			951,65	183,4361	15,86077			
			951,66	183,444	15,86097			
			951,67	183,4456	15,8611			
			951,68	183,4432	15,8613			
			951,69	183,4416	15,86143			
			951,7	183,4432	15,8616			
			951,71	183,4393	15,86177			
			951,72	183,4345	15,86197			
			951,73	183,4345	15,8621			
			951,74	183,4393	15,86227			
			951,75	183,4408	15,86243			
			951,76	183,4385	15,86263			
			951,77	183,4385	15,86283			
			951,78	183,4416	15,863			
			951,79	183,4464	15,86313			
			951,8	183,4544	15,8633			
			951,81	183,4615	15,86343			
			951,82	183,4655	15,8636			
			951,83	183,4631	15,86377			
			951,84	183,4575	15,86393			
			951,85	183,4528	15,86413			
			951,86	183,4528	15,8643			
			951,87	183,4544	15,86447			
			951,88	183,4544	15,86467			
			951,89	183,4567	15,8648			
			951,9	183,4639	15,86497			
			951,91	183,4702	15,86513			
			951,92	183,4726	15,86527			
			951,93	183,4726	15,86543			
			951,94	183,475	15,86563			
			951,95	183,4766	15,86583			
			951,96	183,4766	15,866			
			951,97	183,4766	15,86617			
			951,98	183,4774	15,8663			
			951,99	183,4766	15,8665			
			952	183,4726	15,86667			
			952,01	183,4679	15,86683			
			952,02	183,4679	15,867			
			952,03	183,4726	15,86717			
			952,04	183,4774	15,86733			
			952,05	183,4774	15,8675			
			952,06	183,471	15,86763			
			952,07	183,4655	15,86783			
			952,08	183,4655	15,868			
			952,09	183,4702	15,86817			
			952,1	183,475	15,86833			
			952,11	183,479	15,8685			
			952,12	183,4774	15,86867			
			952,13	183,471	15,86883			
			952,14	183,4631	15,86903			
			952,15	183,4567	15,86917			
			952,16	183,4552	15,8693			
			952,17	183,4552	15,86947			
			952,18	183,4575	15,86963			
			952,19	183,4607	15,8698			
			952,2	183,4631	15,86997			
			952,21	183,4663	15,87013			
			952,22	183,4687	15,8703			
			952,23	183,4702	15,87047			
			952,24	183,4702	15,87063			
			952,25	183,4687	15,87083			
			952,26	183,4679	15,871			
			952,27	183,4679	15,87113			
			952,28	183,471	15,8713			
			952,29	183,4726	15,87147			
			952,3	183,4679	15,87163			
			952,31	183,4639	15,8718			
			952,32	183,4639	15,87197			
			952,33	183,4655	15,87217			
			952,34	183,4687	15,8723			
			952,35	183,4726	15,87247			
			952,36	183,4798	15,87263			
			952,37	183,4877	15,87283			
			952,38	183,4925	15,87297			
			952,39	183,4933	15,87317			
			952,4	183,4901	15,8733			
			952,41	183,4822	15,87347			
			952,42	183,4798	15,87363			
			952,43	183,4822	15,8738			
			952,44	183,4838	15,87393			
			952,45	183,4774	15,8741			
			952,46	183,4663	15,87427			
			952,47	183,4528	15,87447			
			952,48	183,4369	15,87467			
			952,49	183,421	15,87483			
			952,5	183,4059	15,87497			
			952,51	183,39	15,87517			
			952,52	183,3701	15,87533			
			952,53	183,3463	15,8755			
			952,54	183,3129	15,87563			
			952,55	183,27	15,8758			
			952,56	183,2215	15,87597			
			952,57	183,1698	15,87613			
			952,58	183,1174	15,8763			
			952,59	183,0594	15,87647			
			952,6	182,9966	15,87663			
			952,61	182,941	15,87683			
			952,62	182,9004	15,87697			
			952,63	182,8718	15,87713			
			952,64	182,8535	15,8773			
			952,65	182,84	15,87747			
			952,66	182,8241	15,87767			
			952,67	182,8019	15,87783			
			952,68	182,7852	15,878			
			952,69	182,7773	15,87813			
			952,7	182,7788	15,8783			
			952,71	182,7836	15,87847			
			952,72	182,7931	15,87863			
			952,73	182,8067	15,8788			
			952,74	182,8217	15,87897			
			952,75	182,8337	15,87913			
			952,76	182,8424	15,87933			
			952,77	182,8504	15,8795			
			952,78	182,8599	15,87963			
			952,79	182,8686	15,8798			
			952,8	182,875	15,87997			
			952,81	182,8853	15,88013			
			952,82	182,9004	15,88033			
			952,83	182,9131	15,8805			
			952,84	182,9227	15,88063			
			952,85	182,929	15,88083			
			952,86	182,9346	15,88097			
			952,87	182,9449	15,88113			
			952,88	182,9608	15,8813			
			952,89	182,9783	15,88147			
			952,9	182,9926	15,88163			
			952,91	183,0029	15,88183			
			952,92	183,0109	15,882			
			952,93	183,0212	15,88217			
			952,94	183,0347	15,8823			
			952,95	183,0522	15,8825			
			952,96	183,0657	15,88267			
			952,97	183,0729	15,88283			
			952,98	183,0753	15,883			
			952,99	183,0761	15,88313			
			953	183,0792	15,8833			
			953,01	183,08	15,88347			
			953,02	183,084	15,88363			
			953,03	183,0912	15,8838			
			953,04	183,1007	15,88397			
			953,05	183,1094	15,88413			
			953,06	183,1174	15,8843			
			953,07	183,1206	15,8845			
			953,08	183,1206	15,88463			
			953,09	183,1198	15,88483			
			953,1	183,1206	15,885			
			953,11	183,1277	15,88513			
			953,12	183,1357	15,8853			
			953,13	183,1404	15,88543			
			953,14	183,1428	15,88563			
			953,15	183,1452	15,8858			
			953,16	183,1452	15,88597			
			953,17	183,1444	15,88613			
			953,18	183,1452	15,8863			
			953,19	183,1516	15,8865			
			953,2	183,1587	15,88663			
			953,21	183,1659	15,8868			
			953,22	183,1714	15,88697			
			953,23	183,1746	15,8871			
			953,24	183,1802	15,8873			
			953,25	183,1849	15,88743			
			953,26	183,1857	15,88763			
			953,27	183,1849	15,8878			
			953,28	183,1826	15,88797			
			953,29	183,1826	15,88813			
			953,3	183,1881	15,8883			
			953,31	183,1961	15,88847			
			953,32	183,2032	15,8886			
			953,33	183,2104	15,8888			
			953,34	183,2183	15,88897			
			953,35	183,2215	15,88913			
			953,36	183,2231	15,8893			
			953,37	183,2239	15,8895			
			953,38	183,2239	15,88963			
			953,39	183,2231	15,8898			
			953,4	183,2239	15,88997			
			953,41	183,235	15,89013			
			953,42	183,2501	15,8903			
			953,43	183,2596	15,89047			
			953,44	183,2596	15,89063			
			953,45	183,2596	15,8908			
			953,46	183,262	15,89097			
			953,47	183,2684	15,89113			
			953,48	183,2771	15,8913			
			953,49	183,2835	15,89147			
			953,5	183,2859	15,89163			
			953,51	183,2914	15,8918			
			953,52	183,3002	15,89193			
			953,53	183,3089	15,8921			
			953,54	183,3177	15,8923			
			953,55	183,3224	15,89247			
			953,56	183,324	15,89263			
			953,57	183,3288	15,8928			
			953,58	183,3359	15,89297			
			953,59	183,3431	15,89317			
			953,6	183,3487	15,8933			
			953,61	183,3518	15,89347			
			953,62	183,3518	15,89363			
			953,63	183,351	15,8938			
			953,64	183,3542	15,89397			
			953,65	183,3653	15,89417			
			953,66	183,3789	15,8943			
			953,67	183,3892	15,8945			
			953,68	183,3963	15,89467			
			953,69	183,4011	15,89483			
			953,7	183,4059	15,895			
			953,71	183,4122	15,89517			
			953,72	183,4194	15,89533			
			953,73	183,4281	15,8955			
			953,74	183,4369	15,89567			
			953,75	183,4416	15,89583			
			953,76	183,4456	15,896			
			953,77	183,452	15,89617			
			953,78	183,4575	15,89633			
			953,79	183,4631	15,8965			
			953,8	183,4679	15,89663			
			953,81	183,4702	15,8968			
			953,82	183,4702	15,89697			
			953,83	183,4702	15,89717			
			953,84	183,4742	15,89733			
			953,85	183,4774	15,8975			
			953,86	183,4814	15,89767			
			953,87	183,4877	15,89783			
			953,88	183,4989	15,89797			
			953,89	183,5092	15,89817			
			953,9	183,5195	15,8983			
			953,91	183,5291	15,89843			
			953,92	183,5378	15,89863			
			953,93	183,5402	15,8988			
			953,94	183,5426	15,89897			
			953,95	183,5505	15,89913			
			953,96	183,5585	15,8993			
			953,97	183,5664	15,89947			
			953,98	183,5696	15,89963			
			953,99	183,5744	15,89983			
			954	183,5823	15,9			
			954,01	183,5918	15,90017			
			954,02	183,6006	15,90033			
			954,03	183,6046	15,9005			
			954,04	183,6046	15,90063			
			954,05	183,6077	15,9008			
			954,06	183,6125	15,90097			
			954,07	183,6141	15,9011			
			954,08	183,6157	15,9013			
			954,09	183,6212	15,90147			
			954,1	183,6292	15,90163			
			954,11	183,63	15,9018			
			954,12	183,6276	15,90197			
			954,13	183,6276	15,90217			
			954,14	183,6364	15,90233			
			954,15	183,6475	15,90247			
			954,16	183,6507	15,90263			
			954,17	183,6507	15,9028			
			954,18	183,6538	15,90297			
			954,19	183,6634	15,90313			
			954,2	183,6785	15,9033			
			954,21	183,6904	15,90343			
			954,22	183,6967	15,9036			
			954,23	183,6991	15,9038			
			954,24	183,6991	15,90397			
			954,25	183,6967	15,90417			
			954,26	183,6928	15,9043			
			954,27	183,6944	15,90447			
			954,28	183,6991	15,90463			
			954,29	183,7126	15,9048			
			954,3	183,7325	15,90497			
			954,31	183,7468	15,90513			
			954,32	183,7548	15,9053			
			954,33	183,7556	15,90547			
			954,34	183,7548	15,90563			
			954,35	183,7548	15,90583			
			954,36	183,7571	15,90603			
			954,37	183,7619	15,90617			
			954,38	183,7667	15,90633			
			954,39	183,7707	15,9065			
			954,4	183,7715	15,9067			
			954,41	183,773	15,90683			
			954,42	183,7818	15,907			
			954,43	183,7913	15,90713			
			954,44	183,7937	15,90733			
			954,45	183,7897	15,90747			
			954,46	183,7897	15,90763			
			954,47	183,7953	15,9078			
			954,48	183,8048	15,908			
			954,49	183,8136	15,90817			
			954,5	183,8183	15,90833			
			954,51	183,8231	15,9085			
			954,52	183,8318	15,9087			
			954,53	183,8414	15,90887			
			954,54	183,8501	15,90903			
			954,55	183,8565	15,90917			
			954,56	183,8589	15,90933			
			954,57	183,8628	15,90947			
			954,58	183,8676	15,90963			
			954,59	183,8676	15,90977			
			954,6	183,866	15,90997			
			954,61	183,8692	15,9101			
			954,62	183,8748	15,91033			
			954,63	183,8787	15,91053			
			954,64	183,8811	15,91067			
			954,65	183,8851	15,91083			
			954,66	183,8907	15,91103			
			954,67	183,8994	15,91117			
			954,68	183,9073	15,9113			
			954,69	183,9145	15,91147			
			954,7	183,9177	15,91167			
			954,71	183,9217	15,91183			
			954,72	183,9232	15,912			
			954,73	183,9264	15,91217			
			954,74	183,9312	15,91233			
			954,75	183,9352	15,9125			
			954,76	183,9375	15,91263			
			954,77	183,9439	15,91283			
			954,78	183,9527	15,91297			
			954,79	183,9574	15,91317			
			954,8	183,9574	15,9133			
			954,81	183,9558	15,91347			
			954,82	183,959	15,91363			
			954,83	183,9662	15,9138			
			954,84	183,9757	15,91397			
			954,85	183,9844	15,91413			
			954,86	183,9932	15,9143			
			954,87	184,0019	15,91447			
			954,88	184,0091	15,91463			
			954,89	184,0154	15,91483			
			954,9	184,0242	15,915			
			954,91	184,0337	15,91513			
			954,92	184,0409	15,9153			
			954,93	184,0424	15,91547			
			954,94	184,0401	15,91563			
			954,95	184,0385	15,9158			
			954,96	184,0409	15,91597			
			954,97	184,0488	15,91613			
			954,98	184,056	15,9163			
			954,99	184,0591	15,9165			
			955	184,0591	15,91663			
			955,01	184,0591	15,9168			
			955,02	184,0623	15,91697			
			955,03	184,0655	15,91717			
			955,04	184,0703	15,91733			
			955,05	184,0782	15,91747			
			955,06	184,0893	15,91763			
			955,07	184,0989	15,9178			
			955,08	184,106	15,91797			
			955,09	184,1124	15,91813			
			955,1	184,1195	15,91833			
			955,11	184,1235	15,9185			
			955,12	184,1219	15,91867			
			955,13	184,1195	15,91883			
			955,14	184,1195	15,91897			
			955,15	184,1259	15,91913			
			955,16	184,1346	15,9193			
			955,17	184,141	15,91947			
			955,18	184,1458	15,91967			
			955,19	184,1466	15,9198			
			955,2	184,1434	15,91997			
			955,21	184,1386	15,92017			
			955,22	184,141	15,92033			
			955,23	184,1481	15,9205			
			955,24	184,1521	15,92063			
			955,25	184,1481	15,92083			
			955,26	184,1394	15,92097			
			955,27	184,1354	15,92113			
			955,28	184,1394	15,9213			
			955,29	184,1481	15,9215			
			955,3	184,1577	15,92163			
			955,31	184,1656	15,9218			
			955,32	184,1736	15,92197			
			955,33	184,1823	15,92213			
			955,34	184,1879	15,9223			
			955,35	184,1863	15,9225			
			955,36	184,1839	15,92267			
			955,37	184,1839	15,92283			
			955,38	184,1839	15,923			
			955,39	184,1799	15,92317			
			955,4	184,1768	15,92333			
			955,41	184,1728	15,9235			
			955,42	184,1688	15,92367			
			955,43	184,1633	15,9238			
			955,44	184,1577	15,92397			
			955,45	184,1553	15,92413			
			955,46	184,1529	15,9243			
			955,47	184,1418	15,9245			
			955,48	184,1251	15,92467			
			955,49	184,11	15,92483			
			955,5	184,1029	15,925			
			955,51	184,0973	15,92517			
			955,52	184,0878	15,9253			
			955,53	184,0655	15,92547			
			955,54	184,0337	15,92563			
			955,55	184,0003	15,9258			
			955,56	183,9669	15,92597			
			955,57	183,9328	15,92613			
			955,58	183,897	15,9263			
			955,59	183,8636	15,92647			
			955,6	183,8295	15,92663			
			955,61	183,7929	15,9268			
			955,62	183,7579	15,92697			
			955,63	183,7285	15,92717			
			955,64	183,6999	15,92733			
			955,65	183,6729	15,9275			
			955,66	183,6499	15,92763			
			955,67	183,63	15,9278			
			955,68	183,6181	15,92797			
			955,69	183,6093	15,92813			
			955,7	183,6022	15,9283			
			955,71	183,5966	15,92847			
			955,72	183,591	15,92863			
			955,73	183,5823	15,9288			
			955,74	183,5736	15,92897			
			955,75	183,5712	15,92913			
			955,76	183,5775	15,9293			
			955,77	183,5807	15,92947			
			955,78	183,5823	15,92963			
			955,79	183,5855	15,9298			
			955,8	183,591	15,92997			
			955,81	183,5934	15,93013			
			955,82	183,5934	15,9303			
			955,83	183,5918	15,93047			
			955,84	183,5918	15,93063			
			955,85	183,599	15,9308			
			955,86	183,6093	15,93097			
			955,87	183,6157	15,93113			
			955,88	183,6165	15,9313			
			955,89	183,6189	15,93147			
			955,9	183,6228	15,93167			
			955,91	183,6212	15,93183			
			955,92	183,6165	15,93197			
			955,93	183,6141	15,93213			
			955,94	183,6189	15,9323			
			955,95	183,6292	15,9325			
			955,96	183,6427	15,93263			
			955,97	183,6538	15,9328			
			955,98	183,6562	15,93297			
			955,99	183,6507	15,93313			
			956	183,6435	15,9333			
			956,01	183,6364	15,93347			
			956,02	183,63	15,93363			
			956,03	183,6276	15,9338			
			956,04	183,6371	15,93397			
			956,05	183,6546	15,93413			
			956,06	183,6681	15,93433			
			956,07	183,6729	15,93447			
			956,08	183,6681	15,93463			
			956,09	183,6634	15,9348			
			956,1	183,6618	15,93497			
			956,11	183,6634	15,93513			
			956,12	183,6618	15,9353			
			956,13	183,6562	15,9355			
			956,14	183,6483	15,93563			
			956,15	183,6435	15,9358			
			956,16	183,6403	15,93597			
			956,17	183,6435	15,93617			
			956,18	183,6522	15,9363			
			956,19	183,661	15,93647			
			956,2	183,6634	15,93663			
			956,21	183,6618	15,9368			
			956,22	183,6586	15,93697			
			956,23	183,6499	15,93713			
			956,24	183,6459	15,9373			
			956,25	183,6507	15,9375			
			956,26	183,6586	15,93767			
			956,27	183,6618	15,93787			
			956,28	183,657	15,938			
			956,29	183,6538	15,93817			
			956,3	183,6586	15,9383			
			956,31	183,6673	15,93847			
			956,32	183,6705	15,93863			
			956,33	183,665	15,9388			
			956,34	183,6562	15,93897			
			956,35	183,6475	15,93913			
			956,36	183,6371	15,9393			
			956,37	183,6324	15,93947			
			956,38	183,6364	15,93963			
			956,39	183,6475	15,9398			
			956,4	183,6522	15,93997			
			956,41	183,6538	15,94013			
			956,42	183,6562	15,9403			
			956,43	183,657	15,94047			
			956,44	183,6538	15,94063			
			956,45	183,6475	15,9408			
			956,46	183,6475	15,94097			
			956,47	183,6522	15,94113			
			956,48	183,6586	15,9413			
			956,49	183,661	15,9415			
			956,5	183,661	15,94163			
			956,51	183,6586	15,9418			
			956,52	183,6562	15,94197			
			956,53	183,6546	15,94213			
			956,54	183,657	15,9423			
			956,55	183,6658	15,94247			
			956,56	183,6745	15,94263			
			956,57	183,6769	15,9428			
			956,58	183,6705	15,94293			
			956,59	183,6618	15,94313			
			956,6	183,6562	15,94327			
			956,61	183,6507	15,94347			
			956,62	183,6475	15,94363			
			956,63	183,6459	15,9438			
			956,64	183,6507	15,94397			
			956,65	183,6586	15,94413			
			956,66	183,665	15,9443			
			956,67	183,6681	15,94443			
			956,68	183,6697	15,9446			
			956,69	183,6697	15,94477			
			956,7	183,6658	15,94497			
			956,71	183,6562	15,9451			
			956,72	183,6459	15,94527			
			956,73	183,6411	15,94543			
			956,74	183,6451	15,94563			
			956,75	183,6507	15,94583			
			956,76	183,6586	15,94597			
			956,77	183,6673	15,94617			
			956,78	183,6721	15,9463			
			956,79	183,6721	15,94647			
			956,8	183,6705	15,9466			
			956,81	183,6729	15,94677			
			956,82	183,6753	15,94693			
			956,83	183,6729	15,9471			
			956,84	183,6673	15,9473			
			956,85	183,661	15,94747			
			956,86	183,665	15,94763			
			956,87	183,6753	15,9478			
			956,88	183,6856	15,94793			
			956,89	183,6864	15,9481			
			956,9	183,6816	15,94827			
			956,91	183,6753	15,94843			
			956,92	183,6721	15,94863			
			956,93	183,6729	15,9488			
			956,94	183,6808	15,94897			
			956,95	183,6864	15,9491			
			956,96	183,6856	15,9493			
			956,97	183,684	15,94947			
			956,98	183,6864	15,94967			
			956,99	183,6904	15,94983			
			957	183,6944	15,95003			
			957,01	183,6967	15,9502			
			957,02	183,6999	15,95037			
			957,03	183,6991	15,9505			
			957,04	183,6991	15,95063			
			957,05	183,7039	15,95083			
			957,06	183,7111	15,95097			
			957,07	183,715	15,95117			
			957,08	183,7126	15,9513			
			957,09	183,7055	15,95147			
			957,1	183,6975	15,95163			
			957,11	183,6952	15,9518			
			957,12	183,7015	15,95197			
			957,13	183,7126	15,95217			
			957,14	183,7214	15,95237			
			957,15	183,7238	15,95253			
			957,16	183,719	15,95267			
			957,17	183,7103	15,9528			
			957,18	183,7031	15,95297			
			957,19	183,6999	15,95317			
			957,2	183,6975	15,95333			
			957,21	183,6952	15,9535			
			957,22	183,6967	15,95363			
			957,23	183,7031	15,9538			
			957,24	183,7103	15,95397			
			957,25	183,7126	15,95413			
			957,26	183,7079	15,9543			
			957,27	183,7015	15,95447			
			957,28	183,6952	15,95463			
			957,29	183,6928	15,9548			
			957,3	183,6944	15,95497			
			957,31	183,7015	15,95513			
			957,32	183,7103	15,9553			
			957,33	183,7174	15,95547			
			957,34	183,7198	15,95563			
			957,35	183,7198	15,9558			
			957,36	183,7198	15,956			
			957,37	183,719	15,95617			
			957,38	183,7198	15,95633			
			957,39	183,7238	15,95647			
			957,4	183,7325	15,95663			
			957,41	183,7381	15,9568			
			957,42	183,7381	15,95697			
			957,43	183,7325	15,95713			
			957,44	183,7269	15,9573			
			957,45	183,7246	15,95747			
			957,46	183,7214	15,95763			
			957,47	183,7166	15,95777			
			957,48	183,7111	15,95793			
			957,49	183,7126	15,9581			
			957,5	183,7134	15,9583			
			957,51	183,7111	15,9585			
			957,52	183,7111	15,9587			
			957,53	183,7198	15,95883			
			957,54	183,7349	15,95897			
			957,55	183,7532	15,95913			
			957,56	183,7667	15,95933			
			957,57	183,7691	15,9595			
			957,58	183,7595	15,95963			
			957,59	183,7468	15,9598			
			957,6	183,7381	15,95997			
			957,61	183,7373	15,96013			
			957,62	183,7373	15,9603			
			957,63	183,7349	15,96047			
			957,64	183,7325	15,96063			
			957,65	183,7325	15,96083			
			957,66	183,7357	15,961			
			957,67	183,7413	15,96117			
			957,68	183,746	15,96133			
			957,69	183,7468	15,9615			
			957,7	183,7468	15,96167			
			957,71	183,7492	15,96183			
			957,72	183,7508	15,96197			
			957,73	183,746	15,96213			
			957,74	183,7357	15,9623			
			957,75	183,7285	15,96247			
			957,76	183,7325	15,96263			
			957,77	183,7444	15,96283			
			957,78	183,7548	15,96297			
			957,79	183,7556	15,96313			
			957,8	183,7532	15,9633			
			957,81	183,7508	15,96347			
			957,82	183,7468	15,96363			
			957,83	183,7444	15,9638			
			957,84	183,7421	15,96397			
			957,85	183,7413	15,96413			
			957,86	183,7413	15,96427			
			957,87	183,7381	15,96443			
			957,88	183,7381	15,96463			
			957,89	183,7413	15,96483			
			957,9	183,7436	15,965			
			957,91	183,7444	15,96517			
			957,92	183,7468	15,96533			
			957,93	183,7516	15,9655			
			957,94	183,7548	15,96563			
			957,95	183,7548	15,9658			
			957,96	183,7548	15,96597			
			957,97	183,7603	15,96613			
			957,98	183,7683	15,9663			
			957,99	183,7707	15,96647			
			958	183,7643	15,96663			
			958,01	183,7516	15,9668			
			958,02	183,7436	15,967			
			958,03	183,7444	15,96717			
			958,04	183,7548	15,9673			
			958,05	183,7707	15,96747			
			958,06	183,7818	15,96763			
			958,07	183,7802	15,9678			
			958,08	183,7691	15,96797			
			958,09	183,7691	15,96813			
			958,1	183,7786	15,9683			
			958,11	183,7889	15,96847			
			958,12	183,7889	15,96863			
			958,13	183,7818	15,9688			
			958,14	183,7738	15,96897			
			958,15	183,7651	15,96913			
			958,16	183,7579	15,9693			
			958,17	183,7579	15,9695			
			958,18	183,7691	15,96963			
			958,19	183,7826	15,9698			
			958,2	183,7874	15,96997			
			958,21	183,7865	15,97013			
			958,22	183,7842	15,9703			
			958,23	183,7826	15,97047			
			958,24	183,7818	15,97063			
			958,25	183,7786	15,97083			
			958,26	183,7738	15,971			
			958,27	183,7683	15,97113			
			958,28	183,7651	15,9713			
			958,29	183,7683	15,97147			
			958,3	183,7738	15,97163			
			958,31	183,7818	15,9718			
			958,32	183,7865	15,97197			
			958,33	183,7889	15,97213			
			958,34	183,7897	15,9723			
			958,35	183,7897	15,97247			
			958,36	183,7874	15,97263			
			958,37	183,7874	15,97277			
			958,38	183,7865	15,97297			
			958,39	183,7842	15,97317			
			958,4	183,7826	15,9733			
			958,41	183,7826	15,97347			
			958,42	183,7842	15,97363			
			958,43	183,785	15,9738			
			958,44	183,7874	15,97397			
			958,45	183,7929	15,97413			
			958,46	183,8001	15,9743			
			958,47	183,8064	15,97447			
			958,48	183,8072	15,97463			
			958,49	183,8048	15,9748			
			958,5	183,8032	15,97497			
			958,51	183,8001	15,97513			
			958,52	183,7953	15,9753			
			958,53	183,7889	15,97547			
			958,54	183,7826	15,97563			
			958,55	183,7802	15,9758			
			958,56	183,7865	15,97597			
			958,57	183,7985	15,97613			
			958,58	183,8032	15,9763			
			958,59	183,7985	15,97647			
			958,6	183,7913	15,97663			
			958,61	183,7937	15,9768			
			958,62	183,8048	15,97697			
			958,63	183,8168	15,97717			
			958,64	183,8231	15,97733			
			958,65	183,8183	15,9775			
			958,66	183,8072	15,97763			
			958,67	183,8009	15,9778			
			958,68	183,8032	15,978			
			958,69	183,8096	15,97817			
			958,7	183,812	15,9783			
			958,71	183,8136	15,97847			
			958,72	183,8159	15,97867			
			958,73	183,8207	15,97883			
			958,74	183,8231	15,979			
			958,75	183,8223	15,97917			
			958,76	183,8183	15,97933			
			958,77	183,8144	15,9795			
			958,78	183,8144	15,97963			
			958,79	183,8144	15,9798			
			958,8	183,8144	15,97997			
			958,81	183,8144	15,98013			
			958,82	183,812	15,9803			
			958,83	183,8048	15,98047			
			958,84	183,8024	15,98063			
			958,85	183,8064	15,98083			
			958,86	183,8096	15,98097			
			958,87	183,8088	15,98117			
			958,88	183,8072	15,9813			
			958,89	183,8072	15,9815			
			958,9	183,812	15,98163			
			958,91	183,8183	15,98183			
			958,92	183,8231	15,982			
			958,93	183,8231	15,98217			
			958,94	183,8207	15,98233			
			958,95	183,8223	15,9825			
			958,96	183,8207	15,98267			
			958,97	183,8144	15,9828			
			958,98	183,8088	15,98297			
			958,99	183,812	15,98313			
			959	183,8207	15,98327			
			959,01	183,8279	15,98347			
			959,02	183,8295	15,98363			
			959,03	183,8271	15,9838			
			959,04	183,8271	15,98393			
			959,05	183,8318	15,98413			
			959,06	183,8342	15,98433			
			959,07	183,8311	15,9845			
			959,08	183,8255	15,9847			
			959,09	183,8279	15,98483			
			959,1	183,8358	15,98497			
			959,11	183,8382	15,98513			
			959,12	183,8382	15,98527			
			959,13	183,8406	15,98543			
			959,14	183,8414	15,9856			
