16.11.2011  13:2:20
Смещение	Сила	Угол	Момент
-51,455	0	0	0,6
-51,447	0	0	0,6
-51,439	0	0	0,6
-51,431	0	0	0,6
-51,423	0	0	0,6
-51,412	0	0	0,6
-51,404	0	0	0,6
-51,396	0	0	0,5
-51,388	0	0	0,6
-51,38	0	0	0,6
-51,372	0	0	0,6
-51,362	0	0	0,6
-51,354	0	0	0,6
-51,345	0	0	0,6
-51,337	0	0	0,6
-51,329	0	0	0,6
-51,321	0	0	0,6
-51,313	0	0	0,6
-51,303	0	0	0,6
-51,295	0	0	0,6
-51,286	0	0	0,6
-51,278	0	0	0,6
-51,27	0	0	0,5
-51,262	0	0	0,6
-51,252	0	0	0,5
-51,244	0	0	0,6
-51,236	0	0	0,6
-51,227	0	0	0,6
-51,219	0	0	0,6
-51,211	0	0	0,6
-51,201	0	0	0,5
-51,193	0	0	0,6
-51,185	0	0	0,6
-51,177	0	0	0,6
-51,169	0	0	0,5
-51,16	0	0	0,6
-51,152	0	0	0,6
-51,143	0	0	0,6
-51,134	0	0	0,6
-51,126	0	0	0,6
-51,118	0	0	0,6
-51,11	0	0	0,6
-51,101	10	0	0,6
-51,092	0	0	0,6
-51,083	0	0	0,6
-51,075	0	0	0,6
-51,067	0	0	0,6
-51,059	0	0	0,6
-51,051	0	0	0,6
-51,042	10	0	0,6
-51,033	0	0	0,6
-51,024	0	0	0,6
-51,016	0	0	0,6
-51,008	0	0	0,6
-51	0	0	0,6
-50,992	0	0	0,5
-50,982	0	0	0,6
-50,974	0	0	0,6
-50,965	0	0	0,6
-50,957	0	0	0,6
-50,949	0	0	0,6
-50,941	0	0	0,6
-50,931	0	0	0,6
-50,923	0	0	0,6
-50,915	0	0	0,6
-50,906	0	0	0,6
-50,898	0	0	0,6
-50,89	0	0	0,6
-50,882	0	0	0,6
-50,872	0	0	0,6
-50,864	0	0	0,6
-50,856	0	0	0,6
-50,847	0	0	0,6
-50,839	0	0	0,6
-50,831	0	0	0,6
-50,821	0	0	0,6
-50,813	0	0	0,6
-50,805	0	0	0,5
-50,797	0	0	0,6
-50,788	0	0	0,6
-50,78	0	0	0,6
-50,77	0	0	0,6
-50,762	0	0	0,6
-50,754	0	0	0,6
-50,746	0	0	0,6
-50,738	0	0	0,5
-50,73	0	0	0,6
-50,721	0	0	0,6
-50,711	0	0	0,6
-50,703	0	0	0,6
-50,695	0	0	0,6
-50,687	0	0	0,6
-50,679	0	0	0,5
-50,671	0	0	0,6
-50,661	0	0	0,6
-50,652	0	0	0,6
-50,644	0	0	0,6
-50,636	0	0	0,6
-50,628	0	0	0,6
-50,619	0	0	0,6
-50,612	0	0	0,6
-50,602	0	0	0,6
-50,594	0	0	0,6
-50,585	0	0	0,6
-50,577	0	0	0,6
-50,569	0	0	0,6
-50,561	0	0	0,6
-50,551	0	0	0,6
-50,543	0	0	0,6
-50,535	0	0	0,6
-50,526	0	0	0,6
-50,518	0	0	0,6
-50,51	0	0	0,6
-50,5	0	0	0,6
-50,492	0	0	0,6
-50,484	0	0	0,6
-50,475	0	0	0,6
-50,467	0	0	0,6
-50,459	0	0	0,6
-50,45	0	0	0,6
-50,441	0	0	0,5
-50,433	0	0	0,6
-50,425	0	0	0,5
-50,416	0	0	0,6
-50,408	0	0	0,6
-50,4	0	0	0,6
-50,39	0	0	0,6
-50,382	0	0	0,6
-50,374	0	0	0,6
-50,366	0	0	0,5
-50,357	0	0	0,6
-50,349	0	0	0,6
-50,339	0	0	0,6
-50,331	0	0	0,6
-50,322	0	0	0,6
-50,315	0	0	0,6
-50,306	0	0	0,5
-50,298	0	0	0,5
-50,29	0	0	0,6
-50,28	0	0	0,6
-50,272	0	0	0,6
-50,264	0	0	0,6
-50,255	0	0	0,6
-50,247	0	0	0,6
-50,239	0	0	0,6
-50,229	0	0	0,6
-50,221	0	0	0,6
-50,213	0	0	0,6
-50,205	0	0	0,6
-50,196	0	0	0,6
-50,188	0	0	0,6
-50,178	0	0	0,6
-50,17	0	0	0,6
-50,162	0	0	0,6
-50,154	0	0	0,6
-50,146	0	0	0,6
-50,137	0	0	0,6
-50,129	0	0	0,5
-50,119	0	0	0,6
-50,111	0	0	0,6
-50,103	0	0	0,6
-50,095	0	0	0,6
-50,087	0	0	0,6
-50,079	0	0	0,6
-50,068	0	0	0,6
-50,06	0	0	0,6
-50,052	0	0	0,6
-50,044	0	0	0,6
-50,036	0	0	0,6
-50,028	0	0	0,6
-50,019	0	0	0,6
-50,009	0	0	0,6
-50,001	0	0	0,6
-49,993	0	0	0,6
-49,985	0	0	0,6
-49,977	0	0	0,6
-49,968	0	0	0,6
-49,959	0	0	0,5
-49,951	0	0	0,6
-49,942	0	0	0,6
-49,934	0	0	0,6
-49,926	0	0	0,6
-49,918	0	0	0,6
-49,908	0	0	0,6
-49,9	0	0	0,6
-49,891	0	0	0,6
-49,883	0	0	0,6
-49,875	0	0	0,6
-49,867	0	0	0,6
-49,859	0	0	0,6
-49,849	0	0	0,6
-49,84	0	0	0,6
-49,833	0	0	0,6
-49,824	0	0	0,6
-49,816	0	0	0,5
-49,808	0	0	0,6
-49,798	0	0	0,6
-49,79	0	0	0,6
-49,782	0	0	0,5
-49,773	0	0	0,6
-49,765	0	0	0,6
-49,757	0	0	0,6
-49,747	0	0	0,6
-49,739	0	0	0,6
-49,731	0	0	0,6
-49,722	0	0	0,5
-49,714	0	0	0,5
-49,706	0	0	0,6
-49,698	0	0	0,6
-49,688	0	0	0,6
-49,68	0	0	0,6
-49,671	0	0	0,6
-49,663	0	0	0,6
-49,655	0	0	0,6
-49,647	0	0	0,6
-49,637	0	0	0,6
-49,629	0	0	0,6
-49,62	0	0	0,6
-49,612	0	0	0,6
-49,604	0	0	0,6
-49,596	0	0	0,6
-49,586	0	0	0,6
-49,578	0	0	0,6
-49,57	0	0	0,6
-49,561	0	0	0,6
-49,553	0	0	0,6
-49,545	0	0	0,6
-49,537	0	0	0,6
-49,527	0	0	0,6
-49,519	0	0	0,6
-49,511	0	0	0,6
-49,502	0	0	0,6
-49,494	0	0	0,6
-49,486	0	0	0,6
-49,476	0	0	0,6
-49,468	0	0	0,6
-49,46	0	0	0,5
-49,451	0	0	0,6
-49,443	0	0	0,6
-49,435	0	0	0,6
-49,427	0	0	0,6
-49,417	0	0	0,6
-49,409	0	0	0,5
-49,401	0	0	0,5
-49,392	0	0	0,6
-49,384	0	0	0,6
-49,376	0	0	0,6
-49,366	0	0	0,5
-49,358	0	0	0,6
-49,35	0	0	0,6
-49,342	0	0	0,6
-49,333	0	0	0,6
-49,325	0	0	0,6
-49,315	0	0	0,6
-49,307	0	0	0,6
-49,298	0	0	0,6
-49,29	0	0	0,6
-49,282	0	0	0,6
-49,274	0	0	0,6
-49,266	0	0	0,6
-49,256	0	0	0,5
-49,248	0	0	0,6
-49,239	0	0	0,6
-49,231	0	0	0,5
-49,223	0	0	0,6
-49,215	0	0	0,6
-49,205	0	0	0,6
-49,197	0	0	0,6
-49,189	0	0	0,6
-49,18	0	0	0,6
-49,172	0	0	0,6
-49,164	0	0	0,6
-49,154	0	0	0,6
-49,146	0	0	0,6
-49,138	0	0	0,6
-49,13	0	0	0,6
-49,121	0	0	0,6
-49,113	0	0	0,6
-49,105	0	0	0,6
-49,095	0	0	0,6
-49,087	0	0	0,6
-49,079	0	0	0,6
-49,07	0	0	0,6
-49,062	0	0	0,5
-49,054	0	0	0,6
-49,044	0	0	0,6
-49,036	0	0	0,5
-49,028	0	0	0,6
-49,019	0	0	0,6
-49,011	0	0	0,6
-49,003	0	0	0,6
-48,995	0	0	0,5
-48,985	0	0	0,6
-48,977	0	0	0,5
-48,969	0	0	0,6
-48,96	0	0	0,6
-48,952	0	0	0,5
-48,944	0	0	0,5
-48,934	0	0	0,6
-48,926	0	0	0,6
-48,917	0	0	0,6
-48,91	0	0	0,6
-48,901	0	0	0,6
-48,893	0	0	0,6
-48,883	0	0	0,5
-48,875	0	0	0,6
-48,867	0	0	0,6
-48,859	0	0	0,6
-48,85	0	0	0,6
-48,842	0	0	0,6
-48,834	0	0	0,6
-48,824	0	0	0,6
-48,816	0	0	0,6
-48,808	0	0	0,6
-48,799	0	0	0,5
-48,791	0	0	0,5
-48,783	0	0	0,6
-48,773	0	0	0,6
-48,765	0	0	0,6
-48,757	0	0	0,6
-48,749	0	0	0,6
-48,74	0	0	0,5
-48,732	0	0	0,6
-48,722	0	0	0,6
-48,714	0	0	0,6
-48,706	0	0	0,6
-48,697	0	0	0,6
-48,689	0	0	0,6
-48,681	0	0	0,6
-48,673	0	0	0,5
-48,663	0	0	0,5
-48,655	0	0	0,6
-48,646	0	0	0,5
-48,638	0	0	0,6
-48,63	0	0	0,6
-48,622	0	0	0,6
-48,612	0	0	0,6
-48,604	0	0	0,6
-48,596	0	0	0,6
-48,587	10	0	0,5
-48,579	0	0	0,6
-48,571	0	0	0,6
-48,561	0	0	0,6
-48,553	0	0	0,6
-48,545	10	0	0,6
-48,536	0	0	0,6
-48,528	0	0	0,6
-48,52	0	0	0,6
-48,512	0	0	0,6
-48,502	0	0	0,6
-48,494	0	0	0,6
-48,485	0	0	0,6
-48,477	0	0	0,6
-48,469	0	0	0,6
-48,461	0	0	0,6
-48,451	0	0	0,6
-48,443	0	0	0,6
-48,434	0	0	0,6
-48,426	0	0	0,5
-48,418	0	0	0,5
-48,41	0	0	0,6
-48,401	0	0	0,6
-48,392	0	0	0,6
-48,383	0	0	0,6
-48,375	0	0	0,6
-48,367	0	0	0,6
-48,359	0	0	0,6
-48,351	0	0	0,6
-48,34	0	0	0,6
-48,332	0	0	0,6
-48,324	0	0	0,5
-48,316	0	0	0,5
-48,308	0	0	0,6
-48,3	0	0	0,6
-48,29	0	0	0,6
-48,281	0	0	0,6
-48,273	0	0	0,6
-48,265	0	0	0,5
-48,257	0	0	0,6
-48,249	0	0	0,6
-48,24	0	0	0,6
-48,23	0	0	0,6
-48,222	0	0	0,6
-48,214	0	0	0,6
-48,206	0	0	0,6
-48,198	0	0	0,6
-48,189	0	0	0,6
-48,18	0	0	0,6
-48,171	0	0	0,6
-48,163	0	0	0,6
-48,155	0	0	0,6
-48,146	0	0	0,5
-48,138	0	0	0,6
-48,128	0	0	0,6
-48,12	0	0	0,6
-48,112	0	0	0,5
-48,104	0	0	0,5
-48,096	0	0	0,6
-48,087	0	0	0,6
-48,079	0	0	0,6
-48,069	0	0	0,5
-48,061	0	0	0,6
-48,053	0	0	0,6
-48,045	0	0	0,6
-48,036	0	0	0,6
-48,028	0	0	0,6
-48,018	0	0	0,6
-48,01	0	0	0,6
-48,002	0	0	0,6
-47,994	0	0	0,6
-47,986	0	0	0,6
-47,977	0	0	0,6
-47,969	0	0	0,6
-47,959	0	0	0,6
-47,951	0	0	0,6
-47,943	0	0	0,5
-47,935	0	0	0,6
-47,926	0	0	0,6
-47,918	0	0	0,6
-47,908	0	0	0,6
-47,9	0	0	0,6
-47,892	0	0	0,6
-47,884	0	0	0,6
-47,875	0	0	0,6
-47,867	0	0	0,6
-47,857	0	0	0,6
-47,849	0	0	0,6
-47,841	0	0	0,6
-47,833	0	0	0,6
-47,824	0	0	0,6
-47,816	0	0	0,6
-47,808	0	0	0,6
-47,798	0	0	0,6
-47,79	0	0	0,6
-47,782	0	0	0,6
-47,773	0	0	0,6
-47,765	10	0	0,6
-47,757	10	0	0,6
-47,747	10	0	0,6
-47,739	10	0	0,6
-47,731	0	0	0,6
-47,723	10	0	0,6
-47,714	0	0	0,6
-47,706	0	0	0,6
-47,696	10	0	0,6
-47,688	10	0	0,6
-47,68	10	0	0,6
-47,671	10	0	0,6
-47,663	10	0	0,6
-47,655	10	0	0,6
-47,647	10	0	0,6
-47,637	10	0	0,6
-47,629	20	0	0,6
-47,62	10	0	0,6
-47,612	10	0	0,6
-47,604	10	0	0,6
-47,596	20	0	0,6
-47,586	20	0	0,6
-47,578	20	0	0,6
-47,57	20	0	0,6
-47,561	20	0	0,6
-47,553	30	0	0,6
-47,545	30	0	0,6
-47,535	30	0	0,6
-47,527	40	0	0,6
-47,519	40	0	0,6
-47,51	40	0	0,6
-47,502	40	0	0,7
-47,494	50	0	0,7
-47,486	50	0	0,7
-47,476	50	0	0,7
-47,468	60	0	0,7
-47,459	60	0	0,7
-47,451	60	0	0,7
-47,443	60	0	0,7
-47,435	70	0	0,7
-47,425	70	0	0,7
-47,417	80	0	0,7
-47,408	80	0	0,7
-47,4	80	0	0,7
-47,392	80	0	0,7
-47,383	90	0	0,8
-47,375	90	0	0,7
-47,366	90	0	0,8
-47,358	90	0	0,8
-47,349	100	0	0,8
-47,341	100	0	0,8
-47,333	110	0	0,8
-47,325	110	0	0,8
-47,314	110	0	0,8
-47,306	110	0	0,8
-47,298	120	0	0,8
-47,29	120	0	0,8
-47,282	120	0	0,8
-47,274	130	0	0,9
-47,264	130	0	0,8
-47,255	130	0	0,9
-47,247	130	0	0,9
-47,239	140	0	0,9
-47,231	140	0	0,9
-47,223	140	0	0,9
-47,214	150	0	0,9
-47,204	150	0	0,9
-47,196	150	0	0,9
-47,188	160	0	0,9
-47,18	160	0	0,9
-47,172	160	0	1
-47,163	170	0	1
-47,154	170	0	1
-47,145	170	0	1
-47,137	170	0	1
-47,129	180	0	1
-47,121	180	0	1
-47,112	180	0	1
-47,103	190	0	1
-47,095	190	0	1
-47,086	190	0	1
-47,078	200	0	1,1
-47,07	200	0	1,1
-47,061	200	0	1,1
-47,053	210	0	1,1
-47,043	210	0	1,1
-47,035	210	0	1,1
-47,027	220	0	1,1
-47,019	220	0	1,1
-47,01	220	0	1,2
-47,002	220	0	1,2
-46,992	230	0	1,1
-46,984	230	0	1,2
-46,976	230	0	1,1
-46,968	240	0	1,1
-46,96	240	0	1,2
-46,951	240	0	1,2
-46,943	240	0	1,2
-46,933	250	0	1,2
-46,925	250	0	1,2
-46,917	250	0	1,2
-46,909	260	0	1,2
-46,9	260	0	1,2
-46,892	260	0	1,2
-46,882	260	0	1,2
-46,874	270	0	1,2
-46,866	270	0	1,2
-46,858	270	0	1,2
-46,85	270	0	1,2
-46,841	280	0	1,2
-46,832	280	0	1,2
-46,823	280	0	1,3
-46,815	280	0	1,2
-46,807	290	0	1,2
-46,798	290	0	1,2
-46,79	290	0	1,3
-46,782	300	0	1,3
-46,772	300	0	1,3
-46,764	300	0	1,3
-46,756	300	0	1,3
-46,747	310	0	1,3
-46,739	310	0	1,3
-46,731	310	0	1,3
-46,721	320	0	1,3
-46,713	320	0	1,3
-46,705	320	0	1,3
-46,697	320	0	1,4
-46,689	330	0	1,4
-46,68	330	0	1,4
-46,67	330	0	1,4
-46,662	340	0	1,4
-46,654	340	0	1,4
-46,646	340	0	1,4
-46,638	350	0	1,4
-46,63	350	0	1,4
-46,621	350	0	1,4
-46,611	360	0	1,4
-46,603	360	0	1,5
-46,595	360	0	1,5
-46,587	370	0	1,5
-46,579	370	0	1,5
-46,571	370	0	1,5
-46,561	380	0	1,5
-46,552	380	0	1,5
-46,544	380	0	1,6
-46,536	390	0	1,5
-46,528	390	0	1,6
-46,52	390	0	1,6
-46,51	400	0	1,6
-46,502	400	0	1,6
-46,493	400	0	1,6
-46,485	410	0	1,6
-46,477	410	0	1,6
-46,469	420	0	1,6
-46,46	420	0	1,7
-46,451	410	0	1,7
-46,443	410	0	1,6
-46,434	410	0	1,7
-46,426	420	0	1,7
-46,418	420	0	1,7
-46,409	420	0	1,7
-46,4	430	0	1,7
-46,392	430	0	1,7
-46,383	430	0	1,7
-46,375	430	0	1,7
-46,367	350	0	1,5
-46,358	350	0	1,5
-46,35	350	0	1,5
-46,341	330	0	1,4
-46,332	330	0	1,5
-46,324	330	0	1,5
-46,316	330	0	1,4
-46,308	330	0	1,4
-46,299	330	0	1,5
-46,29	330	0	1,5
-46,281	330	0	1,5
-46,274	330	0	1,5
-46,265	330	0	1,5
-46,257	330	0	1,5
-46,249	330	0	1,5
-46,239	330	0	1,5
-46,23	330	0	1,5
-46,222	330	0	1,5
-46,214	320	0	1,5
-46,206	330	0	1,5
-46,198	330	0	1,5
-46,19	330	0	1,5
-46,18	320	0	1,5
-46,171	320	0	1,5
-46,163	320	0	1,5
-46,155	310	0	1,5
-46,147	0	0	1,5
-46,139	0	0	0,5
-46,129	10	0	0,6
-46,121	0	0	0,6
-46,113	10	0	0,5
