41.7мм @1мм/мин			9.8мм @1мм/мин			6.0мм @1мм/мин			6.0мм @3мм/мин		
Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход	Время	Сила	Ход
сек	Н	мм	сек	Н	мм	сек	Н	мм	сек	Н	мм
			171,3	173,3597	2,854933	171,3	42,99164	2,854967	171,3	131,6428	8,411433
			171,4	173,4757	2,8566	171,4	43,01707	2,856633	171,4	131,6961	8,416433
			171,5	173,6069	2,858267	171,5	43,04965	2,8583	171,5	131,7557	8,421467
			171,6	173,7428	2,859933	171,6	43,09575	2,859933	171,6	131,8447	8,426467
			171,7	173,8691	2,8616	171,7	43,11323	2,861633	171,7	131,8971	8,431367
			171,8	173,9875	2,863267	171,8	43,1339	2,8633	171,8	131,9734	8,436501
			171,9	174,1107	2,8649	171,9	43,16092	2,864967	171,9	132,0243	8,441466
			172	174,2371	2,866567	172	43,18714	2,866633	172	132,0672	8,446433
			172,1	174,3468	2,868233	172,1	43,18555	2,8683	172,1	132,1252	8,451467
			172,2	174,4787	2,8699	172,2	43,22131	2,869967	172,2	132,1832	8,4564
			172,3	174,6162	2,8716	172,3	43,23403	2,871633	172,3	132,2675	8,4614
			172,4	174,7449	2,8733	172,4	43,29522	2,8733	172,4	132,3477	8,466434
			172,5	174,849	2,874933	172,5	43,31907	2,874967	172,5	132,4042	8,4714
			172,6	174,9682	2,876567	172,6	43,33735	2,876633	172,6	132,4717	8,476467
			172,7	175,1073	2,878267	172,7	43,36834	2,8783	172,7	132,5345	8,481466
			172,8	175,2027	2,8799	172,8	43,389	2,879967	172,8	132,6036	8,486433
			172,9	175,341	2,8816	172,9	43,43192	2,881667	172,9	132,6728	8,4915
			173	175,4753	2,883267	173	43,46371	2,8833	173	132,7538	8,496433
			173,1	175,5746	2,8849	173,1	43,47881	2,884967	173,1	132,85	8,5014
			173,2	175,6978	2,886633	173,2	43,50583	2,886633	173,2	132,9263	8,506467
			173,3	175,8083	2,888267	173,3	43,53682	2,8883	173,3	132,997	8,511434
			173,4	175,9696	2,889933	173,4	43,55113	2,889967	173,4	133,0813	8,516367
			173,5	176,0769	2,8916	173,5	43,58292	2,891633	173,5	133,1425	8,521434
			173,6	176,1723	2,893267	173,6	43,6004	2,893333	173,6	133,2172	8,526433
			173,7	176,3066	2,8949	173,7	43,63855	2,894967	173,7	133,2951	8,531433
			173,8	176,4146	2,896567	173,8	43,67272	2,8967	173,8	133,3443	8,536433
			173,9	176,549	2,8983	173,9	43,69656	2,8983	173,9	133,419	8,5414
			174	176,6523	2,899933	174	43,71405	2,899967	174	133,4723	8,5465
			174,1	176,777	2,901633	174,1	43,73471	2,901667	174,1	133,5239	8,551467
			174,2	176,8915	2,9033	174,2	43,77365	2,9033	174,2	133,5986	8,556434
			174,3	177,0155	2,904967	174,3	43,80147	2,905	174,3	133,6702	8,561467
			174,4	177,1212	2,906633	174,4	43,82213	2,906633	174,4	133,7282	8,566466
			174,5	177,2269	2,9083	174,5	43,85869	2,908367	174,5	133,7783	8,571466
			174,6	177,3405	2,909967	174,6	43,89365	2,910033	174,6	133,8355	8,5765
			174,7	177,4732	2,911567	174,7	43,89365	2,911667	174,7	133,9165	8,5814
			174,8	177,575	2,9133	174,8	43,92942	2,913333	174,8	133,9984	8,5864
			174,9	177,6417	2,9149	174,9	43,96598	2,914967	174,9	134,081	8,591434
			175	177,7474	2,916633	175	43,99936	2,916633	175	134,1621	8,5964
			175,1	177,8364	2,918267	175,1	44,01286	2,918333	175,1	134,2249	8,601501
			175,2	177,9262	2,919967	175,2	44,02717	2,919967	175,2	134,3012	8,606466
			175,3	178,0478	2,9216	175,3	44,04386	2,921633	175,3	134,364	8,611466
			175,4	178,1821	2,923267	175,4	44,10346	2,9233	175,4	134,4514	8,616467
			175,5	178,2743	2,924933	175,5	44,12333	2,925	175,5	134,5166	8,6214
			175,6	178,3808	2,926633	175,6	44,15512	2,926633	175,6	134,5857	8,626433
			175,7	178,5143	2,9283	175,7	44,17499	2,9283	175,7	134,6572	8,631467
			175,8	178,6272	2,929967	175,8	44,20121	2,929967	175,8	134,7272	8,636434
			175,9	178,7368	2,9316	175,9	44,24493	2,931633	175,9	134,8058	8,6415
			176	178,8577	2,933267	176	44,25367	2,933267	176	134,8805	8,646533
			176,1	178,9681	2,934933	176,1	44,27989	2,935	176,1	134,9314	8,651466
			176,2	179,0897	2,9366	176,2	44,31327	2,936633	176,2	134,9926	8,656466
			176,3	179,2018	2,938233	176,3	44,32678	2,938333	176,3	135,0816	8,661433
			176,4	179,3075	2,939933	176,4	44,34347	2,939967	176,4	135,1627	8,6664
			176,5	179,4235	2,9416	176,5	44,37606	2,941633	176,5	135,204	8,671433
			176,6	179,5522	2,9433	176,6	44,41102	2,9433	176,6	135,2636	8,6764
			176,7	179,646	2,944933	176,7	44,44678	2,944967	176,7	135,32	8,6814
			176,8	179,7732	2,946633	176,8	44,47619	2,946633	176,8	135,3677	8,686501
			176,9	179,8638	2,948267	176,9	44,48732	2,9483	176,9	135,4059	8,691434
			177	179,9941	2,949933	177	44,52229	2,949967	177	135,4369	8,696433
			177,1	180,1054	2,9516	177,1	44,54057	2,951633	177,1	135,4345	8,701433
			177,2	180,2333	2,953233	177,2	44,5811	2,9533	177,2	135,4488	8,7064
			177,3	180,3374	2,954933	177,3	44,58825	2,955	177,3	135,4551	8,711433
			177,4	180,4765	2,956633	177,4	44,63196	2,956633	177,4	135,4814	8,716467
			177,5	180,5909	2,9583	177,5	44,66613	2,9583	177,5	135,5378	8,721467
			177,6	180,703	2,959933	177,6	44,69315	2,959967	177,6	135,5831	8,726501
			177,7	180,8198	2,961633	177,7	44,71779	2,961633	177,7	135,6101	8,731466
			177,8	180,9629	2,963267	177,8	44,74719	2,9633	177,8	135,6633	8,736466
			177,9	181,0821	2,9649	177,9	44,77103	2,964967	177,9	135,715	8,741467
			178	181,1751	2,966633	178	44,79488	2,966633	178	135,7627	8,746433
			178,1	181,2999	2,968267	178,1	44,83859	2,9683	178,1	135,8088	8,7514
			178,2	181,4079	2,969933	178,2	44,86084	2,969967	178,2	135,8748	8,756467
			178,3	181,524	2,971633	178,3	44,87674	2,971667	178,3	135,8708	8,7614
			178,4	181,6479	2,973267	178,4	44,89978	2,9733	178,4	135,897	8,766367
			178,5	181,7719	2,974933	178,5	44,9419	2,974967	178,5	135,9224	8,771467
			178,6	181,9102	2,9766	178,6	44,97528	2,976633	178,6	136,0122	8,776466
			178,7	182,0278	2,9783	178,7	44,98243	2,978333	178,7	136,102	8,781433
			178,8	182,151	2,9799	178,8	45,01899	2,98	178,8	136,1759	8,7864
			178,9	182,3028	2,9816	178,9	45,05714	2,981667	178,9	136,2332	8,7914
			179	182,4085	2,983267	179	45,09687	2,983333	179	136,3142	8,7965
			179,1	182,5523	2,984933	179,1	45,12628	2,984967	179,1	136,3556	8,801434
			179,2	182,6493	2,986633	179,2	45,14456	2,986667	179,2	136,4668	8,806434
			179,3	182,7765	2,9883	179,3	45,16522	2,9883	179,3	136,5415	8,811467
			179,4	182,8941	2,989933	179,4	45,18509	2,989967	179,4	136,6202	8,816466
			179,5	183,0014	2,991633	179,5	45,21211	2,991667	179,5	136,683	8,8214
			179,6	183,1428	2,993233	179,6	45,24469	2,9933	179,6	136,7418	8,826467
			179,7	183,2414	2,994967	179,7	45,27489	2,995	179,7	136,8133	8,8314
			179,8	183,3677	2,996633	179,8	45,2741	2,996633	179,8	136,8713	8,836467
			179,9	183,4901	2,9983	179,9	45,33132	2,998267	179,9	136,9595	8,841434
			180	183,603	2,999933	180	45,34006	3	180	137,0247	8,846367
			180,1	183,7238	3,0016	180,1	45,36629	3,001633	180,1	137,1137	8,851467
			180,2	183,8334	3,003267	180,2	45,38854	3,0033	180,2	137,19	8,856434
			180,3	183,9415	3,004967	180,3	45,4092	3,005	180,3	137,2512	8,861433
			180,4	184,056	3,0066	180,4	45,44337	3,006633	180,4	137,3227	8,866467
			180,5	184,1712	3,008267	180,5	45,47358	3,0083	180,5	137,376	8,8714
			180,6	184,2777	3,009967	180,6	45,50616	3,009967	180,6	137,4459	8,8764
			180,7	184,3882	3,011633	180,7	45,54113	3,011633	180,7	137,5341	8,881534
			180,8	184,4978	3,0133	180,8	45,55305	3,0133	180,8	137,5898	8,886467
			180,9	184,6067	3,014933	180,9	45,58881	3,014967	180,9	137,6732	8,891467
			181	184,6997	3,0166	181	45,61345	3,016633	181	137,7336	8,8965
			181,1	184,8308	3,0183	181,1	45,63968	3,0183	181,1	137,7948	8,901466
			181,2	184,9341	3,019933	181,2	45,681	3,019967	181,2	137,8663	8,906433
			181,3	185,0398	3,0216	181,3	45,70961	3,021633	181,3	137,9418	8,911467
			181,4	185,1829	3,023267	181,4	45,73901	3,0233	181,4	138,0022	8,9164
			181,5	185,2934	3,024933	181,5	45,77557	3,024967	181,5	138,0507	8,921433
			181,6	185,4054	3,0266	181,6	45,78431	3,026633	181,6	138,104	8,926434
			181,7	185,5191	3,028267	181,7	45,82484	3,0283	181,7	138,1874	8,9314
			181,8	185,6359	3,029967	181,8	45,85187	3,029967	181,8	138,2478	8,936467
			181,9	185,7527	3,0316	181,9	45,84074	3,031633	181,9	138,3233	8,941434
			182	185,9037	3,033233	182	45,86538	3,0333	182	138,3781	8,946433
			182,1	185,9951	3,0349	182,1	45,88763	3,034967	182,1	138,4457	8,951467
			182,2	186,135	3,0366	182,2	45,93452	3,0367	182,2	138,5109	8,9564
			182,3	186,2359	3,038267	182,3	45,96631	3,0383	182,3	138,611	8,961433
			182,4	186,3774	3,039933	182,4	45,9973	3,04	182,4	138,6762	8,966434
			182,5	186,5005	3,041633	182,5	46,02035	3,041667	182,5	138,7326	8,971467
			182,6	186,6277	3,043233	182,6	46,03545	3,0433	182,6	138,8017	8,976501
			182,7	186,7676	3,0449	182,7	46,06962	3,044967	182,7	138,8693	8,981434
			182,8	186,8677	3,0466	182,8	46,08472	3,0466	182,8	138,9281	8,986466
			182,9	186,9988	3,048267	182,9	46,13161	3,0483	182,9	138,9702	8,991533
			183	187,1268	3,049933	183	46,15704	3,049967	183	139,0537	8,996433
			183,1	187,2524	3,051567	183,1	46,1785	3,051633	183,1	139,1093	9,001433
			183,2	187,3867	3,053267	183,2	46,19439	3,053333	183,2	139,184	9,006467
			183,3	187,5011	3,054933	183,3	46,24208	3,054967	183,3	139,2539	9,0114
			183,4	187,6672	3,056633	183,4	46,26592	3,056633	183,4	139,3279	9,0164
			183,5	187,7681	3,058267	183,5	46,30407	3,058333	183,5	139,3978	9,021434
			183,6	187,8969	3,059933	183,6	46,32711	3,059967	183,6	139,4804	9,026433
			183,7	188,0105	3,061567	183,7	46,36288	3,061667	183,7	139,5615	9,031433
			183,8	188,1496	3,063267	183,8	46,38751	3,063333	183,8	139,6378	9,036433
			183,9	188,2847	3,064933	183,9	46,4193	3,064967	183,9	139,7117	9,041433
			184	188,4007	3,0666	184	46,44791	3,066633	184	139,7816	9,0465
			184,1	188,5382	3,0683	184,1	46,46222	3,068333	184,1	139,8484	9,051467
			184,2	188,6574	3,069933	184,2	46,5107	3,07	184,2	139,9024	9,0564
			184,3	188,7711	3,071633	184,3	46,52898	3,071633	184,3	140,0058	9,061533
			184,4	188,8951	3,073267	184,4	46,55997	3,0733	184,4	140,0685	9,066466
			184,5	189,0182	3,074967	184,5	46,61401	3,075	184,5	140,1178	9,0714
			184,6	189,1391	3,076567	184,6	46,62275	3,076633	184,6	140,1806	9,076467
			184,7	189,2765	3,078233	184,7	46,6458	3,0783	184,7	140,1599	9,081433
			184,8	189,4045	3,079933	184,8	46,66646	3,08	184,8	140,0733	9,0864
			184,9	189,5237	3,0816	184,9	46,68792	3,081633	184,9	140,0797	9,091467
			185	189,6691	3,083267	185	46,73083	3,0833	185	140,0995	9,0964
			185,1	189,7883	3,0849	185,1	46,76183	3,085	185,1	140,152	9,101467
			185,2	189,937	3,086633	185,2	46,79362	3,086633	185,2	140,1822	9,106434
			185,3	190,057	3,0883	185,3	46,81587	3,0883	185,3	140,2322	9,1114
			185,4	190,1682	3,089933	185,4	46,83495	3,089967	185,4	140,2799	9,116467
			185,5	190,2803	3,091567	185,5	46,89058	3,091633	185,5	140,3046	9,1214
			185,6	190,4297	3,0933	185,6	46,88342	3,0933	185,6	140,3777	9,126367
			185,7	190,5449	3,094933	185,7	46,9168	3,094967	185,7	140,423	9,1315
			185,8	190,688	3,096633	185,8	46,947	3,096633	185,8	140,4595	9,1364
			185,9	190,7778	3,098233	185,9	46,96687	3,0983	185,9	140,5311	9,141467
			186	190,9081	3,0999	186	47,02568	3,099967	186	140,5374	9,1465
			186,1	191,0289	3,101633	186,1	47,02966	3,101633	186,1	140,4564	9,151433
			186,2	191,1346	3,103267	186,2	47,05032	3,1033	186,2	140,481	9,156433
			186,3	191,2657	3,104933	186,3	47,08608	3,104967	186,3	140,5954	9,161433
			186,4	191,3754	3,1066	186,4	47,12184	3,106633	186,4	140,6654	9,1664
			186,5	191,501	3,108267	186,5	47,14648	3,1083	186,5	140,7456	9,171467
			186,6	191,6305	3,109933	186,6	47,16396	3,11	186,6	140,7997	9,1764
			186,7	191,741	3,111633	186,7	47,18621	3,1116	186,7	140,8895	9,181367
			186,8	191,8705	3,113267	186,8	47,24343	3,1133	186,8	140,9706	9,186467
			186,9	192,0096	3,114933	186,9	47,24741	3,114933	186,9	141,0317	9,191401
			187	192,1209	3,1166	187	47,25695	3,116633	187	141,1216	9,196433
			187,1	192,2329	3,118267	187,1	47,29192	3,118367	187,1	141,2018	9,201433
			187,2	192,3696	3,119933	187,2	47,31496	3,119967	187,2	141,2582	9,2064
			187,3	192,4841	3,1216	187,3	47,34993	3,121633	187,3	141,3298	9,211433
			187,4	192,6184	3,1233	187,4	47,3547	3,123333	187,4	141,4124	9,216467
			187,5	192,7471	3,124967	187,5	47,39523	3,124967	187,5	141,5157	9,221434
			187,6	192,8512	3,1266	187,6	47,41271	3,126633	187,6	141,6135	9,226467
			187,7	193,0173	3,128267	187,7	47,47391	3,1283	187,7	141,6675	9,231466
			187,8	193,1278	3,129933	187,8	47,49854	3,129967	187,8	141,7478	9,236466
			187,9	193,2422	3,131633	187,9	47,51841	3,131667	187,9	141,8034	9,241467
			188	193,3551	3,1333	188	47,52954	3,1333	188	141,8718	9,2464
			188,1	193,5069	3,134933	188,1	47,54066	3,134967	188,1	141,952	9,2514
			188,2	193,6197	3,1366	188,2	47,56212	3,136633	188,2	142,0148	9,256467
			188,3	193,7445	3,138267	188,3	47,6106	3,1383	188,3	142,0935	9,261434
			188,4	193,8685	3,139933	188,4	47,63762	3,139967	188,4	142,1611	9,2664
			188,5	193,994	3,1416	188,5	47,67815	3,141633	188,5	142,2668	9,2715
			188,6	194,1133	3,1433	188,6	47,67577	3,1433	188,6	142,3399	9,276466
			188,7	194,2595	3,144933	188,7	47,73458	3,145	188,7	142,3971	9,281433
			188,8	194,3978	3,1466	188,8	47,7457	3,146667	188,8	142,4734	9,286433
			188,9	194,5011	3,1483	188,9	47,76637	3,1483	188,9	142,5648	9,2914
			189	194,6378	3,149933	189	47,78544	3,149967	189	142,6482	9,296467
			189,1	194,7657	3,1516	189,1	47,81961	3,151633	189,1	142,7086	9,3014
			189,2	194,8985	3,1533	189,2	47,83551	3,1533	189,2	142,7762	9,306467
			189,3	195,0129	3,154933	189,3	47,84902	3,154967	189,3	142,8572	9,311467
			189,4	195,1504	3,1566	189,4	47,8824	3,156667	189,4	142,9415	9,316466
			189,5	195,2712	3,158267	189,5	47,91578	3,1583	189,5	142,9915	9,321433
			189,6	195,3864	3,159967	189,6	47,92452	3,159967	189,6	143,079	9,326467
			189,7	195,5231	3,1616	189,7	47,99684	3,1617	189,7	143,1537	9,3314
			189,8	195,6344	3,1633	189,8	48,01273	3,163333	189,8	143,1918	9,336467
			189,9	195,7448	3,164933	189,9	48,05247	3,165	189,9	143,2021	9,3414
			190	195,8911	3,166633	190	48,06359	3,166667	190	143,1664	9,3464
			190,1	196,0262	3,168267	190,1	48,08903	3,1683	190,1	143,1394	9,351434
			190,2	196,1605	3,169933	190,2	48,10651	3,169967	190,2	143,1568	9,356434
			190,3	196,2924	3,171633	190,3	48,14943	3,171633	190,3	143,2117	9,361433
			190,4	196,3917	3,173267	190,4	48,17247	3,1733	190,4	143,2435	9,366467
			190,5	196,5356	3,174967	190,5	48,20188	3,174967	190,5	143,2967	9,3714
			190,6	196,654	3,1766	190,6	48,21936	3,176633	190,6	143,3285	9,3764
			190,7	196,7772	3,178267	190,7	48,24002	3,1783	190,7	143,3547	9,381534
			190,8	196,9059	3,179967	190,8	48,27976	3,179967	190,8	143,3984	9,3864
			190,9	197,0379	3,181633	190,9	48,31632	3,181633	190,9	143,4541	9,3915
			191	197,1674	3,183267	191	48,34414	3,1833	191	143,5081	9,396467
			191,1	197,2953	3,184933	191,1	48,37592	3,184967	191,1	143,5391	9,401466
			191,2	197,4241	3,1866	191,2	48,3942	3,186633	191,2	143,5836	9,406433
			191,3	197,56	3,188267	191,3	48,42838	3,188333	191,3	143,4914	9,411433
			191,4	197,6641	3,189933	191,4	48,44586	3,189967	191,4	143,5033	9,416433
			191,5	197,7897	3,1916	191,5	48,48401	3,191633	191,5	143,5979	9,421433
			191,6	197,8993	3,1933	191,6	48,51262	3,1933	191,6	143,6925	9,426434
			191,7	198,0384	3,194933	191,7	48,53169	3,194967	191,7	143,7815	9,4314
			191,8	198,156	3,1966	191,8	48,55394	3,196633	191,8	143,8371	9,436467
			191,9	198,2705	3,198267	191,9	48,56746	3,1983	191,9	143,9516	9,441434
			192	198,4072	3,1999	192	48,61196	3,2	192	144,0215	9,446433
			192,1	198,5343	3,2016	192,1	48,64772	3,201667	192,1	144,0978	9,451433
			192,2	198,6718	3,203267	192,2	48,6811	3,203333	192,2	144,1558	9,456433
			192,3	198,7823	3,204933	192,3	48,71686	3,204967	192,3	144,2329	9,461433
			192,4	198,923	3,206567	192,4	48,74627	3,206633	192,4	144,3354	9,466467
			192,5	199,0302	3,2083	192,5	48,75501	3,2083	192,5	144,3879	9,471434
			192,6	199,1336	3,209967	192,6	48,80746	3,209967	192,6	144,4713	9,476467
			192,7	199,2981	3,2116	192,7	48,82972	3,211633	192,7	144,5635	9,481467
			192,8	199,3918	3,213267	192,8	48,83607	3,2133	192,8	144,6374	9,486466
			192,9	199,5309	3,214967	192,9	48,87183	3,214967	192,9	144,7026	9,4915
			193	199,635	3,2166	193	48,91078	3,216633	193	144,7892	9,496433
			193,1	199,7741	3,218267	193,1	48,9378	3,2183	193,1	144,8369	9,5014
			193,2	199,9132	3,2199	193,2	48,96402	3,219967	193,2	144,9649	9,506534
			193,3	200,0252	3,2216	193,3	48,96402	3,221633	193,3	145,0372	9,5114
			193,4	200,1421	3,2233	193,4	49,00217	3,2233	193,4	145,1127	9,5164
			193,5	200,2851	3,224933	193,5	49,03555	3,224967	193,5	145,2049	9,521467
			193,6	200,3948	3,2266	193,6	49,06734	3,226633	193,6	145,2279	9,526433
			193,7	200,537	3,228267	193,7	49,09277	3,228333	193,7	145,3328	9,5314
			193,8	200,665	3,229933	193,8	49,11661	3,23	193,8	145,425	9,536433
			193,9	200,8033	3,2316	193,9	49,13886	3,231667	193,9	145,5164	9,541433
			194	200,9273	3,233267	194	49,17463	3,233333	194	145,5871	9,546467
			194,1	201,0504	3,234967	194,1	49,19608	3,234967	194,1	145,6785	9,551434
			194,2	201,1879	3,236667	194,2	49,21834	3,236633	194,2	145,7635	9,556434
			194,3	201,2952	3,2383	194,3	49,24456	3,2383	194,3	145,851	9,561501
			194,4	201,4232	3,239933	194,4	49,27397	3,24	194,4	145,9456	9,566434
			194,5	201,5464	3,241633	194,5	49,31847	3,241667	194,5	145,9797	9,571466
			194,6	201,6743	3,243267	194,6	49,33278	3,2433	194,6	146,0083	9,576467
			194,7	201,7848	3,244967	194,7	49,34788	3,245033	194,7	145,9479	9,581433
			194,8	201,9238	3,2466	194,8	49,38602	3,246667	194,8	145,8915	9,5864
			194,9	202,0494	3,248267	194,9	49,41384	3,2483	194,9	145,9281	9,591467
			195	202,1655	3,249933	195	49,44404	3,25	195	145,971	9,596367
			195,1	202,2719	3,251567	195,1	49,46232	3,251633	195,1	146,0131	9,601434
			195,2	202,3991	3,2533	195,2	49,49649	3,2533	195,2	146,0441	9,606434
			195,3	202,5207	3,254967	195,3	49,52113	3,254967	195,3	146,0759	9,611466
			195,4	202,6359	3,2566	195,4	49,54974	3,256633	195,4	146,1299	9,616467
			195,5	202,7694	3,258267	195,5	49,54576	3,258333	195,5	146,1776	9,6214
			195,6	202,8815	3,259933	195,6	49,59027	3,259967	195,6	146,2173	9,6264
			195,7	203,0102	3,261567	195,7	49,62206	3,261633	195,7	146,2714	9,631534
			195,8	203,1358	3,2633	195,8	49,63954	3,2633	195,8	146,3111	9,636434
			195,9	203,255	3,264933	195,9	49,66418	3,264967	195,9	146,3493	9,641467
			196	203,3957	3,266633	196	49,69597	3,2666	196	146,3978	9,646467
			196,1	203,5149	3,268267	196,1	49,71186	3,268267	196,1	146,4113	9,651466
			196,2	203,6548	3,269933	196,2	49,74047	3,27	196,2	146,308	9,656433
			196,3	203,7732	3,2716	196,3	49,76273	3,271633	196,3	146,4113	9,661433
			196,4	203,9107	3,273267	196,4	49,80087	3,2733	196,4	146,5233	9,666433
			196,5	204,0291	3,274933	196,5	49,80882	3,274967	196,5	146,5941	9,671433
			196,6	204,1499	3,2766	196,6	49,85492	3,276667	196,6	146,6918	9,6764
			196,7	204,281	3,2783	196,7	49,87478	3,2783	196,7	146,745	9,6814
			196,8	204,3875	3,2799	196,8	49,89545	3,279967	196,8	146,846	9,686501
			196,9	204,5075	3,2816	196,9	49,92644	3,281633	196,9	146,9262	9,691434
			197	204,6418	3,283267	197	49,95902	3,283267	197	146,9994	9,696433
			197,1	204,7563	3,2849	197,1	49,9781	3,285	197,1	147,0772	9,701433
			197,2	204,889	3,286633	197,2	50,00591	3,286667	197,2	147,1742	9,7064
			197,3	205,0082	3,288233	197,3	50,03214	3,288333	197,3	147,2473	9,711433
			197,4	205,1306	3,289933	197,4	50,05677	3,29	197,4	147,3125	9,716467
			197,5	205,2633	3,2916	197,5	50,09333	3,291633	197,5	147,3824	9,7214
			197,6	205,3682	3,2933	197,6	50,10446	3,2933	197,6	147,4865	9,726467
			197,7	205,5105	3,2949	197,7	50,13545	3,295	197,7	147,5573	9,731467
			197,8	205,6265	3,2966	197,8	50,16248	3,296633	197,8	147,6518	9,7364
			197,9	205,7433	3,298267	197,9	50,16883	3,298267	197,9	147,7512	9,741467
			198	205,8578	3,299967	198	50,20936	3,299967	198	147,8314	9,746433
			198,1	205,9698	3,3016	198,1	50,23479	3,301633	198,1	147,9411	9,751433
			198,2	206,1049	3,303267	198,2	50,2634	3,3033	198,2	148,0206	9,756467
			198,3	206,1995	3,304933	198,3	50,28884	3,304967	198,3	148,1072	9,7614
			198,4	206,3338	3,306633	198,4	50,31347	3,306633	198,4	148,1748	9,7664
			198,5	206,4443	3,308267	198,5	50,3397	3,3083	198,5	148,2463	9,7714
			198,6	206,5651	3,309933	198,6	50,36672	3,309967	198,6	148,29	9,776367
			198,7	206,6835	3,311567	198,7	50,38261	3,311667	198,7	148,2646	9,781466
			198,8	206,8082	3,313267	198,8	50,41122	3,3133	198,8	148,2002	9,7864
			198,9	206,933	3,3149	198,9	50,43427	3,314967	198,9	148,2042	9,7914
			199	207,0681	3,3166	199	50,45652	3,3167	199	148,2447	9,796467
			199,1	207,1714	3,3183	199,1	50,4899	3,3183	199,1	148,2948	9,801434
			199,2	207,3169	3,319933	199,2	50,48593	3,319967	199,2	148,3393	9,806467
			199,3	207,4202	3,321633	199,3	50,53282	3,321633	199,3	148,3846	9,811501
			199,4	207,5521	3,3233	199,4	50,5352	3,323333	199,4	148,4156	9,816434
			199,5	207,665	3,3249	199,5	50,57812	3,325	199,5	148,4648	9,821433
			199,6	207,7794	3,3266	199,6	50,59322	3,326633	199,6	148,5046	9,826433
			199,7	207,9097	3,3283	199,7	50,62978	3,3283	199,7	148,557	9,8314
			199,8	208,0266	3,329933	199,8	50,64487	3,33	199,8	148,5944	9,836467
			199,9	208,1378	3,3316	199,9	50,67031	3,331633	199,9	148,6421	9,841434
			200	208,269	3,333267	200	50,73309	3,3333	200	148,6985	9,846367
			200,1	208,3905	3,334967	200,1	50,74342	3,334967	200,1	148,6985	9,851434
			200,2	208,5241	3,3366	200,2	50,7617	3,336633	200,2	148,5928	9,856467
			200,3	208,6282	3,338267	200,3	50,7919	3,3383	200,3	148,6897	9,861433
			200,4	208,7529	3,339933	200,4	50,81654	3,339967	200,4	148,8018	9,866433
			200,5	208,8769	3,3416	200,5	50,85468	3,341633	200,5	148,9139	9,871433
			200,6	208,993	3,3433	200,6	50,86819	3,3433	200,6	148,9782	9,8764
			200,7	209,0971	3,344967	200,7	50,89442	3,344967	200,7	149,0887	9,881467
			200,8	209,2163	3,346633	200,8	50,92621	3,346633	200,8	149,1491	9,8864
			200,9	209,3466	3,348267	200,9	50,95084	3,348333	200,9	149,2461	9,891467
			201	209,4777	3,349933	201	50,95084	3,349967	201	149,3208	9,8965
			201,1	209,5771	3,351567	201,1	50,98581	3,351633	201,1	149,3939	9,901466
