"1 _ 1 +23",,,"1 _ 1 _10",,,"1 _ 2 +35",,
"Время","Сила","Ход","Время","Сила","Ход","Время","Сила","Ход"
"сек","Н","мм","сек","Н","мм","сек","Н","мм"
"3,01","8,362929","2,998467","3,01","7,722378","2,998","3,01","8,144379","2,998633"
"3,02","8,382003","3,008567","3,02","7,735888","3,008267","3,02","8,171399","3,008467"
"3,03","8,417766","3,018533","3,03","7,764498","3,0184","3,03","8,207162","3,0182"
"3,04","8,459091","3,028433","3,04","7,796288","3,0286","3,04","8,248488","3,028"
"3,05","8,496444","3,038333","3,05","7,819335","3,038633","3,05","8,283456","3,038067"
"3,06","8,523464","3,048333","3,06","7,83205","3,0484","3,06","8,305709","3,0483"
"3,07","8,546512","3,0582","3,07","7,843971","3,058167","3,07","8,321603","3,058567"
"3,08","8,572738","3,0683","3,08","7,864634","3,068067","3,08","8,341472","3,068733"
"3,09","8,605321","3,078533","3,09","7,895628","3,078067","3,09","8,366108","3,078833"
"3,1","8,637905","3,088633","3,1","7,927418","3,088333","3,1","8,39154","3,0887"
"3,11","8,656979","3,098567","3,11","7,954439","3,098533","3,11","8,412202","3,098433"
"3,12","8,668105","3,108433","3,12","7,976691","3,108667","3,12","8,425713","3,108067"
"3,13","8,687179","3,118333","3,13","8,001328","3,1187","3,13","8,444786","3,117933"
"3,14","8,714993","3,128233","3,14","8,033912","3,128567","3,14","8,476575","3,128133"
"3,15","8,739631","3,138233","3,15","8,059342","3,138233","3,15","8,514722","3,138367"
"3,16","8,755525","3,148267","3,16","8,074443","3,148033","3,16","8,546512","3,148567"
"3,17","8,773009","3,158533","3,17","8,087953","3,1581","3,17","8,571148","3,158733"
"3,18","8,807182","3,168733","3,18","8,111","3,1683","3,18","8,5934","3,168667"
"3,19","8,850892","3,178667","3,19","8,144379","3,178567","3,19","8,615653","3,1784"
"3,2","8,885066","3,1884","3,2","8,176167","3,188733","3,2","8,637905","3,188133"
"3,21","8,905728","3,198267","3,21","8,196831","3,1988","3,21","8,662541","3,198"
"3,22","8,920829","3,208167","3,22","8,209546","3,208667","3,22","8,691947","3,2081"
"3,23","8,940697","3,218167","3,23","8,219083","3,218267","3,23","8,718967","3,218433"
"3,24","8,966128","3,2282","3,24","8,236567","3,227967","3,24","8,74122","3,228567"
"3,25","8,994739","3,2384","3,25","8,263588","3,2379","3,25","8,768241","3,238667"
"3,26","9,021759","3,2486","3,26","8,297761","3,248033","3,26","8,797646","3,248667"
"3,27","9,048779","3,258667","3,27","8,330345","3,258333","3,27","8,826256","3,258467"
"3,28","9,073417","3,2686","3,28","8,357366","3,268533","3,28","8,849303","3,2682"
"3,29","9,098847","3,278467","3,29","8,385181","3,278667","3,29","8,871555","3,278033"
"3,3","9,125073","3,2883","3,3","8,416176","3,288633","3,3","8,898576","3,288033"
"3,31","9,148121","3,298233","3,31","8,439223","3,298433","3,31","8,92957","3,2983"
"3,32","9,167989","3,3081","3,32","8,451939","3,308167","3,32","8,96136","3,308533"
"3,33","9,190242","3,3182","3,33","8,460681","3,318033","3,33","8,992354","3,318667"
"3,34","9,214878","3,3284","3,34","8,481343","3,328067","3,34","9,016196","3,328733"
"3,35","9,245078","3,338467","3,35","8,517106","3,338367","3,35","9,037654","3,338567"
"3,36","9,280841","3,348467","3,36","8,550485","3,348533","3,36","9,059906","3,3482"
"3,37","9,316604","3,3584","3,37","8,568764","3,3586","3,37","9,086926","3,3579"
"3,38","9,34283","3,3683","3,38","8,580685","3,3687","3,38","9,114742","3,367833"
"3,39","9,358724","3,3782","3,39","8,597374","3,3786","3,39","9,136994","3,378067"
"3,4","9,380977","3,388167","3,4","8,62201","3,388267","3,4","9,159247","3,3884"
"3,41","9,411176","3,3982","3,41","8,656184","3,398067","3,41","9,187858","3,398533"
"3,42","9,441376","3,408433","3,42","8,691947","3,408","3,42","9,222031","3,408733"
"3,43","9,462039","3,418633","3,43","8,717378","3,418133","3,43","9,250641","3,418633"
"3,44","9,471576","3,428533","3,44","8,734862","3,428367","3,44","9,266536","3,428333"
"3,45","9,48747","3,438367","3,45","8,75473","3,438533","3,45","9,276073","3,438067"
"3,46","9,51767","3,4483","3,46","8,781751","3,4487","3,46","9,293556","3,448"
"3,47","9,556611","3,458267","3,47","8,81354","3,458667","3,47","9,325345","3,458133"
"3,48","9,588401","3,4682","3,48","8,839767","3,468367","3,48","9,367466","3,4684"
"3,49","9,605885","3,478133","3,49","8,851687","3,478033","3,49","9,406407","3,478567"
"3,5","9,619395","3,488333","3,5","8,858045","3,487867","3,5","9,435813","3,488667"
"3,51","9,637673","3,498433","3,51","8,877913","3,498","3,51","9,454886","3,4987"
"3,52","9,664695","3,508467","3,52","8,91606","3,508267","3,52","9,471576","3,508533"
"3,53","9,699662","3,518467","3,53","8,957386","3,518467","3,53","9,491444","3,5182"
"3,54","9,731452","3,5284","3,54","8,982022","3,528633","3,54","9,514491","3,528"
"3,55","9,760062","3,5383","3,55","8,989175","3,538633","3,55","9,535949","3,537967"
"3,56","9,787877","3,5482","3,56","8,997917","3,548367","3,56","9,554227","3,548133"
"3,57","9,812514","3,558033","3,57","9,027322","3,5581","3,57","9,577274","3,5584"
"3,58","9,830792","3,568133","3,58","9,068648","3,5679","3,58","9,605885","3,5686"
"3,59","9,845893","3,5784","3,59","9,094079","3,577967","3,59","9,636879","3,578767"
"3,6","9,866555","3,588533","3,6","9,103616","3,588233","3,6","9,662311","3,588633"
"3,61","9,895961","3,598567","3,61","9,117126","3,5985","3,61","9,680589","3,598333"
"3,62","9,930928","3,6085","3,62","9,147326","3,608633","3,62","9,698073","3,608033"
"3,63","9,960334","3,618333","3,63","9,185473","3,6187","3,63","9,713967","3,6179"
"3,64","9,980202","3,6282","3,64","9,213288","3,628467","3,64","9,733836","3,6281"
"3,65","9,996097","3,6382","3,65","9,229183","3,6382","3,65","9,760857","3,638367"
"3,66","10,01437","3,6483","3,66","9,237926","3,647967","3,66","9,794235","3,6486"
"3,67","10,0406","3,6586","3,67","9,248257","3,657933","3,67","9,819667","3,6588"
"3,68","10,07239","3,668733","3,68","9,271304","3,668167","3,68","9,834766","3,6687"
"3,69","10,10656","3,678667","3,69","9,311835","3,6785","3,69","9,850661","3,678433"
"3,7","10,13756","3,6885","3,7","9,349982","3,688667","3,7","9,879272","3,688133"
"3,71","10,16299","3,698333","3,71","9,36985","3,698833","3,71","9,915829","3,698033"
"3,72","10,18763","3,7083","3,72","9,377003","3,708733","3,72","9,950002","3,708067"
"3,73","10,21385","3,718267","3,73","9,397666","3,7184","3,73","9,976228","3,718433"
"3,74","10,23928","3,7282","3,74","9,435018","3,728067","3,74","9,996891","3,7286"
"3,75","10,26392","3,738333","3,75","9,466807","3,737967","3,75","10,01676","3,7387"
"3,76","10,28617","3,748467","3,76","9,477933","3,7481","3,76","10,04378","3,748733"
"3,77","10,31001","3,758567","3,77","9,484291","3,758333","3,77","10,07716","3,7585"
"3,78","10,34021","3,768533","3,78","9,506543","3,768533","3,78","10,10815","3,768167"
"3,79","10,37518","3,778433","3,79","9,545485","3,7787","3,79","10,13041","3,7779"
"3,8","10,40061","3,7883","3,8","9,580453","3,788733","3,8","10,14868","3,787933"
"3,81","10,41412","3,7982","3,81","9,594758","3,7985","3,81","10,17412","3,798233"
"3,82","10,42763","3,8081","3,82","9,592374","3,808267","3,82","10,2067","3,808567"
"3,83","10,45624","3,818233","3,83","9,594758","3,818067","3,83","10,23849","3,8187"
"3,84","10,4928","3,828467","3,84","9,621779","3,828067","3,84","10,26154","3,828767"
"3,85","10,51982","3,8386","3,85","9,664695","3,8383","3,85","10,27743","3,838667"
"3,86","10,53333","3,848567","3,86","9,700458","3,8485","3,86","10,29491","3,8483"
"3,87","10,54605","3,8584","3,87","9,717941","3,8586","3,87","10,31717","3,858"
"3,88","10,57069","3,868267","3,88","9,731452","3,868667","3,88","10,34021","3,867967"
"3,89","10,60724","3,878267","3,89","9,758472","3,878533","3,89","10,36485","3,878133"
"3,9","10,64301","3,888233","3,9","9,798209","3,888233","3,9","10,39584","3,8884"
"3,91","10,66764","3,8983","3,91","9,832382","3,898","3,91","10,43161","3,898533"
"3,92","10,68274","3,908533","3,92","9,849866","3,908","3,92","10,46737","3,9087"
"3,93","10,7042","3,918633","3,93","9,857018","3,9182","3,93","10,49678","3,9187"
"3,94","10,74235","3,928567","3,94","9,870529","3,928533","3,94","10,51505","3,928433"
"3,95","10,78606","3,938367","3,95","9,89755","3,9387","3,95","10,52459","3,938167"
"3,96","10,81149","3,948267","3,96","9,928544","3,9488","3,96","10,53731","3,948"
"3,97","10,82023","3,958167","3,97","9,953181","3,958667","3,97","10,55558","3,9581"
"3,98","10,83136","3,968033","3,98","9,966691","3,968433","3,98","10,58499","3,968367"
"3,99","10,86235","3,978","3,99","9,978612","3,978033","3,99","10,61837","3,978467"
"4","10,89811","3,988267","4","9,999275","3,987867","4","10,6446","3,988533"
"4,01","10,92196","3,998433","4,01","10,02948","3,998","4,01","10,6581","3,998567"
"4,02","10,93229","4,0085","4,02","10,05729","4,008333","4,02","10,67003","4,0084"
"4,03","10,94103","4,018533","4,03","10,07557","4,018567","4,03","10,69228","4,018233"
"4,04","10,95533","4,028433","4,04","10,08908","4,028733","4,04","10,7193","4,028"
"4,05","10,97759","4,038267","4,05","10,10895","4,038633","4,05","10,74155","4,038"
"4,06","11,00381","4,048167","4,06","10,13835","4,048367","4,06","10,75904","4,0482"
"4,07","11,02845","4,058067","4,07","10,16935","4,0581","4,07","10,77811","4,058434"
"4,08","11,04991","4,0682","4,08","10,19001","4,067934","4,08","10,80831","4,068634"
"4,09","11,08329","4,078467","4,09","10,20352","4,077933","4,09","10,84328","4,0787"
"4,1","11,12779","4,0886","4,1","10,22259","4,088167","4,1","10,87586","4,088567"
"4,11","11,16435","4,098567","4,11","10,252","4,098367","4,11","10,89891","4,098233"
"4,12","11,18183","4,108433","4,12","10,28617","4,108533","4,12","10,91878","4,1079"
"4,13","11,19057","4,118267","4,13","10,31081","4,118633","4,13","10,94182","4,117867"
"4,14","11,20885","4,128167","4,14","10,31796","4,128467","4,14","10,97282","4,1281"
"4,15","11,2462","4,138134","4,15","10,32035","4,138233","4,15","11,00461","4,1384"
"4,16","11,28912","4,148233","4,16","10,33704","4,148033","4,16","11,03322","4,1486"
"4,17","11,32091","4,158467","4,17","10,36962","4,158","4,17","11,05547","4,158733"
"4,18","11,33839","4,168633","4,18","10,40697","4,1682","4,18","11,07772","4,168667"
"4,19","11,35031","4,1786","4,19","10,43161","4,178467","4,19","11,10315","4,178367"
"4,2","11,36859","4,188334","4,2","10,44353","4,188667","4,2","11,12779","4,1881"
"4,21","11,3972","4,198167","4,21","10,46101","4,198733","4,21","11,15084","4,197967"
"4,22","11,4282","4,208167","4,22","10,49042","4,208667","4,22","11,17309","4,208067"
"4,23","11,44489","4,2182","4,23","10,52459","4,2184","4,23","11,19932","4,218367"
"4,24","11,45045","4,2282","4,24","10,54923","4,228067","4,24","11,22634","4,228533"
"4,25","11,46158","4,2384","4,25","10,56194","4,237967","4,25","11,24859","4,238667"
"4,26","11,49972","4,248567","4,26","10,5691","4,248133","4,26","11,26687","4,2487"
"4,27","11,54979","4,258667","4,27","10,58737","4,2584","4,27","11,28674","4,2585"
"4,28","11,58158","4,268633","4,28","10,61996","4,268567","4,28","11,30978","4,2682"
"4,29","11,59032","4,278467","4,29","10,65175","4,2787","4,29","11,33839","4,278"
"4,3","11,59747","4,2883","4,3","10,66764","4,288633","4,3","11,3678","4,288033"
"4,31","11,62767","4,298234","4,31","10,67241","4,298367","4,31","11,39482","4,298267"
"4,32","11,66821","4,308167","4,32","10,68989","4,308134","4,32","11,41548","4,308533"
"4,33","11,70079","4,3183","4,33","10,72804","4,318033","4,33","11,43535","4,318667"
"4,34","11,7135","4,328533","4,34","10,7646","4,3281","4,34","11,4584","4,328733"
"4,35","11,71986","4,338634","4,35","10,7797","4,338367","4,35","11,48701","4,338634"
"4,36","11,74053","4,3486","4,36","10,77811","4,348567","4,36","11,50926","4,348367"
"4,37","11,78344","4,358467","4,37","10,78685","4,3587","4,37","11,5188","4,358067"
"4,38","11,82795","4,368333","4,38","10,81626","4,3688","4,38","11,52515","4,367967"
"4,39","11,84861","4,3782","4,39","10,85679","4,378667","4,39","11,53866","4,378133"
"4,4","11,84861","4,388134","4,4","10,88937","4,388333","4,4","11,57204","4,388367"
"4,41","11,85894","4,3982","4,41","10,90527","4,398","4,41","11,61893","4,3985"
"4,42","11,8955","4,408433","4,42","10,91401","4,407933","4,42","11,65946","4,4086"
"4,43","11,94636","4,418633","4,43","10,93229","4,418167","4,43","11,67933","4,418567"
"4,44","11,9853","4,4286","4,44","10,96646","4,4285","4,44","11,6841","4,428367"
"4,45","12,00279","4,4384","4,45","11,00222","4,4387","4,45","11,69364","4,438167"
"4,46","12,00994","4,448267","4,46","11,02289","4,4488","4,46","11,72225","4,448067"
"4,47","12,02822","4,4582","4,47","11,03083","4,458734","4,47","11,75563","4,4582"
"4,48","12,0616","4,468167","4,48","11,04434","4,4684","4,48","11,78026","4,468433"
"4,49","12,09497","4,478133","4,49","11,07136","4,478","4,49","11,79218","4,4786"
"4,5","12,10928","4,488333","4,5","11,10474","4,487833","4,5","11,80569","4,4887"
"4,51","12,11325","4,498567","4,51","11,12779","4,497967","4,51","11,83271","4,498667"
"4,52","12,13153","4,508634","4,52","11,14289","4,508333","4,52","11,87007","4,5085"
"4,53","12,16968","4,518567","4,53","11,16196","4,518533","4,53","11,89709","4,518233"
"4,54","12,21418","4,5285","4,54","11,19455","4,528666","4,54","11,90662","4,527934"
"4,55","12,2412","4,5384","4,55","11,23269","4,538567","4,55","11,91616","4,537967"
"4,56","12,25471","4,5483","4,56","11,25733","4,5484","4,56","11,9408","4,548267"
"4,57","12,27061","4,558167","4,57","11,26448","4,558167","4,57","11,97815","4,558567"
"4,58","12,29922","4,568233","4,58","11,27164","4,568033","4,58","12,01232","4,568733"
"4,59","12,33737","4,578467","4,59","11,29627","4,5781","4,59","12,03616","4,5788"
"4,6","12,36916","4,5886","4,6","11,33362","4,588367","4,6","12,05524","4,5886"
"4,61","12,38505","4,598533","4,61","11,3678","4,598533","4,61","12,08385","4,598233"
"4,62","12,3922","4,608334","4,62","11,39005","4,6086","4,62","12,12041","4,607867"
"4,63","12,4073","4,618233","4,63","11,40356","4,618633","4,63","12,15378","4,617767"
"4,64","12,44068","4,628167","4,64","11,41707","4,628467","4,64","12,17604","4,628"
"4,65","12,47962","4,638167","4,65","11,43773","4,638167","4,65","12,19432","4,6383"
"4,66","12,50664","4,648267","4,66","11,46634","4,647933","4,66","12,2118","4,6485"
"4,67","12,52015","4,6585","4,67","11,48701","4,657933","4,67","12,23405","4,658633"
"4,68","12,53525","4,6686","4,68","11,49416","4,668133","4,68","12,2571","4,6686"
"4,69","12,56148","4,678534","4,69","11,5029","4,678367","4,69","12,27697","4,6784"
"4,7","12,59565","4,688267","4,7","11,5339","4,6885","4,7","12,29286","4,688133"
"4,71","12,62267","4,698133","4,71","11,57443","4,698633","4,71","12,31035","4,698"
"4,72","12,63857","4,708133","4,72","11,60542","4,708567","4,72","12,33737","4,708133"
"4,73","12,65208","4,718133","4,73","11,61655","4,718234","4,73","12,36916","4,718433"
"4,74","12,6791","4,728067","4,74","11,62608","4,727867","4,74","12,40094","4,7285"
"4,75","12,72122","4,738234","4,75","11,64595","4,7377","4,75","12,42558","4,7386"
"4,76","12,76175","4,7485","4,76","11,67774","4,747833","4,76","12,44704","4,7486"
"4,77","12,7848","4,758667","4,77","11,70953","4,7582","4,77","12,4685","4,758467"
"4,78","12,7999","4,7686","4,78","11,72702","4,768467","4,78","12,49631","4,768167"
"4,79","12,81818","4,778467","4,79","11,73337","4,778666","4,79","12,52413","4,778"
"4,8","12,8444","4,788267","4,8","11,7445","4,788733","4,8","12,54797","4,788067"
"4,81","12,86983","4,798167","4,81","11,76914","4,7985","4,81","12,56386","4,798333"
"4,82","12,88573","4,808067","4,82","11,80172","4,808233","4,82","12,57817","4,808533"
"4,83","12,89686","4,818167","4,83","11,82556","4,818067","4,83","12,60281","4,818634"
"4,84","12,91434","4,828467","4,84","11,8351","4,8281","4,84","12,63459","4,8287"
"4,85","12,94613","4,838567","4,85","11,84622","4,838367","4,85","12,66321","4,8386"
"4,86","12,98666","4,848567","4,86","11,87245","4,848567","4,86","12,68148","4,848267"
"4,87","13,01765","4,858467","4,87","11,90503","4,858634","4,87","12,6942","4,858"
"4,88","13,02958","4,868367","4,88","11,93126","4,8687","4,88","12,71248","4,868"
"4,89","13,03514","4,8783","4,89","11,94318","4,878567","4,89","12,74109","4,8782"
"4,9","13,05183","4,888267","4,9","11,95431","4,888267","4,9","12,77765","4,888467"
"4,91","13,08362","4,8983","4,91","11,97418","4,898034","4,91","12,80864","4,8986"
"4,92","13,12097","4,9085","4,92","12,00279","4,908033","4,92","12,82215","4,9088"
"4,93","13,1464","4,9187","4,93","12,03219","4,9182","4,93","12,82533","4,918766"
"4,94","13,1615","4,928667","4,94","12,05444","4,928467","4,94","12,84043","4,928467"
"4,95","13,17739","4,938467","4,95","12,06398","4,9386","4,95","12,87222","4,938167"
"4,96","13,20442","4,948333","4,96","12,07272","4,948767","4,96","12,90401","4,947967"
"4,97","13,23779","4,958233","4,97","12,09497","4,958734","4,97","12,92388","4,9581"
"4,98","13,26482","4,9682","4,98","12,12915","4,968467","4,98","12,93659","4,9684"
"4,99","13,2823","4,978167","4,99","12,16094","4,9781","4,99","12,95884","4,9786"
"5","13,2966","4,988367","5","12,17763","4,9879","5","12,99143","4,988733"
"5,01","13,32124","4,998567","5,01","12,18478","4,998067","5,01","13,02401","4,998734"
"5,02","13,35621","5,0086","5,02","12,20306","5,008367","5,02","13,04467","5,0085"
"5,03","13,388","5,018533","5,03","12,23882","5,018567","5,03","13,05819","5,018167"
"5,04","13,40787","5,0284","5,04","12,27776","5,0287","5,04","13,07329","5,0279"
"5,05","13,4174","5,038267","5,05","12,3016","5,0387","5,05","13,09474","5,037933"
"5,06","13,43807","5,048234","5,06","12,30796","5,0485","5,06","13,12335","5,048167"
"5,07","13,47621","5,058167","5,07","12,31591","5,0582","5,07","13,15514","5,058434"
"5,08","13,52231","5,068267","5,08","12,34214","5,068","5,08","13,17978","5,068634"
"5,09","13,55251","5,078567","5,09","12,38028","5,078033","5,09","13,19567","5,078767"
"5,1","13,56602","5,088667","5,1","12,41128","5,088334","5,1","13,21316","5,088667"
"5,11","13,57635","5,098533","5,11","12,4232","5,098467","5,11","13,24018","5,098367"
"5,12","13,59701","5,108366","5,12","12,42558","5,108533","5,12","13,27117","5,108"
"5,13","13,62562","5,118233","5,13","12,4383","5,118633","5,13","13,29343","5,117933"
"5,14","13,64787","5,1282","5,14","12,47168","5,1285","5,14","13,30535","5,128133"
"5,15","13,65979","5,138167","5,15","12,51062","5,138233","5,15","13,31886","5,1384"
"5,16","13,67092","5,1482","5,16","12,53923","5,147967","5,16","13,34349","5,148567"
"5,17","13,69317","5,158467","5,17","12,55115","5,157967","5,17","13,3721","5,158667"
"5,18","13,72973","5,1687","5,18","12,56466","5,168133","5,18","13,39277","5,168567"
"5,19","13,76788","5,1787","5,19","12,59327","5,178433","5,19","13,40866","5,178367"
"5,2","13,79728","5,188467","5,2","12,63459","5,1886","5,2","13,43091","5,1881"
"5,21","13,81715","5,198234","5,21","12,67036","5,1988","5,21","13,4627","5,197967"
"5,22","13,83543","5,2081","5,22","12,68387","5,2088","5,22","13,49767","5,2081"
"5,23","13,86166","5,218033","5,23","12,68069","5,2184","5,23","13,52708","5,218367"
"5,24","13,89265","5,228067","5,24","12,68387","5,228","5,24","13,54535","5,228434"
"5,25","13,91729","5,2383","5,25","12,70533","5,2379","5,25","13,56045","5,2385"
"5,26","13,92682","5,248533","5,26","12,73553","5,248034","5,26","13,57635","5,248533"
"5,27","13,93795","5,258567","5,27","12,75937","5,2583","5,27","13,60099","5,258333"
