"1 _ 1",,,,"1 _ 1_N",,,,"1 _ 2_N",,,,"1 _ 3_N",,,,"1 _ 4_N",,,,"1 _ 5_N",,,,"1 _ 6_N",,,,"1 _ 7_N",,,
"Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм"
"0","-0,5046527","0,0001","0","0","0,7073085","0,0001333333","0","0","23,96345","6,666667E-05","-0,194","0","-2,666314","6,666667E-05","0,001","0","-0,05722046","0,0001","-0,001","0","-0,06039937","0,0001","-0,013","0","0,0278155","0,0001333333","0,01","0","0,01827876","0,0001333333","-0,025"
"0,01","-0,5046527","0,002066667","0","0,01","0,6993611","0,002433333","0","0,01","23,96345","0,002066667","0","0,01","-2,659957","0,002133333","0","0,01","-0,05801519","0,002166667","0","0,01","-0,05722046","0,002266667","0,001","0,01","0,02066294","0,002266667","0","0,01","0,01589457","0,0022","0"
"0,02","-0,4975001","0,0088","0","0,02","0,6922086","0,008966667","0","0,02","23,96584","0,008633333","0","0,02","-2,661546","0,0089","-0,001","0,02","-0,05801519","0,009033334","0","0,02","-0,05483627","0,009233333","0,001","0,02","0,02066294","0,009133333","0","0,02","0,01589457","0,009000001","0"
"0,03","-0,4824003","0,01853333","0","0,03","0,6961823","0,01803333","0","0,03","23,97219","0,01766667","0","0,03","-2,663136","0,01806667","-0,001","0,03","-0,04927317","0,01866667","0","0,03","-0,04132589","0,01893333","0","0,03","0,03417333","0,01873333","0","0,03","0,02543131","0,0186","0"
"0,04","-0,4569689","0,0286","0","0,04","0,7192294","0,02803333","0","0,04","23,98809","0,0276","0","0,04","-2,65042","0,02813333","-0,001","0,04","-0,02145767","0,02866667","0","0,04","-0,008742015","0,02913333","0","0,04","0,06755193","0,02886667","0","0,04","0,05165736","0,02873333","0"
"0,05","-0,4220009","0,0386","0","0,05","0,76135","0,03823333","0","0,05","24,02067","0,0378","0","0,05","-2,618631","0,0383","-0,001","0,05","0,02066294","0,0386","0","0,05","0,0278155","0,03916667","0","0,05","0,1080831","0,0389","0","0,05","0,08662542","0,0388","0"
"0,06","-0,4037221","0,04866667","0","0,06","0,7947286","0,04836667","0","0,06","24,05087","0,04803333","0","0,06","-2,587636","0,04846667","-0,001","0,06","0,04371007","0,04866667","-0,001","0,06","0,04529953","0,04906667","0","0,06","0,1279513","0,04886667","-0,001","0,06","0,1104673","0,0488","-0,001"
"0,07","-0,4124641","0,05863333","0,001","0,07","0,7915497","0,05846667","0","0,07","24,05246","0,05826667","0","0,07","-2,573331","0,05836667","-0,001","0,07","0,03655751","0,05873333","-0,001","0,07","0,03655751","0,05886667","0","0,07","0,1176198","0,05893333","-0,001","0,07","0,111262","0,0588","-0,001"
"0,08","-0,4283587","0,0687","0,001","0,08","0,7645289","0,0686","0,001","0,08","24,02862","0,06836667","0","0,08","-2,569358","0,06803334","-0,001","0,08","0,01827876","0,06876667","-0,001","0,08","0,0278155","0,06863333","-0,001","0,08","0,1080831","0,0688","-0,001","0,08","0,1080831","0,06873333","-0,001"
"0,09","-0,4331271","0,07873333","0,002","0,09","0,7454554","0,0785","0,002","0,09","24,00796","0,07846667","-0,001","0,09","-2,556642","0,0778","-0,001","0,09","0,01907349","0,07873333","-0,002","0,09","0,03735225","0,07826667","-0,001","0,09","0,1215935","0,07846667","-0,002","0,09","0,120004","0,07843333","-0,002"
"0,1","-0,4259745","0,08853333","0,004","0,1","0,7454554","0,08816667","0,003","0,1","24,00557","0,0884","-0,001","0,1","-2,535184","0,08776667","-0,001","0,1","0,04291534","0,08846667","-0,002","0,1","0,06357829","0,08793333","-0,002","0,1","0,1509984","0,0881","-0,002","0,1","0,1446406","0,08816667","-0,002"
"0,11","-0,4116694","0,09823333","0,005","0,11","0,7573764","0,09793334","0,005","0,11","24,01908","0,09816667","-0,001","0,11","-2,512932","0,0979","-0,001","0,11","0,07311503","0,09813333","-0,002","0,11","0,09218851","0,09793334","-0,002","0,11","0,1819928","0,09786667","-0,002","0,11","0,1692772","0,09796667","-0,003"
"0,12","-0,3949801","0,1079667","0,006","0,12","0,7748604","0,1079","0,006","0,12","24,03498","0,1079333","-0,001","0,12","-2,493064","0,1082333","0,001","0,12","0,1033147","0,1079","-0,003","0,12","0,120004","0,1081667","-0,003","0,12","0,2090136","0,1079333","-0,003","0,12","0,1867612","0,1080333","-0,003"
"0,13","-0,3830592","0,1179333","0,007","0,13","0,7931392","0,1181","0,008","0,13","24,04451","0,1179333","-0,001","0,13","-2,466043","0,1185","0,004","0,13","0,1351039","0,1178667","-0,003","0,13","0,1517932","0,1184667","-0,003","0,13","0,2368291","0,1182","-0,003","0,13","0,20504","0,1183","-0,003"
"0,14","-0,3743172","0,1281333","0,007","0,14","0,8114179","0,1284","0,01","0,14","24,05087","0,1281667","-0,002","0,14","-2,43028","0,1287","0,008","0,14","0,1684825","0,1281333","-0,004","0,14","0,1891454","0,1286667","-0,004","0,14","0,2638499","0,1283667","-0,003","0,14","0,231266","0,1285","-0,004"
"0,15","-0,3679594","0,1383667","0,008","0,15","0,8265178","0,1386","0,011","0,15","24,05723","0,1384333","-0,002","0,15","-2,398491","0,1386667","0,011","0,15","0,2034505","0,1384","-0,004","0,15","0,2209346","0,1387333","-0,004","0,15","0,2884865","0,1385","-0,004","0,15","0,2614657","0,1386","-0,004"
"0,16","-0,3536542","0,1485333","0,009000001","0,16","0,8400281","0,1487667","0,012","0,16","24,0612","0,1486","-0,002","0,16","-2,381007","0,1484","0,014","0,16","0,2392133","0,1486333","-0,005","0,16","0,2479553","0,1486333","-0,005","0,16","0,3107389","0,1486","-0,004","0,16","0,2908707","0,1487","-0,005"
"0,17","-0,3266335","0,1587","0,009000001","0,17","0,8543332","0,1587333","0,014","0,17","24,062","0,1587667","-0,002","0,17","-2,365112","0,1581","0,018","0,17","0,2741814","0,1588","-0,005","0,17","0,2741814","0,1583667","-0,005","0,17","0,3345807","0,1585333","-0,004","0,17","0,3194809","0,1586667","-0,005"
"0,18","-0,2996127","0,1687","0,01","0,18","0,8654594","0,1684","0,015","0,18","24,06438","0,1687667","-0,002","0,18","-2,333323","0,1678667","0,021","0,18","0,2996127","0,1686667","-0,005","0,18","0,3059705","0,1681333","-0,006","0,18","0,3592173","0,1682667","-0,005","0,18","0,3480911","0,1684","-0,005"
"0,19","-0,286897","0,1784","0,011","0,19","0,8718173","0,1780333","0,017","0,19","24,06677","0,1785","-0,002","0,19","-2,293587","0,178","0,025","0,19","0,3170967","0,1783333","-0,005","0,19","0,3377596","0,1780667","-0,006","0,19","0,3838539","0,1780667","-0,005","0,19","0,3759066","0,1781667","-0,006"
"0,2","-0,286897","0,1880333","0,012","0,2","0,881354","0,1878667","0,018","0,2","24,07074","0,1881333","-0,003","0,2","-2,265771","0,1883","0,028","0,2","0,3314018","0,1881333","-0,006","0,2","0,3639857","0,1882","-0,007","0,2","0,4053116","0,1880667","-0,005","0,2","0,3997485","0,1880667","-0,006"
"0,21","-0,278155","0,1979333","0,014","0,21","0,9004275","0,1979667","0,02","0,21","24,08187","0,1978667","-0,003","0,21","-2,248287","0,1985333","0,031","0,21","0,3536542","0,1981333","-0,006","0,21","0,3862381","0,1984","-0,007","0,21","0,4323324","0,1982","-0,006","0,21","0,4227956","0,1982","-0,007"
"0,22","-0,2614657","0,2080667","0,016","0,22","0,9226799","0,2082333","0,022","0,22","24,09776","0,2079667","-0,003","0,22","-2,224445","0,2086667","0,034","0,22","0,3838539","0,2083667","-0,006","0,22","0,4116694","0,2085","-0,008","0,22","0,462532","0,2084","-0,006","0,22","0,4514059","0,2084333","-0,007"
"0,23","-0,2423922","0,2183667","0,017","0,23","0,936985","0,2184667","0,024","0,23","24,11524","0,2182667","-0,003","0,23","-2,191861","0,2187","0,038","0,23","0,4140536","0,2185333","-0,006","0,23","0,4378954","0,2186333","-0,008","0,23","0,4879633","0,2186","-0,006","0,23","0,483195","0,2186","-0,008"
"0,24","-0,2288818","0,2285667","0,018","0,24","0,9481112","0,2286","0,026","0,24","24,13193","0,2284","-0,003","0,24","-2,158483","0,2284667","0,041","0,24","0,4458427","0,2285667","-0,007","0,24","0,462532","0,2286","-0,008","0,24","0,5102158","0,2287333","-0,007","0,24","0,5118052","0,2287667","-0,008"
"0,25","-0,2185504","0,2387333","0,02","0,25","0,9632111","0,2386333","0,027","0,25","24,14306","0,2385","-0,003","0,25","-2,129873","0,2381667","0,045","0,25","0,4784266","0,2386667","-0,007","0,25","0,4871686","0,2383667","-0,009000001","0,25","0,5348523","0,2386","-0,007","0,25","0,5332629","0,2387667","-0,009000001"
"0,26","-0,2129873","0,2487","0,021","0,26","0,9854634","0,2484667","0,029","0,26","24,14306","0,2485667","-0,004","0,26","-2,106826","0,248","0,048","0,26","0,5054474","0,2486333","-0,007","0,26","0,5141894","0,2480667","-0,009000001","0,26","0,5618731","0,2482333","-0,007","0,26","0,5523364","0,2484333","-0,009000001"
"0,27","-0,2074242","0,2585","0,021","0,27","1,004537","0,2582333","0,03","0,27","24,13432","0,2584333","-0,004","0,27","-2,086957","0,2580333","0,051","0,27","0,5237262","0,2583667","-0,007","0,27","0,5372365","0,2579333","-0,01","0,27","0,5865097","0,2579667","-0,008","0,27","0,5729993","0,2580667","-0,009000001"
"0,28","-0,1899401","0,2682","0,022","0,28","1,013279","0,2680333","0,032","0,28","24,13114","0,2682","-0,004","0,28","-2,067089","0,2682333","0,055","0,28","0,5412102","0,2681333","-0,008","0,28","0,5547206","0,2680667","-0,01","0,28","0,6095569","0,2679333","-0,008","0,28","0,5952517","0,2679333","-0,01"
"0,29","-0,1653035","0,2781","0,023","0,29","1,015663","0,2780333","0,033","0,29","24,13193","0,2780667","-0,004","0,29","-2,040068","0,2783333","0,058","0,29","0,5602837","0,2780667","-0,008","0,29","0,576973","0,2784","-0,011","0,29","0,6357829","0,2782","-0,008","0,29","0,6198883","0,2780667","-0,01"
"0,3","-0,1478195","0,2882333","0,024","0,3","1,025995","0,2882667","0,035","0,3","24,1375","0,2880667","-0,004","0,3","-2,005895","0,2884333","0,062","0,3","0,5841255","0,2881333","-0,008","0,3","0,6071727","0,2886","-0,011","0,3","0,6635984","0,2885","-0,009000001","0,3","0,6445249","0,2884","-0,011"
"0,31","-0,1343091","0,2985","0,025","0,31","1,044273","0,2984667","0,036","0,31","24,14227","0,2982667","-0,004","0,31","-1,972516","0,2986","0,06500001","0,31","0,6135305","0,2983333","-0,009000001","0,31","0,6429355","0,2987","-0,011","0,31","0,6961823","0,2987","-0,009000001","0,31","0,6699562","0,2986333","-0,011"
"0,32","-0,1144409","0,3086333","0,026","0,32","1,064936","0,3085333","0,038","0,32","24,15101","0,3084333","-0,004","0,32","-1,943906","0,3085667","0,068","0,32","0,6445249","0,3085333","-0,009000001","0,32","0,6723404","0,3087333","-0,012","0,32","0,726382","0,3088333","-0,009000001","0,32","0,6922086","0,3088","-0,012"
"0,33","-0,08900961","0,3187","0,027","0,33","1,080036","0,3187","0,04","0,33","24,16531","0,3185333","-0,005","0,33","-1,912117","0,3183","0,071","0,33","0,6691615","0,3186667","-0,009000001","0,33","0,6922086","0,3185333","-0,013","0,33","0,7549922","0,3187667","-0,009000001","0,33","0,7128716","0,3188","-0,012"
"0,34","-0,06914139","0,3287","0,029","0,34","1,088778","0,3286333","0,041","0,34","24,1828","0,3287","-0,005","0,34","-1,87397","0,3280333","0,075","0,34","0,6858508","0,3287","-0,009000001","0,34","0,7081032","0,3282333","-0,014","0,34","0,7820129","0,3284333","-0,009000001","0,34","0,7351239","0,3285667","-0,013"
"0,35","-0,05960464","0,3385333","0,03","0,35","1,102289","0,3383667","0,043","0,35","24,19154","0,3386","-0,005","0,35","-1,84377","0,3379667","0,078","0,35","0,705719","0,3385667","-0,009000001","0,35","0,7295609","0,3379667","-0,015","0,35","0,8066495","0,3380333","-0,01","0,35","0,7621447","0,3382667","-0,013"
"0,36","-0,05722046","0,3482","0,031","0,36","1,122952","0,3480667","0,045","0,36","24,18677","0,3482667","-0,005","0,36","-1,827081","0,3481","0,081","0,36","0,7327397","0,3482667","-0,01","0,36","0,752608","0,348","-0,015","0,36","0,8273125","0,3478333","-0,01","0,36","0,790755","0,3481","-0,014"
"0,37","-0,05722046","0,3579333","0,033","0,37","1,138846","0,3579667","0,047","0,37","24,18677","0,3579667","-0,005","0,37","-1,812776","0,3583333","0,085","0,37","0,770092","0,358","-0,01","0,37","0,7780393","0,3582667","-0,014","0,37","0,8471807","0,3579333","-0,01","0,37","0,8153915","0,3581","-0,014"
"0,38","-0,05245209","0,3679667","0,034","0,38","1,145204","0,3681333","0,048","0,38","24,20028","0,3679","-0,005","0,38","-1,783371","0,3685333","0,08800001","0,38","0,8042653","0,3680667","-0,01","0,38","0,8026759","0,3685","-0,012","0,38","0,8718173","0,3682","-0,011","0,38","0,8384387","0,3683333","-0,014"
"0,39","-0,03576279","0,3782","0,035","0,39","1,149972","0,3784","0,049","0,39","24,21697","0,3781333","-0,006","0,39","-1,743635","0,3787667","0,09200001","0,39","0,8312861","0,3783","-0,01","0,39","0,8241336","0,3786","-0,01","0,39","0,9051959","0,3785","-0,011","0,39","0,8630753","0,3785333","-0,015"
"0,4","-0,01430511","0,3885","0,037","0,4","1,161098","0,3886","0,051","0,4","24,22571","0,3884667","-0,006","0,4","-1,711845","0,3888333","0,09500001","0,4","0,8543332","0,3885333","-0,01","0,4","0,8432071","0,3887333","-0,007","0,4","0,936985","0,3887333","-0,011","0,4","0,8893013","0,3887","-0,015"
"0,41","0,004768372","0,3987333","0,038","0,41","1,179377","0,3987667","0,053","0,41","24,23445","0,3986667","-0,006","0,41","-1,689593","0,3986","0,09900001","0,41","0,8805593","0,3987","-0,011","0,41","0,8670489","0,3986333","-0,005","0,41","0,9632111","0,3987667","-0,012","0,41","0,9171168","0,3988333","-0,016"
"0,42","0,02066294","0,4088667","0,038","0,42","1,195272","0,4087333","0,054","0,42","24,24796","0,4088","-0,006","0,42","-1,671314","0,4082667","0,102","0,42","0,9099643","0,4088333","-0,011","0,42","0,8924802","0,4083333","-0,002","0,42","0,9862582","0,4086","-0,012","0,42","0,9457271","0,4086667","-0,016"
"0,43","0,03735225","0,4187333","0,039","0,43","1,207987","0,4184333","0,056","0,43","24,26147","0,4187333","-0,006","0,43","-1,651446","0,4180667","0,105","0,43","0,9346008","0,4187333","-0,011","0,43","0,9171168","0,4181","0,001","0,43","1,013279","0,4183334","-0,012","0,43","0,9727478","0,4183334","-0,016"
"0,44","0,05245209","0,4283667","0,04","0,44","1,217524","0,4280667","0,057","0,44","24,26624","0,4283333","-0,006","0,44","-1,626809","0,4280667","0,109","0,44","0,9568532","0,4284667","-0,011","0,44","0,936985","0,4280334","0,004","0,44","1,037916","0,4281","-0,013","0,44","0,9973844","0,4280667","-0,017"
"0,45","0,06516775","0,4379667","0,041","0,45","1,232624","0,4379","0,059","0,45","24,27101","0,4379667","-0,006","0,45","-1,599789","0,4383","0,112","0,45","0,9791057","0,4381667","-0,011","0,45","0,9568532","0,4382333","0,006","0,45","1,056194","0,4380667","-0,013","0,45","1,017253","0,4379667","-0,017"
"0,46","0,07311503","0,4478667","0,042","0,46","1,250903","0,4479667","0,06","0,46","24,27975","0,4478333","-0,006","0,46","-1,577536","0,4485333","0,115","0,46","1,001358","0,4481333","-0,011","0,46","0,9799004","0,4485","0,009000001","0,46","1,069705","0,4482667","-0,013","0,46","1,037121","0,4481","-0,017"
"0,47","0,08185705","0,4580667","0,044","0,47","1,268387","0,4582333","0,062","0,47","24,28691","0,4579333","-0,007","0,47","-1,560052","0,4586333","0,118","0,47","1,022021","0,4583333","-0,011","0,47","1,004537","0,4586","0,012","0,47","1,093547","0,4585","-0,013","0,47","1,058578","0,4584","-0,018"
"0,48","0,09536743","0,4683333","0,045","0,48","1,281897","0,4684667","0,064","0,48","24,29008","0,4682333","-0,007","0,48","-1,53621","0,4686333","0,122","0,48","1,041889","0,4685333","-0,011","0,48","1,024405","0,4687","0,014","0,48","1,129309","0,4686","-0,014","0,48","1,083215","0,4685667","-0,018"
"0,49","0,1168251","0,4785","0,046","0,49","1,293023","0,4786333","0,06500001","0,49","24,29247","0,4784667","-0,007","0,49","-1,501242","0,4784333","0,125","0,49","1,062552","0,4786","-0,012","0,49","1,042684","0,4787","0,017","0,49","1,167456","0,4787333","-0,014","0,49","1,113415","0,4787333","-0,019"
"0,5","0,1398722","0,4887","0,048","0,5","1,303355","0,4886667","0,067","0,5","24,29962","0,4886","-0,007","0,5","-1,467864","0,4882","0,129","0,5","1,084805","0,4886667","-0,012","0,5","1,066526","0,4884333","0,02","0,5","1,192888","0,4887","-0,014","0,5","1,14123","0,4887334","-0,019"
"0,51","0,1549721","0,4987","0,049","0,51","1,31766","0,4984667","0,06900001","0,51","24,30598","0,4986333","-0,007","0,51","-1,44879","0,4979667","0,132","0,51","1,111825","0,4986667","-0,012","0,51","1,098315","0,4981333","0,022","0,51","1,205603","0,4983667","-0,014","0,51","1,168251","0,4984667","-0,019"
"0,52","0,1629194","0,5085","0,051","0,52","1,333555","0,5081667","0,07","0,52","24,30916","0,5084","-0,007","0,52","-1,436075","0,5079667","0,135","0,52","1,147588","0,5084","-0,012","0,52","1,131693","0,508","0,025","0,52","1,21673","0,5081","-0,014","0,52","1,194477","0,5081","-0,019"
"0,53","0,1684825","0,5182","0,052","0,53","1,350244","0,5179667","0,072","0,53","24,3179","0,5181667","-0,007","0,53","-1,413027","0,5182334","0,139","0,53","1,184146","0,5181","-0,011","0,53","1,157125","0,5181","0,028","0,53","1,238187","0,518","-0,014","0,53","1,219908","0,5179334","-0,019"
"0,54","0,1732508","0,5280667","0,054","0,54","1,36296","0,5279667","0,074","0,54","24,333","0,528","-0,008","0,54","-1,372496","0,5284667","0,142","0,54","1,211166","0,5279667","-0,011","0,54","1,172225","0,5283667","0,031","0,54","1,268387","0,5281","-0,015","0,54","1,241366","0,5280333","-0,019"
"0,55","0,184377","0,5380667","0,055","0,55","1,370112","0,5382","0,07600001","0,55","24,34731","0,5380667","-0,008","0,55","-1,330376","0,5385333","0,146","0,55","1,226266","0,5380334","-0,009000001","0,55","1,184146","0,5386","0,034","0,55","1,297792","0,5383334","-0,015","0,55","1,259645","0,5383334","-0,018"
"0,56","0,2066294","0,5483","0,056","0,56","1,377265","0,5484334","0,07700001","0,56","24,35764","0,5482666","-0,008","0,56","-1,300971","0,5485667","0,149","0,56","1,24375","0,5482666","-0,006","0,56","1,205603","0,5487","0,036","0,56","1,322428","0,5485333","-0,015","0,56","1,279513","0,5485","-0,016"
"0,57","0,2336502","0,5584","0,057","0,57","1,387596","0,5585667","0,079","0,57","24,36241","0,5584","-0,008","0,57","-1,283487","0,5584667","0,151","0,57","1,269182","0,5584667","-0,003","0,57","1,235803","0,5587","0,039","0,57","1,345476","0,5586666","-0,015","0,57","1,304944","0,5585667","-0,014"
"0,58","0,2527237","0,5684667","0,057","0,58","1,401106","0,5687","0,081","0,58","24,36638","0,5684333","-0,008","0,58","-1,266003","0,5682","0,155","0,58","1,295408","0,5686667","-0,001","0,58","1,264413","0,5685","0,042","0,58","1,366138","0,5686333","-0,016","0,58","1,33117","0,5686333","-0,011"
"0,59","0,260671","0,5785667","0,058","0,59","1,412233","0,5785334","0,082","0,59","24,37353","0,5786","-0,008","0,59","-1,240571","0,5779333","0,159","0,59","1,312097","0,5787","0,002","0,59","1,279513","0,5782","0,045","0,59","1,388391","0,5783667","-0,016","0,59","1,34786","0,5784667","-0,008"
"0,6","0,2654394","0,5885","0,06","0,6","1,421769","0,5881667","0,08400001","0,6","24,38466","0,5885667","-0,008","0,6","-1,209577","0,5879","0,162","0,6","1,327991","0,5885667","0,004","0,6","1,28746","0,5879667","0,048","0,6","1,410643","0,5880333","-0,016","0,6","1,36137","0,5882334","-0,006"
"0,61","0,2749761","0,5981666","0,061","0,61","1,43528","0,5978667","0,085","0,61","24,3934","0,5982667","-0,008","0,61","-1,180172","0,5980667","0,166","0,61","1,351833","0,5982667","0,007","0,61","1,303355","0,5979334","0,05","0,61","1,431306","0,5978333","-0,016","0,61","1,383623","0,5980667","-0,003"
"0,62","0,2932549","0,6079667","0,062","0,62","1,453559","0,6078","0,087","0,62","24,39658","0,608","-0,009000001","0,62","-1,149178","0,6083667","0,169","0,62","1,381238","0,6079667","0,01","0,62","1,329581","0,6081667","0,053","0,62","1,44879","0,6079","-0,016","0,62","1,410643","0,6080667","-0,001"
"0,63","0,3107389","0,618","0,064","0,63","1,479785","0,618","0,08800001","0,63","24,39578","0,6179667","-0,009000001","0,63","-1,116594","0,6186","0,172","0,63","1,405875","0,6179667","0,013","0,63","1,360575","0,6183667","0,056","0,63","1,473427","0,6182","-0,014","0,63","1,436869","0,6183","0,002"
"0,64","0,3210703","0,6282333","0,06500001","0,64","1,510779","0,6283","0,09","0,64","24,39658","0,6280667","-0,009000001","0,64","-1,085599","0,6287333","0,176","0,64","1,419385","0,6282","0,016","0,64","1,385212","0,6285","0,059","0,64","1,506805","0,6285334","-0,011","0,64","1,452764","0,6284333","0,005"
"0,65","0,3290176","0,6385","0,067","0,65","1,53621","0,6385334","0,09100001","0,65","24,40691","0,6382667","-0,009000001","0,65","-1,064936","0,6387","0,179","0,65","1,430511","0,6384667","0,018","0,65","1,398722","0,6386","0,062","0,65","1,535416","0,6387333","-0,008","0,65","1,464685","0,6384667","0,008"
"0,66","0,3417333","0,6486","0,068","0,66","1,547337","0,6487","0,093","0,66","24,42042","0,6483667","-0,009000001","0,66","-1,05381","0,6484","0,182","0,66","1,45038","0,6486","0,021","0,66","1,412233","0,6485","0,064","0,66","1,548926","0,6487","-0,005","0,66","1,484553","0,6485667","0,01"
"0,67","0,3560384","0,6586334","0,07","0,67","1,547337","0,6586","0,09500001","0,67","24,43632","0,6586","-0,009000001","0,67","-1,042684","0,6580667","0,185","0,67","1,478195","0,6586667","0,023","0,67","1,444022","0,6582333","0,067","0,67","1,553694","0,6584667","-0,003","0,67","1,511574","0,6584667","0,013"
"0,68","0,3711382","0,6685333","0,071","0,68","1,55131","0,6683","0,097","0,68","24,45618","0,6686","-0,009000001","0,68","-1,024405","0,6678666","0,189","0,68","1,513163","0,6685667","0,026","0,68","1,484553","0,6679667","0,07","0,68","1,569589","0,6682","0","0,68","1,540184","0,6682333","0,016"
"0,69","0,3838539","0,6782333","0,072","0,69","1,563231","0,678","0,09900001","0,69","24,46969","0,6783333","-0,01","0,69","-0,995795","0,6778667","0,192","0,69","1,545747","0,6782666","0,029","0,69","1,504421","0,6779333","0,074","0,69","1,598994","0,678","0,003","0,69","1,562436","0,678","0,019"
"0,7","0,3933907","0,6879666","0,07300001","0,7","1,576742","0,6878667","0,101","0,7","24,46651","0,688","-0,01","0,7","-0,9616216","0,6881","0,196","0,7","1,569589","0,6880333","0,032","0,7","1,502832","0,6881","0,07600001","0,7","1,630783","0,688","0,006","0,7","1,578331","0,688","0,022"
"0,71","0,4045168","0,6979","0,074","0,71","1,591841","0,698","0,102","0,71","24,453","0,6978667","-0,01","0,71","-0,928243","0,6983","0,199","0,71","1,585484","0,698","0,034","0,71","1,504421","0,6983667","0,079","0,71","1,65542","0,6982334","0,009000001","0,71","1,59502","0,6981333","0,024"
"0,72","0,4204114","0,708","0,075","0,72","1,61171","0,7082334","0,104","0,72","24,45062","0,7079667","-0,01","0,72","-0,898838","0,7085333","0,202","0,72","1,602968","0,7081667","0,037","0,72","1,529853","0,7084666","0,081","0,72","1,670519","0,7085","0,011","0,72","1,623631","0,7084333","0,027"
"0,73","0,4426638","0,7183334","0,07600001","0,73","1,626015","0,7184333","0,105","0,73","24,4681","0,7182667","-0,01","0,73","-0,872612","0,7186","0,205","0,73","1,626015","0,7183667","0,04","0,73","1,567205","0,7186334","0,08400001","0,73","1,68244","0,7186","0,013","0,73","1,657804","0,7186667","0,03"
"0,74","0,4609426","0,7285666","0,078","0,74","1,635551","0,7286","0,107","0,74","24,49115","0,7284667","-0,01","0,74","-0,8479754","0,7284667","0,209","0,74","1,650651","0,7284667","0,043","0,74","1,594226","0,7285666","0,08800001","0,74","1,701514","0,7287334","0,016","0,74","1,687209","0,7288333","0,033"
"0,75","0,4673004","0,7387334","0,079","0,75","1,641909","0,7387","0,108","0,75","24,50625","0,7386667","-0,01","0,75","-0,8209546","0,7382","0,212","0,75","1,672904","0,7386667","0,046","0,75","1,608531","0,7383","0,09","0,75","1,728535","0,7386","0,019","0,75","1,711051","0,7387667","0,035"
"0,76","0,4649162","0,7487","0,08000001","0,76","1,648267","0,7485334","0,109","0,76","24,51102","0,7487","-0,01","0,76","-0,7955233","0,7479666","0,215","0,76","1,691182","0,7486333","0,048","0,76","1,628399","0,7480333","0,093","0,76","1,75635","0,7482333","0,022","0,76","1,733303","0,7485","0,038"
"0,77","0,4673004","0,7584","0,082","0,77","1,652241","0,7582667","0,111","0,77","24,51102","0,7585","-0,011","0,77","-0,7756551","0,7579667","0,219","0,77","1,711051","0,7583667","0,051","0,77","1,660188","0,7579333","0,096","0,77","1,780192","0,7579333","0,025","0,77","1,751582","0,7581334","0,041"
"0,78","0,4792213","0,7681667","0,083","0,78","1,657804","0,7679667","0,113","0,78","24,51261","0,7682334","-0,011","0,78","-0,7541974","0,7682","0,222","0,78","1,731714","0,7681","0,054","0,78","1,691182","0,7681","0,09900001","0,78","1,796087","0,7678","0,027","0,78","1,765092","0,7679667","0,044"
"0,79","0,500679","0,7779667","0,085","0,79","1,671314","0,7780333","0,114","0,79","24,51738","0,7780667","-0,011","0,79","-0,7224083","0,7784","0,226","0,79","1,751582","0,7779334","0,057","0,79","1,708666","0,7784","0,102","0,79","1,812776","0,778","0,03","0,79","1,777013","0,7780333","0,047"
"0,8","0,521342","0,788","0,086","0,8","1,691182","0,7882667","0,116","0,8","24,52691","0,7880667","-0,011","0,8","-0,688235","0,7884667","0,229","0,8","1,769861","0,7880334","0,06","0,8","1,717409","0,7886333","0,105","0,8","1,841386","0,7883667","0,032","0,8","1,796881","0,7883334","0,05"
"0,81","0,538826","0,7983","0,08800001","0,81","1,711051","0,7985","0,118","0,81","24,54042","0,7983","-0,011","0,81","-0,667572","0,7986667","0,232","0,81","1,793702","0,7983333","0,062","0,81","1,725356","0,7987667","0,107","0,81","1,877149","0,7986","0,035","0,81","1,820723","0,7986","0,052"
"0,82","0,5523364","0,8085667","0,089","0,82","1,726945","0,8085334","0,12","0,82","24,56029","0,8085","-0,011","0,82","-0,65883","0,8086333","0,235","0,82","1,823902","0,8085667","0,06500001","0,82","1,74284","0,8088","0,11","0,82","1,908938","0,8087667","0,038","0,82","1,842976","0,8087667","0,055"
"0,83","0,5642573","0,8187","0,09","0,83","1,734098","0,8186333","0,122","0,83","24,57619","0,8186333","-0,011","0,83","-0,6461143","0,8183666","0,239","0,83","1,85887","0,8188","0,068","0,83","1,769861","0,8185667","0,113","0,83","1,928806","0,8188","0,041","0,83","1,864433","0,8188","0,057"
"0,84","0,5777677","0,8288","0,09100001","0,84","1,739661","0,8285667","0,124","0,84","24,58652","0,8287667","-0,011","0,84","-0,620683","0,8281333","0,242","0,84","1,888275","0,8288667","0,071","0,84","1,794497","0,8282334","0,116","0,84","1,942317","0,8285","0,043","0,84","1,886686","0,8285667","0,06"
