"1 _ 1",,,,"1 _ 1_N",,,,"1 _ 2_N",,,,"1 _ 3_N",,,,"1 _ 4_N",,,,"1 _ 5_N",,,,"1 _ 6_N",,,,"1 _ 7_N",,,
"Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1","Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм","сек","Н","мм","мм"
,,,,"71,58","47,07177","71,5686","9,93","71,58","59,75008","71,56853","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,59","47,08529","71,5785","9,93","71,59","59,75087","71,57867","2,647",,,,,,,,,,,,,,,,,,,,
,,,,"71,6","47,09482","71,58826","9,931001","71,6","59,75246","71,5886","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,61","47,09721","71,59797","9,932","71,61","59,76439","71,59834","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,62","47,09482","71,60797","9,933001","71,62","59,78584","71,60803","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,63","47,09641","71,6181","9,934","71,63","59,80015","71,618","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,64","47,10595","71,62836","9,935","71,64","59,79697","71,62817","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,65","47,11946","71,63853","9,936001","71,65","59,78664","71,63844","2,647",,,,,,,,,,,,,,,,,,,,
,,,,"71,66","47,12661","71,64864","9,936001","71,66","59,78425","71,6486","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,67","47,12661","71,6586","9,937","71,67","59,79061","71,6588","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,68","47,11707","71,6683","9,938001","71,68","59,80015","71,66873","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,69","47,10436","71,678","9,939","71,69","59,80889","71,67837","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,7","47,10357","71,6879","9,940001","71,7","59,81366","71,68797","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,71","47,11707","71,698","9,940001","71,71","59,81128","71,6978","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,72","47,13535","71,7083","9,941001","71,72","59,81048","71,7079","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,73","47,14807","71,7185","9,942","71,73","59,82399","71,7182","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,74","47,14648","71,72864","9,943001","71,74","59,85339","71,72843","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,75","47,13694","71,7387","9,944","71,75","59,87406","71,73863","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,76","47,12661","71,74847","9,945001","71,76","59,87167","71,74866","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,77","47,12343","71,7582","9,945001","71,77","59,85658","71,75847","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,78","47,12899","71,76797","9,946","71,78","59,84704","71,76817","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,79","47,14012","71,77797","9,947001","71,79","59,84465","71,778","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,8","47,15045","71,78827","9,948001","71,8","59,84624","71,788","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,81","47,15522","71,79853","9,949","71,81","59,85419","71,79823","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,82","47,1576","71,80857","9,950001","71,82","59,86929","71,8084","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,83","47,16158","71,8186","9,950001","71,83","59,88042","71,8185","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,84","47,17271","71,82854","9,951","71,84","59,88042","71,82864","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,85","47,19098","71,83826","9,952001","71,85","59,87803","71,83853","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,86","47,20449","71,84793","9,953","71,86","59,8828","71,84824","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,87","47,2029","71,85786","9,954","71,87","59,89234","71,858","2,646",,,,,,,,,,,,,,,,,,,,
,,,,"71,88","47,19337","71,868","9,954","71,88","59,89869","71,86797","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,89","47,19098","71,8783","9,955001","71,89","59,89869","71,87814","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,9","47,20052","71,88857","9,956","71,9","59,90108","71,88834","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,91","47,21165","71,89874","9,957001","71,91","59,90823","71,8985","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"71,92","47,21642","71,90867","9,958","71,92","59,91697","71,90863","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,93","47,21562","71,91843","9,958","71,93","59,92572","71,9186","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,94","47,21324","71,9281","9,959001","71,94","59,93684","71,9283","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,95","47,21403","71,93784","9,96","71,95","59,94797","71,93797","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,96","47,22039","71,94797","9,961","71,96","59,95671","71,9479","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,97","47,22913","71,9583","9,961","71,97","59,9575","71,95797","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,98","47,24026","71,96854","9,962001","71,98","59,9591","71,96817","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"71,99","47,24741","71,97864","9,963","71,99","59,96545","71,9784","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"72","47,24582","71,98867","9,964001","72","59,9726","71,98857","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"72,01","47,23628","71,99847","9,964001","72,01","59,97419","71,99863","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"72,02","47,22913","72,00817","9,965","72,02","59,96863","72,00847","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"72,03","47,22993","72,018","9,966001","72,03","59,96386","72,0182","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,04","47,24026","72,02803","9,966001","72,04","59,96386","72,028","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,05","47,24979","72,03823","9,967","72,05","59,97419","72,038","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,06","47,25377","72,0484","9,968","72,06","59,9885","72,04827","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,07","47,25377","72,0585","9,969001","72,07","60,00201","72,0585","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,08","47,26012","72,06857","9,969001","72,08","60,00916","72,06857","2,645",,,,,,,,,,,,,,,,,,,,
,,,,"72,09","47,27046","72,07847","9,97","72,09","60,01313","72,07867","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,1","47,2792","72,0882","9,97","72,1","60,0179","72,08853","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,11","47,28715","72,09797","9,97","72,11","60,02188","72,09824","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,12","47,28794","72,10797","9,971001","72,12","60,02029","72,10793","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,13","47,28556","72,11813","9,971001","72,13","60,01711","72,1179","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,14","47,28397","72,12843","9,971001","72,14","60,01472","72,12807","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,15","47,29033","72,13863","9,972","72,15","60,01472","72,13834","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,16","47,30304","72,14877","9,972","72,16","60,01711","72,1486","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,17","47,31019","72,15874","9,972","72,17","60,02029","72,1588","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,18","47,31417","72,16846","9,973001","72,18","60,03062","72,16873","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,19","47,31496","72,17807","9,973001","72,19","60,04493","72,17847","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,2","47,31894","72,1879","9,974001","72,2","60,05605","72,18806","2,644",,,,,,,,,,,,,,,,,,,,
,,,,"72,21","47,3237","72,19794","9,974001","72,21","60,06082","72,19787","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,22","47,33324","72,2082","9,975","72,22","60,064","72,20793","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,23","47,34993","72,21847","9,975","72,23","60,06638","72,21823","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,24","47,36344","72,22864","9,976001","72,24","60,07195","72,2285","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,25","47,36662","72,23867","9,976001","72,25","60,08228","72,23867","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,26","47,36185","72,24847","9,977","72,26","60,09181","72,2487","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,27","47,35708","72,25817","9,978001","72,27","60,09579","72,2585","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,28","47,35788","72,26797","9,978001","72,28","60,0942","72,26823","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,29","47,36344","72,27797","9,979","72,29","60,09102","72,27807","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,3","47,36583","72,2882","9,979","72,3","60,08784","72,28807","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,31","47,36344","72,29847","9,98","72,31","60,09102","72,29823","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,32","47,35788","72,30853","9,98","72,32","60,0942","72,3084","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,33","47,35947","72,3186","9,98","72,33","60,09817","72,31847","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,34","47,369","72,32854","9,981001","72,34","60,10532","72,32857","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,35","47,38251","72,33826","9,981001","72,35","60,11565","72,33847","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,36","47,39125","72,34804","9,982","72,36","60,12281","72,34824","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,37","47,39285","72,358","9,983001","72,37","60,12281","72,35797","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,38","47,39285","72,36816","9,983001","72,38","60,12122","72,36797","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,39","47,39761","72,3784","9,984","72,39","60,1236","72,37814","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,4","47,40397","72,38853","9,985001","72,4","60,13234","72,3884","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,41","47,40715","72,3987","9,986","72,41","60,14506","72,3986","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,42","47,41192","72,4087","9,987","72,42","60,15857","72,40874","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,43","47,42225","72,41846","9,987","72,43","60,1697","72,41867","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,44","47,43576","72,42817","9,988001","72,44","60,17923","72,4284","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,45","47,44291","72,43793","9,989","72,45","60,184","72,43806","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,46","47,4453","72,44807","9,990001","72,46","60,18559","72,4479","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,47","47,45007","72,4583","9,991","72,47","60,184","72,45797","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,48","47,46278","72,46844","9,992001","72,48","60,18559","72,4683","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,49","47,46914","72,4785","9,992001","72,49","60,19275","72,47847","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,5","47,46516","72,48853","9,993","72,5","60,1999","72,48863","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,51","47,45801","72,4984","9,994","72,51","60,20387","72,49863","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,52","47,45881","72,50813","9,994","72,52","60,20864","72,50837","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,53","47,46516","72,51794","9,995001","72,53","60,21579","72,51814","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,54","47,46993","72,52797","9,996","72,54","60,22136","72,52793","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,55","47,47232","72,53823","9,997001","72,55","60,21738","72,53796","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,56","47,48027","72,54847","9,998","72,56","60,21341","72,54823","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,57","47,49139","72,55857","9,999001","72,57","60,21738","72,55843","2,643",,,,,,,,,,,,,,,,,,,,
,,,,"72,58","47,50093","72,56866","9,999001","72,58","60,22612","72,5685","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,59","47,50093","72,57854","10","72,59","60,23486","72,5786","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,6","47,49616","72,58823","10,001","72,6","60,23725","72,58857","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,61","47,49377","72,59804","10,002","72,61","60,23804","72,5983","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,62","47,49457","72,608","10,003","72,62","60,23963","72,608","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,63","47,49696","72,61816","10,004","72,63","60,24599","72,61794","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,64","47,50172","72,62843","10,005","72,64","60,25553","72,62817","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,65","47,50808","72,63857","10,006","72,65","60,27142","72,63844","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,66","47,51603","72,64867","10,007","72,66","60,28652","72,64857","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,67","47,5208","72,65867","10,007","72,67","60,29208","72,6587","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,68","47,52398","72,66837","10,008","72,68","60,28652","72,6687","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,69","47,52795","72,67803","10,009","72,69","60,27301","72,67847","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,7","47,53431","72,68784","10,01","72,7","60,26824","72,6881","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,71","47,53669","72,69797","10,011","72,71","60,27858","72,6979","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,72","47,53669","72,70824","10,012","72,72","60,29765","72,70793","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,73","47,54305","72,71844","10,013","72,73","60,30877","72,71823","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,74","47,55099","72,72857","10,013","72,74","60,31195","72,7285","2,642",,,,,,,,,,,,,,,,,,,,
,,,,"72,75","47,55497","72,7386","10,014","72,75","60,31434","72,73867","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,76","47,55656","72,74844","10,015","72,76","60,32069","72,74866","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,77","47,56133","72,75823","10,015","72,77","60,32705","72,7585","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,78","47,57087","72,76804","10,017","72,78","60,3358","72,76817","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,79","47,57722","72,77803","10,018","72,79","60,3493","72,77797","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,8","47,57563","72,78834","10,019","72,8","60,35805","72,788","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,81","47,57722","72,79857","10,02","72,81","60,35407","72,7983","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,82","47,58676","72,80863","10,02","72,82","60,34772","72,80853","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,83","47,59789","72,81866","10,021","72,83","60,35249","72,81857","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,84","47,59948","72,82854","10,022","72,84","60,36838","72,8287","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,85","47,59312","72,83823","10,023","72,85","60,38189","72,83857","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,86","47,59312","72,84797","10,024","72,86","60,38825","72,84827","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,87","47,60424","72,85797","10,024","72,87","60,39222","72,858","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,88","47,61537","72,86813","10,025","72,88","60,39222","72,8679","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,89","47,61775","72,8784","10,026","72,89","60,38586","72,8781","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,9","47,61617","72,88853","10,027","72,9","60,38189","72,8884","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,91","47,62173","72,89867","10,028","72,91","60,38984","72,8986","2,641",,,,,,,,,,,,,,,,,,,,
,,,,"72,92","47,62888","72,9086","10,029","72,92","60,40414","72,9087","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,93","47,62888","72,9184","10,029","72,93","60,41288","72,91863","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,94","47,6249","72,92807","10,03","72,94","60,40971","72,92837","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,95","47,62411","72,93784","10,031","72,95","60,39937","72,93803","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,96","47,62888","72,94787","10,032","72,96","60,39222","72,94784","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,97","47,63603","72,95817","10,033","72,97","60,39699","72,95793","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,98","47,64716","72,96844","10,033","72,98","60,41288","72,9682","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"72,99","47,65749","72,97864","10,034","72,99","60,4264","72,9784","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73","47,66305","72,98867","10,035","73","60,43275","72,98857","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,01","47,66067","72,99847","10,036","73,01","60,43434","72,9986","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,02","47,6559","73,0082","10,037","73,02","60,43911","73,00843","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,03","47,65431","73,01804","10,038","73,03","60,44865","73,0182","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,04","47,65828","73,028","10,039","73,04","60,45818","73,028","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,05","47,66464","73,03823","10,039","73,05","60,46693","73,03803","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,06","47,67179","73,04843","10,04","73,06","60,47328","73,0483","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,07","47,68133","73,0585","10,042","73,07","60,47487","73,05857","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,08","47,69246","73,0686","10,042","73,08","60,47487","73,06863","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,09","47,69881","73,07854","10,043","73,09","60,47805","73,07864","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,1","47,69881","73,08823","10,044","73,1","60,486","73,08853","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,11","47,69405","73,098","10,044","73,11","60,49156","73,09827","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,12","47,69246","73,10797","10,045","73,12","60,49156","73,10797","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,13","47,69881","73,1181","10,046","73,13","60,48918","73,11794","2,64",,,,,,,,,,,,,,,,,,,,
,,,,"73,14","47,70915","73,12836","10,047","73,14","60,48838","73,12814","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,15","47,71709","73,1385","10,048","73,15","60,49156","73,13837","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,16","47,71948","73,14864","10,049","73,16","60,50269","73,14854","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,17","47,71869","73,15857","10,049","73,17","60,51858","73,15867","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,18","47,71948","73,16833","10,05","73,18","60,53607","73,1686","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,19","47,72345","73,17807","10,051","73,19","60,54322","73,17834","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,2","47,72742","73,1879","10,051","73,2","60,54004","73,188","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,21","47,72822","73,19797","10,052","73,21","60,53209","73,1978","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,22","47,73061","73,20827","10,053","73,22","60,53209","73,20787","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,23","47,73617","73,21854","10,054","73,23","60,54004","73,21817","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,24","47,73935","73,22867","10,055","73,24","60,54958","73,22843","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,25","47,74094","73,23863","10,056","73,25","60,55593","73,23867","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,26","47,74173","73,2484","10,057","73,26","60,55911","73,24873","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,27","47,7457","73,25817","10,058","73,27","60,56229","73,2585","2,639",,,,,,,,,,,,,,,,,,,,
,,,,"73,28","47,75286","73,268","10,059","73,28","60,56468","73,2682","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,29","47,76319","73,27803","10,06","73,29","60,56786","73,27797","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,3","47,77511","73,28823","10,06","73,3","60,5758","73,288","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,31","47,791","73,29843","10,061","73,31","60,58534","73,2983","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,32","47,80133","73,30853","10,062","73,32","60,59408","73,30853","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,33","47,79895","73,3186","10,063","73,33","60,60044","73,31857","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,34","47,79498","73,32857","10,063","73,34","60,60839","73,3286","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,35","47,79736","73,33833","10,064","73,35","60,61872","73,3385","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,36","47,80372","73,34804","10,065","73,36","60,62587","73,34827","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,37","47,80452","73,35793","10,066","73,37","60,63064","73,358","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,38","47,80372","73,3681","10,067","73,38","60,63064","73,36794","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,39","47,80372","73,37836","10,068","73,39","60,62984","73,37817","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,4","47,80849","73,3885","10,069","73,4","60,63064","73,3884","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,41","47,81723","73,39864","10,07","73,41","60,63223","73,39854","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,42","47,82677","73,40867","10,071","73,42","60,63223","73,4087","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,43","47,83154","73,41843","10,072","73,43","60,63302","73,41867","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,44","47,83551","73,42807","10,073","73,44","60,63302","73,4284","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,45","47,83789","73,4379","10,074","73,45","60,63541","73,43806","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,46","47,84266","73,448","10,074","73,46","60,63779","73,44794","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,47","47,85061","73,45834","10,075","73,47","60,64415","73,45797","2,638",,,,,,,,,,,,,,,,,,,,
,,,,"73,48","47,85617","73,4685","10,076","73,48","60,65528","73,46823","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,49","47,86015","73,4786","10,077","73,49","60,67117","73,47843","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,5","47,86174","73,4886","10,077","73,5","60,6815","73,4886","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,51","47,86491","73,49837","10,078","73,51","60,67912","73,49863","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,52","47,8673","73,5081","10,079","73,52","60,67355","73,50843","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,53","47,8665","73,51797","10,08","73,53","60,67753","73,51817","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,54","47,8673","73,52807","10,081","73,54","60,68389","73,52797","2,637",,,,,,,,,,,,,,,,,,,,
,,,,"73,55","47,87604","73,5383","10,081","73,55","60,68389","73,53796","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,56","47,88478","73,54847","10,082","73,56","60,67594","73,54827","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,57","47,88478","73,55853","10,083","73,57","60,67594","73,5585","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,58","47,87843","73,56857","10,084","73,58","60,68468","73,56857","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,59","47,87604","73,5785","10,085","73,59","60,69104","73,5786","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,6","47,88558","73,5882","10,086","73,6","60,69024","73,5885","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,61","47,90068","73,598","10,087","73,61","60,68707","73,59824","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,62","47,90942","73,608","10,088","73,62","60,68866","73,60793","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,63","47,90942","73,61816","10,089","73,63","60,69263","73,6179","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,64","47,91021","73,6285","10,09","73,64","60,69581","73,62804","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,65","47,91896","73,6386","10,091","73,65","60,70375","73,63837","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,66","47,92929","73,64867","10,091","73,66","60,71408","73,64854","2,636",,,,,,,,,,,,,,,,,,,,
,,,,"73,67","47,93803","73,6586","10,092","73,67","60,72283","73,65874","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,68","47,94518","73,66833","10,093","73,68","60,72442","73,66873","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,69","47,95392","73,67807","10,094","73,69","60,72283","73,67837","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,7","47,95631","73,6879","10,095","73,7","60,72839","73,688","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,71","47,94757","73,69797","10,096","73,71","60,74269","73,69787","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,72","47,93882","73,7082","10,097","73,72","60,7578","73,708","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,73","47,93803","73,71844","10,097","73,73","60,76733","73,71823","2,635",,,,,,,,,,,,,,,,,,,,
,,,,"73,74","47,94598","73,72857","10,098","73,74","60,77369","73,72847","2,634",,,,,,,,,,,,,,,,,,,,
,,,,"73,75","47,95631","73,7386","10,099","73,75","60,77607","73,73867","2,634",,,,,,,,,,,,,,,,,,,,
,,,,"73,76","47,95949","73,74844","10,1","73,76","60,77607","73,74866","2,634",,,,,,,,,,,,,,,,,,,,
,,,,"73,77","47,9571","73,75827","10,1","73,77","60,77369","73,75847","2,634",,,,,,,,,,,,,,,,,,,,
,,,,"73,78","47,95631","73,76807","10,101","73,78","60,77369","73,76817","2,634",,,,,,,,,,,,,,,,,,,,
,,,,"73,79","47,95949","73,77807","10,102","73,79","60,77607","73,77797","2,634",,,,,,,,,,,,,,,,,,,,
,,,,"73,8","47,97061","73,7883","10,103","73,8","60,78084","73,788","2,634",,,,,,,,,,,,,,,,,,,,
