"1 _ 1",,,
"Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм"
"12,61","37,86405","207,3618","68,63657"
"12,62","37,85928","207,5285","68,6849"
"12,63","37,86643","207,6952","68,67599"
"12,64","37,90458","207,8621","68,81968"
"12,65","37,94273","208,0286","68,87436"
"12,66","37,9467","208,1951","69,00915"
"12,67","37,9165","208,3619","69,06509"
"12,68","37,87756","208,5286","69,06509"
"12,69","37,87358","208,6951","69,06509"
"12,7","37,92524","208,8618","69,07272"
"12,71","37,99279","209,0286","69,20751"
"12,72","38,0373","209,195","69,25455"
"12,73","38,05001","209,3617","69,25455"
"12,74","38,04128","209,5286","69,42113"
"12,75","38,03651","209,6951","69,47708"
"12,76","38,05558","209,8617","69,48471"
"12,77","38,08896","210,0286","69,61187"
"12,78","38,11518","210,1951","69,65128"
"12,79","38,1128","210,3618","69,65128"
"12,8","38,08578","210,5284","69,78607"
"12,81","38,06909","210,695","69,84075"
"12,82","38,08816","210,8618","69,84075"
"12,83","38,13982","211,0285","69,96027"
"12,84","38,20737","211,1951","69,99207"
"12,85","38,24313","211,3619","70,00732"
"12,86","38,22963","211,5285","69,99969"
"12,87","38,20578","211,695","70,00732"
"12,88","38,21214","211,8618","70,00732"
"12,89","38,25665","212,0285","70,11795"
"12,9","38,32499","212,1949","70,14974"
"12,91","38,37665","212,3617","70,31631"
"12,92","38,3846","212,5287","70,36463"
"12,93","38,38221","212,6952","70,49052"
"12,94","38,40049","212,8618","70,54647"
"12,95","38,44102","213,0286","70,53884"
"12,96","38,49506","213,1951","70,70541"
"12,97","38,53559","213,3618","70,75246"
"12,98","38,53798","213,5286","70,75246"
"12,99","38,51334","213,6952","70,87962"
"13","38,4887","213,8618","70,92667"
"13,01","38,48553","214,0284","70,92667"
"13,02","38,51573","214,1951","70,92667"
"13,03","38,54911","214,3619","70,92667"
"13,04","38,56182","214,5285","70,92667"
"13,05","38,57613","214,695","71,02966"
"13,06","38,59997","214,8618","71,08561"
"13,07","38,62143","215,0286","71,17971"
"13,08","38,64368","215,195","71,2204"
"13,09","38,65957","215,3618","71,33865"
"13,1","38,66593","215,5285","71,37807"
"13,11","38,6707","215,6949","71,37807"
"13,12","38,67467","215,8617","71,37045"
"13,13","38,68182","216,0286","71,37045"
"13,14","38,71679","216,1952","71,37045"
"13,15","38,76527","216,3618","71,37807"
"13,16","38,81614","216,5285","71,48107"
"13,17","38,86541","216,6952","71,51286"
"13,18","38,89005","216,8619","71,67181"
"13,19","38,88528","217,0286","71,73538"
"13,2","38,87892","217,1952","71,82185"
"13,21","38,87653","217,3619","71,83838"
"13,22","38,87733","217,5285","71,87017"
"13,23","38,89243","217,6951","71,86127"
"13,24","38,90673","217,8619","72,00368"
"13,25","38,91786","218,0286","72,03547"
"13,26","38,94806","218,195","72,03547"
"13,27","38,98859","218,3619","72,04437"
"13,28","39,02435","218,5287","72,18679"
"13,29","39,0625","218,695","72,25037"
"13,3","39,09747","218,8617","72,25037"
"13,31","39,1221","219,0285","72,258"
"13,32","39,13243","219,195","72,25037"
"13,33","39,12131","219,3617","72,37625"
"13,34","39,1078","219,5286","72,43983"
"13,35","39,11654","219,6952","72,57462"
"13,36","39,12767","219,8617","72,62167"
"13,37","39,1221","220,0285","72,62167"
"13,38","39,11257","220,1951","72,63056"
"13,39","39,10621","220,3618","72,76535"
"13,4","39,12767","220,5285","72,80477"
"13,41","39,18648","220,6951","72,80477"
"13,42","39,24449","220,8619","72,8124"
"13,43","39,28105","221,0285","72,95481"
"13,44","39,31443","221,195","73,00314"
"13,45","39,33032","221,3618","73,00314"
"13,46","39,33191","221,5285","73,14555"
"13,47","39,34145","221,6951","73,20023"
"13,48","39,35735","221,8618","73,31976"
"13,49","39,36847","222,0287","73,37443"
"13,5","39,37324","222,195","73,49396"
"13,51","39,36847","222,3617","73,54101"
"13,52","39,37324","222,5287","73,644"
"13,53","39,40185","222,6952","73,68342"
"13,54","39,44556","222,8618","73,68342"
"13,55","39,49165","223,0286","73,68342"
"13,56","39,53059","223,1952","73,68342"
"13,57","39,56159","223,3618","73,69232"
"13,58","39,59258","223,5285","73,69232"
"13,59","39,64663","223,6952","73,81821"
"13,6","39,71656","223,8619","73,86652"
"13,61","39,76981","224,0285","74,0242"
"13,62","39,77219","224,1951","74,08778"
"13,63","39,73007","224,362","74,1984"
"13,64","39,69193","224,5285","74,24673"
"13,65","39,68795","224,695","74,2391"
"13,66","39,71656","224,8617","74,25436"
"13,67","39,75232","225,0286","74,37261"
"13,68","39,76981","225,195","74,42093"
"13,69","39,75868","225,3617","74,42093"
"13,7","39,74199","225,5285","74,56335"
"13,71","39,74994","225,695","74,60276"
"13,72","39,79524","225,8616","74,60276"
"13,73","39,86915","226,0285","74,60276"
"13,74","39,92796","226,1951","74,71339"
"13,75","39,94783","226,3618","74,75408"
"13,76","39,94783","226,5284","74,76171"
"13,77","39,95021","226,6951","74,75408"
"13,78","39,96293","226,8618","74,89649"
"13,79","39,99313","227,0284","74,94354"
"13,8","40,03604","227,1951","75,08596"
"13,81","40,05988","227,3618","75,13428"
"13,82","40,05353","227,5286","75,13428"
"13,83","40,03922","227,6952","75,29195"
"13,84","40,03922","227,862","75,3479"
"13,85","40,08452","228,0287","75,3479"
"13,86","40,16399","228,195","75,35553"
"13,87","40,21486","228,3618","75,32374"
"13,88","40,21883","228,5287","75,49795"
"13,89","40,20373","228,6951","75,6251"
"13,9","40,1926","228,8618","75,65689"
"13,91","40,19896","229,0286","75,65689"
"13,92","40,21565","229,1951","75,84635"
"13,93","40,22837","229,3618","75,90993"
"13,94","40,23234","229,5285","75,90993"
"13,95","40,2379","229,6951","75,91883"
"13,96","40,24267","229,8617","76,01293"
"13,97","40,26175","230,0286","76,04472"
"13,98","40,2983","230,1953","76,06125"
"13,99","40,33009","230,3619","76,19604"
"14","40,33566","230,5284","76,23545"
"14,01","40,31658","230,6951","76,23545"
"14,02","40,30466","230,8619","76,24308"
"14,03","40,32453","231,0286","76,23545"
"14,04","40,36983","231,1951","76,3855"
"14,05","40,41195","231,3618","76,44144"
"14,06","40,43023","231,5285","76,57623"
"14,07","40,42546","231,695","76,61565"
"14,08","40,42149","231,8617","76,59912"
"14,09","40,43897","232,0285","76,59912"
"14,1","40,47712","232,195","76,74281"
"14,11","40,53593","232,3617","76,78223"
"14,12","40,60507","232,5286","76,78223"
"14,13","40,6615","232,6953","76,78223"
"14,14","40,69567","232,8618","76,89285"
"14,15","40,72189","233,0285","76,93227"
"14,16","40,74494","233,1951","77,06705"
"14,17","40,76242","233,3618","77,12301"
"14,18","40,76799","233,5286","77,13064"
"14,19","40,76322","233,6952","77,13064"
"14,2","40,75607","233,8619","77,25779"
"14,21","40,74494","234,0285","77,29721"
"14,22","40,72189","234,195","77,28831"
"14,23","40,70441","234,3619","77,432"
"14,24","40,7052","234,5285","77,47141"
"14,25","40,71792","234,695","77,47141"
"14,26","40,73858","234,8618","77,47141"
"14,27","40,77037","235,0286","77,62146"
"14,28","40,80375","235,195","77,66088"
"14,29","40,83633","235,3617","77,70029"
"14,3","40,86574","235,5285","77,80329"
"14,31","40,89355","235,695","77,83508"
"14,32","40,92852","235,8617","77,84399"
"14,33","40,96906","236,0286","77,95461"
"14,34","40,99687","236,1952","78,00166"
"14,35","41,00482","236,3618","78,00166"
"14,36","40,99369","236,5284","78,11356"
"14,37","40,98813","236,6951","78,15298"
"14,38","41,01197","236,8618","78,2636"
"14,39","41,04614","237,0285","78,30302"
"14,4","41,06204","237,1951","78,46197"
"14,41","41,06204","237,3619","78,51664"
"14,42","41,05727","237,5286","78,51664"
"14,43","41,07316","237,6951","78,52554"
"14,44","41,13595","237,8618","78,50901"
"14,45","41,22496","238,0285","78,50901"
"14,46","41,30204","238,195","78,51664"
"14,47","41,35291","238,3618","78,52554"
"14,48","41,37357","238,5287","78,51664"
"14,49","41,3688","238,6951","78,65143"
"14,5","41,35609","238,8617","78,78622"
"14,51","41,33701","239,0285","78,82563"
"14,52","41,30125","239,1951","78,95279"
"14,53","41,25754","239,3618","78,99984"
"14,54","41,22496","239,5285","78,99221"
"14,55","41,22098","239,6951","78,99221"
"14,56","41,25754","239,8618","78,99221"
"14,57","41,32191","240,0285","78,99221"
"14,58","41,38947","240,1951","78,99221"
"14,59","41,44033","240,3619","79,13462"
"14,6","41,47053","240,5285","79,18295"
"14,61","41,48881","240,6951","79,31773"
"14,62","41,50391","240,8619","79,35715"
"14,63","41,53252","241,0286","79,46777"
"14,64","41,56272","241,195","79,51482"
"14,65","41,57146","241,3617","79,51482"
"14,66","41,55159","241,5285","79,6496"
"14,67","41,52139","241,6951","79,69793"
"14,68","41,50629","241,8618","79,68903"
"14,69","41,52854","242,0287","79,68903"
"14,7","41,57384","242,1952","79,78439"
"14,71","41,61835","242,3617","79,81618"
"14,72","41,6549","242,5285","79,81618"
"14,73","41,6851","242,6952","79,81618"
"14,74","41,701","242,8619","79,9675"
"14,75","41,71928","243,0286","80,01455"
"14,76","41,75266","243,1952","80,14933"
"14,77","41,7916","243,3619","80,20401"
"14,78","41,82021","243,5286","80,29938"
"14,79","41,84008","243,6952","80,3388"
"14,8","41,85836","243,8619","80,35532"
"14,81","41,88299","244,0285","80,36295"
"14,82","41,90127","244,195","80,36295"
"14,83","41,90366","244,3619","80,36295"
"14,84","41,89889","244,5286","80,50537"
"14,85","41,90127","244,695","80,55369"
"14,86","41,90524","244,8617","80,54479"
"14,87","41,90842","245,0286","80,54479"
"14,88","41,91955","245,1951","80,68848"
"14,89","41,93703","245,3617","80,73553"
"14,9","41,96405","245,5285","80,73553"
"14,91","42,00697","245,6951","80,71899"
"14,92","42,05465","245,8617","80,73553"
"14,93","42,09836","246,0285","80,87794"
"14,94","42,13095","246,1951","81,05215"
"14,95","42,1524","246,3617","81,10046"
"14,96","42,15717","246,5283","81,10809"
"14,97","42,1532","246,695","81,22635"
"14,98","42,1524","246,8618","81,25814"
"14,99","42,1532","247,0284","81,26577"
"15","42,16353","247,1949","81,40055"
"15,01","42,19055","247,3618","81,44125"
"15,02","42,23426","247,5286","81,44125"
"15,03","42,28274","247,6952","81,44125"
"15,04","42,3185","247,8619","81,44888"
"15,05","42,3487","248,0287","81,59129"
"15,06","42,38605","248,195","81,63071"
"15,07","42,41307","248,3618","81,75787"
"15,08","42,41387","248,5287","81,80491"
"15,09","42,41307","248,6952","81,91553"
"15,1","42,42261","248,8617","81,96386"
"15,11","42,42659","249,0285","81,94733"
"15,12","42,42261","249,1952","81,96386"
"15,13","42,42261","249,3618","81,97149"
"15,14","42,44089","249,5285","81,97149"
"15,15","42,4846","249,6951","81,97149"
"15,16","42,52593","249,8617","82,13043"
"15,17","42,54103","250,0285","82,17748"
"15,18","42,5442","250,1952","82,29574"
"15,19","42,5442","250,3619","82,33643"
"15,2","42,53467","250,5285","82,34406"
"15,21","42,53387","250,695","82,52589"
"15,22","42,54739","250,8618","82,58184"
"15,23","42,57043","251,0286","82,7001"
"15,24","42,59507","251,195","82,85141"
"15,25","42,60381","251,3617","82,89083"
"15,26","42,60619","251,5285","82,89083"
"15,27","42,63401","251,6951","82,8832"
"15,28","42,67852","251,8617","82,8832"
"15,29","42,71666","252,0286","82,8832"
"15,3","42,75004","252,195","82,89083"
"15,31","42,77468","252,3617","83,00909"
"15,32","42,79693","252,5285","83,04087"
"15,33","42,82792","252,6952","83,03324"
"15,34","42,85336","252,8618","83,24686"
"15,35","42,86925","253,0285","83,31045"
"15,36","42,88197","253,1951","83,41344"
"15,37","42,88514","253,3619","83,46049"
"15,38","42,89309","253,5286","83,45286"
"15,39","42,9225","253,6951","83,45286"
"15,4","42,95428","253,8619","83,45286"
"15,41","42,97972","254,0286","83,45286"
"15,42","42,99323","254,195","83,54823"
"15,43","42,98131","254,3618","83,74659"
"15,44","42,9678","254,5286","83,77838"
"15,45","42,97416","254,6951","83,77838"
"15,46","42,99641","254,8617","83,78601"
"15,47","43,03773","255,0286","83,88901"
"15,48","43,0886","255,1951","83,92843"
"15,49","43,12992","255,3618","83,93606"
"15,5","43,15932","255,5286","83,93606"
"15,51","43,1784","255,6952","84,05558"
"15,52","43,18555","255,8618","84,08737"
"15,53","43,19032","256,0285","84,198"
"15,54","43,18953","256,1951","84,23742"
"15,55","43,18793","256,3618","84,23742"
"15,56","43,19747","256,5284","84,24505"
"15,57","43,21098","256,6951","84,3722"
"15,58","43,23006","256,8619","84,41162"
"15,59","43,26582","257,0285","84,41925"
"15,6","43,30476","257,195","84,41162"
"15,61","43,34529","257,3619","84,58582"
"15,62","43,39218","257,5286","84,64178"
"15,63","43,42635","257,6951","84,76893"
"15,64","43,44781","257,8619","84,81598"
"15,65","43,46132","258,0286","84,99018"
"15,66","43,4645","258,195","85,03723"
"15,67","43,46609","258,3617","85,03723"
"15,68","43,47801","258,5286","85,04613"
"15,69","43,49152","258,6952","85,14913"
"15,7","43,50503","258,8617","85,18092"
"15,71","43,5249","259,0285","85,18092"
"15,72","43,53762","259,1951","85,06902"
"15,73","43,54954","259,3618","85,14913"
"15,74","43,58768","259,5285","85,17202"
"15,75","43,63934","259,6951","85,17202"
"15,76","43,68623","259,8618","85,3068"
"15,77","43,72199","260,0285","85,35513"
"15,78","43,73789","260,1951","85,49754"
"15,79","43,73868","260,3619","85,52933"
"15,8","43,74027","260,5285","85,53696"
"15,81","43,74743","260,695","85,67175"
"15,82","43,76491","260,8618","85,72642"
"15,83","43,78796","261,0286","85,84595"
"15,84","43,80147","261,195","85,88537"
"15,85","43,80305","261,3618","85,88537"
"15,86","43,80544","261,5286","86,02778"
"15,87","43,81259","261,6951","86,09136"
"15,88","43,82133","261,8618","86,09136"
"15,89","43,83723","262,0286","86,09136"
"15,9","43,88015","262,1951","86,09136"
"15,91","43,95406","262,3617","86,08373"
"15,92","44,03273","262,5285","86,08373"
"15,93","44,0979","262,6952","86,18673"
"15,94","44,13923","262,8619","86,33677"
"15,95","44,14876","263,0286","86,38509"
"15,96","44,14002","263,1951","86,47919"
"15,97","44,12254","263,3619","86,51098"
"15,98","44,09711","263,5286","86,5275"
"15,99","44,07883","263,6951","86,53513"
"16","44,08598","263,8619","86,53513"
"16,01","44,10426","264,0285","86,5275"
"16,02","44,12254","264,195","86,53513"
"16,03","44,14956","264,3618","86,70934"
"16,04","44,18691","264,5286","86,86829"
"16,05","44,22347","264,695","86,90008"
"16,06","44,24969","264,8617","87,05012"
"16,07","44,264","265,0286","87,08954"
"16,08","44,27274","265,1952","87,08954"
"16,09","44,26956","265,3618","87,18491"
"16,1","44,25287","265,5285","87,24085"
"16,11","44,24334","265,6951","87,24085"
"16,12","44,24572","265,8618","87,38327"
"16,13","44,26956","266,0285","87,42269"
"16,14","44,30612","266,1952","87,43032"
"16,15","44,33553","266,3618","87,43032"
"16,16","44,35619","266,5284","87,43032"
"16,17","44,38083","266,695","87,54984"
"16,18","44,41659","266,8619","87,58036"
"16,19","44,46745","267,0285","87,57273"
"16,2","44,52388","267,1949","87,70752"
"16,21","44,56043","267,3618","87,73931"
"16,22","44,57792","267,5286","87,87409"
"16,23","44,59063","267,6951","87,92114"
"16,24","44,60255","267,8618","87,93005"
"16,25","44,62242","268,0286","87,92114"
"16,26","44,63911","268,1951","88,04067"
"16,27","44,64547","268,3617","88,07246"
"16,28","44,64467","268,5286","88,07246"
"16,29","44,63911","268,6952","88,07246"
"16,3","44,65342","268,8617","88,08009"
"16,31","44,69633","269,0285","88,2225"
"16,32","44,73527","269,1952","88,4285"
"16,33","44,74163","269,3619","88,46029"
"16,34","44,72812","269,5285","88,46792"
"16,35","44,71938","269,6951","88,59507"
"16,36","44,72892","269,8618","88,62686"
"16,37","44,75991","270,0285","88,64212"
"16,38","44,80203","270,195","88,65102"
"16,39","44,84256","270,3619","88,65102"
"16,4","44,86481","270,5285","88,65102"
"16,41","44,86243","270,6949","88,80106"
"16,42","44,84733","270,8618","88,87991"
"16,43","44,84018","271,0287","88,9829"
"16,44","44,85846","271,1951","89,01469"
"16,45","44,89899","271,3617","89,01469"
"16,46","44,93475","271,5285","89,13422"
"16,47","44,96574","271,6951","89,03885"
"16,48","45,00945","271,8617","89,12659"
"16,49","45,0635","272,0285","89,16601"
"16,5","45,11595","272,1951","89,28426"
"16,51","45,16125","272,3618","89,33258"
"16,52","45,17317","272,5285","89,32368"
"16,53","45,15012","272,6951","89,5462"
"16,54","45,11595","272,8619","89,59325"
"16,55","45,08495","273,0284","89,59325"
"16,56","45,06906","273,195","89,58562"
"16,57","45,0778","273,3619","89,69625"
"16,58","45,10959","273,5286","89,73566"
"16,59","45,16363","273,6951","89,73566"
"16,6","45,22006","273,8618","89,74457"
"16,61","45,26059","274,0286","89,87045"
"16,62","45,29158","274,195","89,91877"
"16,63","45,3186","274,3618","89,90224"
"16,64","45,33927","274,5286","89,91877"
"16,65","45,36629","274,6951","90,04465"
"16,66","45,40205","274,8617","90,09298"
"16,67","45,42033","275,0286","90,26718"
"16,68","45,42192","275,1952","90,37781"
"16,69","45,41318","275,3618","90,4096"
"16,7","45,39728","275,5285","90,41723"
"16,71","45,39331","275,6952","90,41723"
"16,72","45,4092","275,8618","90,41723"
"16,73","45,43066","276,0286","90,4096"
"16,74","45,46404","276,1951","90,41723"
"16,75","45,50457","276,3618","90,41723"
"16,76","45,53716","276,5284","90,54438"
"16,77","45,57212","276,6951","90,57617"
"16,78","45,60232","276,8619","90,72622"
"16,79","45,6214","277,0286","90,93221"
"16,8","45,64365","277,195","90,97163"
"16,81","45,6651","277,3618","90,97163"
"16,82","45,68497","277,5286","90,98053"
"16,83","45,71438","277,6951","90,94874"
"16,84","45,73901","277,8618","91,08353"
"16,85","45,75014","278,0286","91,11532"
"16,86","45,7716","278,1951","91,10641"
"16,87","45,78511","278,3618","91,10641"
"16,88","45,78511","278,5286","91,26536"
"16,89","45,79544","278,6952","91,30478"
"16,9","45,81769","278,8617","91,30478"
"16,91","45,83915","279,0285","91,47898"
"16,92","45,86379","279,1951","91,53493"
"16,93","45,88048","279,3618","91,53493"
"16,94","45,89399","279,5284","91,63793"
"16,95","45,92021","279,695","91,66972"
"16,96","45,94008","279,8618","91,81213"
"16,97","45,95359","280,0285","91,85918"
"16,98","45,96551","280,195","91,85918"
"16,99","45,95439","280,3618","91,97871"
"17","45,93134","280,5285","92,00159"
"17,01","45,91624","280,695","92,00159"
"17,02","45,91386","280,8618","92,0105"
"17,03","45,94803","281,0287","92,0105"
"17,04","46,02988","281,1951","92,00159"
"17,05","46,11413","281,3617","91,98634"
"17,06","46,1785","281,5285","92,1758"
"17,07","46,21665","281,6951","92,21649"
"17,08","46,22857","281,8618","92,33475"
"17,09","46,24128","282,0285","92,36654"
"17,1","46,25797","282,1951","92,36654"
"17,11","46,27546","282,3618","92,46191"
"17,12","46,29374","282,5285","92,50132"
"17,13","46,30168","282,6952","92,50132"
"17,14","46,29294","282,8619","92,50132"
"17,15","46,29612","283,0286","92,61958"
"17,16","46,32235","283,1951","92,67553"
"17,17","46,35652","283,3619","92,81031"
"17,18","46,3899","283,5287","92,84973"
"17,19","46,405","283,6951","92,84973"
"17,2","46,41215","283,8618","92,84973"
"17,21","46,43758","284,0285","92,84973"
"17,22","46,47891","284,195","92,84973"
"17,23","46,51944","284,3618","92,96926"
"17,24","46,54964","284,5286","93,0163"
"17,25","46,55838","284,695","93,13456"
"17,26","46,54408","284,8616","93,30114"
"17,27","46,51706","285,0286","93,34055"
"17,28","46,4948","285,1953","93,34055"
"17,29","46,49798","285,3618","93,34055"
"17,3","46,52739","285,5285","93,34055"
"17,31","46,56474","285,6951","93,34946"
"17,32","46,59891","285,8618","93,48425"
"17,33","46,62991","286,0285","93,53129"
"17,34","46,66328","286,1951","93,68134"
"17,35","46,70858","286,3618","93,72965"
"17,36","46,75388","286,5284","93,72076"
"17,37","46,78488","286,695","93,84028"
"17,38","46,80236","286,8618","93,87207"
"17,39","46,80951","287,0286","93,87207"
"17,4","46,81587","287,1949","93,8797"
"17,41","46,82302","287,3617","94,01449"
"17,42","46,82779","287,5286","94,0539"
"17,43","46,83654","287,6951","94,22811"
"17,44","46,85402","287,8618","94,28406"
"17,45","46,87071","288,0286","94,28406"
"17,46","46,88819","288,1952","94,42648"
"17,47","46,91521","288,3618","94,45826"
"17,48","46,95575","288,5286","94,45826"
"17,49","47,00978","288,6952","94,45826"
"17,5","47,07177","288,8617","94,45826"
"17,51","47,13138","289,0285","94,45063"
"17,52","47,18065","289,1951","94,45826"
"17,53","47,20052","289,3619","94,55363"
"17,54","47,19655","289,5285","94,59305"
"17,55","47,18065","289,6951","94,72784"
"17,56","47,15125","289,8618","94,76725"
"17,57","47,11787","290,0285","94,86262"
"17,58","47,09482","290,195","94,89441"
"17,59","47,08369","290,3619","94,89441"
"17,6","47,09641","290,5286","94,89441"
"17,61","47,13456","290,695","95,1004"
"17,62","47,18304","290,8617","95,15508"
"17,63","47,23628","291,0285","95,15508"
"17,64","47,29271","291,195","95,28223"
"17,65","47,35072","291,3617","95,31403"
"17,66","47,39761","291,5285","95,44118"
"17,67","47,40953","291,6953","95,4806"
"17,68","47,38251","291,8618","95,4806"
"17,69","47,35708","292,0285","95,47297"
"17,7","47,35947","292,195","95,47297"
"17,71","47,38649","292,3618","95,47297"
"17,72","47,42543","292,5285","95,59885"
"17,73","47,46119","292,6952","95,63828"
"17,74","47,47709","292,8619","95,65481"
"17,75","47,48503","293,0285","95,78959"
"17,76","47,50967","293,195","95,82138"
"17,77","47,55259","293,3618","95,82901"
"17,78","47,60663","293,5286","95,97906"
"17,79","47,65828","293,6951","96,01084"
"17,8","47,69405","293,8618","96,01847"
"17,81","47,70835","294,0286","96,01847"
"17,82","47,70279","294,1951","96,19395"
"17,83","47,67895","294,3618","96,23337"
"17,84","47,65431","294,5286","96,35925"
"17,85","47,64557","294,695","96,40757"
"17,86","47,64716","294,8616","96,54236"
"17,87","47,65351","295,0285","96,57415"
"17,88","47,66703","295,1953","96,57415"
"17,89","47,68769","295,3619","96,57415"
"17,9","47,71869","295,5285","96,69241"
"17,91","47,76875","295,6951","96,71656"
"17,92","47,83154","295,8618","96,85898"
"17,93","47,88558","296,0285","96,8984"
"17,94","47,92134","296,1951","96,8984"
"17,95","47,94121","296,3619","96,8984"
"17,96","47,9571","296,5285","96,8984"
"17,97","47,97538","296,695","96,8984"
"17,98","47,99287","296,8618","97,0726"
"17,99","48,01114","297,0286","97,12092"
"18","48,03578","297,195","97,12092"
"18,01","48,0628","297,3617","97,22392"
"18,02","48,08108","297,5286","97,26334"
"18,03","48,09221","297,6952","97,4617"
"18,04","48,10333","297,8618","97,50112"
"18,05","48,11923","298,0286","97,6359"
"18,06","48,13512","298,1951","97,67532"
"18,07","48,14386","298,3618","97,67532"
"18,08","48,15896","298,5286","97,67532"
"18,09","48,19314","298,6953","97,67532"
"18,1","48,24241","298,8618","97,67532"
"18,11","48,2893","299,0284","97,78595"
"18,12","48,32268","299,195","97,98431"
"18,13","48,32983","299,3619","98,02374"
"18,14","48,33221","299,5284","98,15089"
"18,15","48,34254","299,6949","98,20557"
"18,16","48,34254","299,8618","98,19794"
"18,17","48,32983","300,0286","98,31619"
"18,18","48,32586","300,1951","98,34798"
"18,19","48,33381","300,3618","98,34798"
"18,2","48,35208","300,5285","98,34798"
"18,21","48,38626","300,695","98,34798"
"18,22","48,42679","300,8617","98,34798"
"18,23","48,46652","301,0286","98,34798"
"18,24","48,50467","301,1952","98,47514"
"18,25","48,53566","301,3617","98,4993"
"18,26","48,55712","301,5285","98,65697"
"18,27","48,56984","301,6952","98,69766"
"18,28","48,56984","301,8618","98,82355"
"18,29","48,56746","302,0285","98,98249"
"18,3","48,56984","302,1951","99,00665"
"18,31","48,57619","302,3619","98,99775"
"18,32","48,60083","302,5285","99,17196"
"18,33","48,64852","302,6952","99,22791"
"18,34","48,70732","302,8619","99,23553"
"18,35","48,7725","303,0285","99,23553"
"18,36","48,82892","303,195","99,23553"
"18,37","48,86389","303,3618","99,22791"
"18,38","48,87581","303,5287","99,23553"
"18,39","48,87263","303,6951","99,3309"
"18,4","48,87502","303,8618","99,35506"
"18,41","48,89091","304,0286","99,44916"
"18,42","48,89727","304,1951","99,48095"
"18,43","48,8917","304,3618","99,69584"
"18,44","48,89568","304,5286","99,75052"
"18,45","48,90521","304,6952","99,91709"
"18,46","48,91872","304,8617","99,95651"
"18,47","48,94495","305,0285","99,96414"
"18,48","48,96561","305,1951","99,95651"
"18,49","48,98707","305,3618","99,95651"
"18,5","49,01727","305,5285","99,96414"
"18,51","49,04111","305,6951","100,0595"
"18,52","49,0578","305,8618","100,1078"
"18,53","49,08244","306,0285","100,2337"
"18,54","49,09992","306,195","100,2731"
"18,55","49,10867","306,3618","100,2731"
"18,56","49,1174","306,5285","100,2731"
"18,57","49,12059","306,695","100,4003"
"18,58","49,13966","306,8618","100,4244"
"18,59","49,18734","307,0286","100,4244"
"18,6","49,24615","307,195","100,4321"
"18,61","49,30894","307,3617","100,4321"
"18,62","49,3598","307,5286","100,591"
"18,63","49,38046","307,6951","100,6381"
"18,64","49,38762","307,8618","100,7652"
"18,65","49,38762","308,0285","100,797"
"18,66","49,38046","308,1951","100,9076"
"18,67","49,38682","308,3618","100,9318"
"18,68","49,4051","308,5285","100,9318"
"18,69","49,41861","308,6952","100,9318"
"18,7","49,43848","308,8618","100,9394"
"18,71","49,45278","309,0285","101,0984"
"18,72","49,45676","309,1951","101,1454"
"18,73","49,4655","309,3619","101,2802"
"18,74","49,47265","309,5285","101,3438"
"18,75","49,47265","309,695","101,4468"
"18,76","49,48616","309,8618","101,462"
"18,77","49,51477","310,0286","101,4697"
"18,78","49,55371","310,195","101,462"
"18,79","49,60458","310,3617","101,4697"
"18,8","49,64511","310,5285","101,4786"
"18,81","49,6753","310,6951","101,4786"
"18,82","49,70391","310,8617","101,6528"
"18,83","49,71027","311,0286","101,6922"
"18,84","49,71504","311,1951","101,6922"
"18,85","49,73809","311,3617","101,8105"
"18,86","49,76749","311,5284","101,8499"
"18,87","49,79849","311,6951","101,8499"
"18,88","49,82312","311,8619","101,9452"
"18,89","49,83346","312,0286","101,977"
"18,9","49,85492","312,1952","101,977"
"18,91","49,8875","312,3619","102,1283"
"18,92","49,90816","312,5286","102,1678"
"18,93","49,92644","312,6951","102,1678"
"18,94","49,93518","312,8619","102,1754"
"18,95","49,93041","313,0286","102,3026"
"18,96","49,93995","313,195","102,342"
"18,97","49,96061","313,3618","102,342"
"18,98","49,98286","313,5287","102,3572"
"18,99","50,02658","313,6951","102,5162"
"19","50,06711","313,8617","102,5632"
"19,01","50,083","314,0286","102,6662"
"19,02","50,09174","314,1951","102,698"
"19,03","50,08538","314,3617","102,698"
"19,04","50,08062","314,5285","102,857"
"19,05","50,10843","314,6951","102,8964"
"19,06","50,14181","314,8617","102,8887"
"19,07","50,16883","315,0285","102,8887"
"19,08","50,19744","315,1951","102,8964"
"19,09","50,20301","315,3618","102,8964"
"19,1","50,20857","315,5284","103,0235"
"19,11","50,24036","315,695","103,063"
"19,12","50,2634","315,8618","103,2054"
"19,13","50,28486","316,0286","103,2372"
"19,14","50,32301","316,1951","103,4037"
"19,15","50,34606","316,3619","103,4266"
"19,16","50,35798","316,5286","103,5932"
"19,17","50,37785","316,695","103,6326"
"19,18","50,39136","316,8618","103,6326"
"19,19","50,4152","317,0286","103,6326"
"19,2","50,46129","317,195","103,6326"
"19,21","50,50341","317,3617","103,6415"
"19,22","50,54076","317,5286","103,728"
"19,23","50,57256","317,6953","103,7521"
"19,24","50,58606","317,8618","103,7598"
"19,25","50,60911","318,0285","103,8869"
"19,26","50,64487","318,1952","103,9263"
"19,27","50,67348","318,3619","103,9416"
"19,28","50,70369","318,5286","104,0853"
"19,29","50,73071","318,6952","104,1247"
