"1 _ 1",,,
"Время","Сила","Ход","Экст.1"
"сек","Н","мм","мм"
"39,31","124,7803","652,3619","206,6574"
"39,32","124,867","652,5286","206,6727"
"39,33","124,9441","652,6951","206,8316"
"39,34","124,9981","652,8619","206,8469"
"39,35","125,0331","653,0286","206,8469"
"39,36","125,0807","653,195","206,8316"
"39,37","125,1634","653,3619","206,8634"
"39,38","125,2675","653,5287","207,0452"
"39,39","125,37","653,6951","207,0529"
"39,4","125,4463","653,8618","207,0605"
"39,41","125,4868","654,0286","207,2194"
"39,42","125,5091","654,1951","207,2436"
"39,43","125,5449","654,3618","207,2271"
"39,44","125,6196","654,5286","207,2271"
"39,45","125,7388","654,6951","207,2347"
"39,46","125,858","654,8618","207,2512"
"39,47","125,9383","655,0286","207,4089"
"39,48","125,9716","655,1951","207,5755"
"39,49","125,9677","655,3619","207,5996"
"39,5","125,9669","655,5284","207,5996"
"39,51","126,005","655,6951","207,5996"
"39,52","126,0726","655,8619","207,5996"
"39,53","126,1624","656,0287","207,6073"
"39,54","126,2569","656,1951","207,7192"
"39,55","126,3452","656,3618","207,7421"
"39,56","126,4262","656,5286","207,8374"
"39,57","126,5057","656,695","207,8616"
"39,58","126,5844","656,8618","207,8845"
"39,59","126,6551","657,0286","208,0434"
"39,6","126,7179","657,1951","208,051"
"39,61","126,7831","657,3618","208,0587"
"39,62","126,8681","657,5286","208,0587"
"39,63","126,9706","657,6951","208,0752"
"39,64","127,0684","657,8618","208,257"
"39,65","127,1534","658,0286","208,2812"
"39,66","127,2209","658,1951","208,2965"
"39,67","127,267","658,3619","208,3918"
"39,68","127,3028","658,5286","208,4236"
"39,69","127,341","658,6951","208,6143"
"39,7","127,3894","658,8619","208,6055"
"39,71","127,4578","659,0286","208,6055"
"39,72","127,5372","659,1951","208,6055"
"39,73","127,6207","659,3619","208,6143"
"39,74","127,7081","659,5286","208,725"
"39,75","127,7868","659,6951","208,7491"
"39,76","127,8464","659,8618","208,7491"
"39,77","127,8941","660,0287","208,7402"
"39,78","127,9449","660,1951","208,7491"
"39,79","128,0014","660,3618","208,8916"
"39,8","128,0689","660,5286","208,9144"
"39,81","128,146","660,6951","209,1052"
"39,82","128,2239","660,8618","209,1204"
"39,83","128,301","661,0286","209,1204"
"39,84","128,3813","661,1951","209,1293"
"39,85","128,4615","661,3618","209,287"
"39,86","128,5489","661,5284","209,2946"
"39,87","128,6395","661,6951","209,3112"
"39,88","128,7246","661,8618","209,4294"
"39,89","128,7985","662,0286","209,446"
"39,9","128,8533","662,1951","209,6036"
"39,91","128,8907","662,3619","209,6202"
"39,92","128,9105","662,5286","209,6202"
"39,93","128,9296","662,6951","209,6202"
"39,94","128,9876","662,8619","209,6202"
"39,95","129,0981","663,0286","209,6278"
"39,96","129,2435","663,1951","209,7384"
"39,97","129,3866","663,3619","209,7626"
"39,98","129,4899","663,5287","209,9215"
"39,99","129,5487","663,6951","209,9368"
"40","129,5781","663,8618","209,9368"
"40,01","129,5964","664,0286","209,9368"
"40,02","129,6322","664,1951","209,9444"
"40,03","129,6989","664,3618","210,1186"
"40,04","129,7911","664,5286","210,1351"
"40,05","129,9008","664,6951","210,1351"
"40,06","129,9977","664,8618","210,1504"
"40,07","130,0669","665,0286","210,317"
"40,08","130,1082","665,1951","210,3335"
"40,09","130,1432","665,3619","210,3335"
"40,1","130,198","665,5285","210,4683"
"40,11","130,2719","665,695","210,4912"
"40,12","130,3418","665,8619","210,5077"
"40,13","130,3999","666,0287","210,6819"
"40,14","130,4531","666,1951","210,6895"
"40,15","130,5215","666,3618","210,6895"
"40,16","130,6136","666,5285","210,7061"
"40,17","130,7138","666,6951","210,832"
"40,18","130,8123","666,8618","210,832"
"40,19","130,8886","667,0286","210,8396"
"40,2","130,9458","667,1949","210,8396"
"40,21","131,0062","667,3617","210,8561"
"40,22","131,073","667,5286","211,0151"
"40,23","131,1477","667,6952","211,0379"
"40,24","131,2264","667,8619","211,1651"
"40,25","131,3051","668,0286","211,1804"
"40,26","131,3861","668,1951","211,1804"
"40,27","131,4688","668,3619","211,1804"
"40,28","131,5498","668,5286","211,1893"
"40,29","131,6301","668,6951","211,3635"
"40,3","131,6905","668,8618","211,3953"
"40,31","131,7374","669,0284","211,5135"
"40,32","131,7875","669,195","211,53"
"40,33","131,8622","669,3618","211,5211"
"40,34","131,9687","669,5286","211,5211"
"40,35","132,0744","669,6949","211,5377"
"40,36","132,1507","669,8618","211,7271"
"40,37","132,192","670,0287","211,7437"
"40,38","132,2095","670,1952","211,7437"
"40,39","132,2365","670,3619","211,8861"
"40,4","132,2865","670,5286","211,9014"
"40,41","132,3692","670,6951","211,9014"
"40,42","132,4765","670,8618","211,9179"
"40,43","132,5758","671,0286","212,0768"
"40,44","132,668","671,1951","212,1162"
"40,45","132,7642","671,3618","212,2345"
"40,46","132,8524","671,5284","212,251"
"40,47","132,9207","671,6951","212,251"
"40,48","132,9637","671,8619","212,2421"
"40,49","133,005","672,0286","212,251"
"40,5","133,0733","672,1949","212,2663"
"40,51","133,175","672,3618","212,4087"
"40,52","133,2911","672,5286","212,4163"
"40,53","133,3904","672,6951","212,4252"
"40,54","133,4596","672,8619","212,5829"
"40,55","133,508","673,0287","212,5994"
"40,56","133,5478","673,1951","212,5994"
"40,57","133,5947","673,3618","212,6071"
"40,58","133,6551","673,5287","212,7813"
"40,59","133,725","673,6951","212,7978"
"40,6","133,8061","673,8618","212,7889"
"40,61","133,8863","674,0286","212,9949"
"40,62","133,9674","674,1951","213,0038"
"40,63","134,0604","674,3618","213,0114"
"40,64","134,1637","674,5286","213,0038"
"40,65","134,2726","674,6952","213,0191"
"40,66","134,36","674,8618","213,1691"
"40,67","134,4013","675,0286","213,1856"
"40,68","134,4196","675,1951","213,178"
"40,69","134,4434","675,3619","213,1933"
"40,7","134,5086","675,5286","213,3751"
"40,71","134,6215","675,6951","213,4387"
"40,72","134,7351","675,8619","213,4463"
"40,73","134,8186","676,0286","213,5658"
"40,74","134,879","676,195","213,59"
"40,75","134,9338","676,3618","213,59"
"40,76","135,0093","676,5286","213,5976"
"40,77","135,0967","676,6951","213,7553"
"40,78","135,1778","676,8618","213,7642"
"40,79","135,2453","677,0286","213,7642"
"40,8","135,2986","677,1951","213,7718"
"40,81","135,3598","677,3618","213,8901"
"40,82","135,4543","677,5286","213,8901"
"40,83","135,5704","677,6952","213,9142"
"40,84","135,6761","677,8619","213,946"
"40,85","135,7436","678,0286","214,0961"
"40,86","135,7929","678,1951","214,0961"
"40,87","135,8517","678,3619","214,1279"
"40,88","135,9296","678,5286","214,2715"
"40,89","136,0305","678,6951","214,2868"
"40,9","136,141","678,8619","214,2792"
"40,91","136,2403","679,0286","214,2868"
"40,92","136,3301","679,195","214,3898"
"40,93","136,4056","679,3619","214,3974"
"40,94","136,4692","679,5286","214,4051"
"40,95","136,5272","679,6951","214,4292"
"40,96","136,5606","679,8618","214,6199"
"40,97","136,5813","680,0286","214,6276"
"40,98","136,629","680,1952","214,6352"
"40,99","136,7203","680,3619","214,7865"
"41","136,8419","680,5286","214,7776"
"41,01","136,95","680,6951","214,8018"
"41,02","137,0215","680,8618","214,9442"
"41,03","137,0621","681,0286","214,9607"
"41,04","137,0891","681,1951","214,9518"
"41,05","137,1288","681,3618","214,9607"
"41,06","137,2035","681,5284","215,0714"
"41,07","137,3243","681,6951","215,079"
"41,08","137,4618","681,8619","215,0866"
"41,09","137,5627","682,0286","215,1031"
"41,1","137,6255","682,1951","215,2379"
"41,11","137,6788","682,3618","215,2456"
"41,12","137,7352","682,5286","215,2456"
"41,13","137,8179","682,6951","215,2697"
"41,14","137,9196","682,8618","215,4516"
"41,15","138,0165","683,0287","215,4757"
"41,16","138,1064","683,1951","215,6105"
"41,17","138,185","683,3618","215,6258"
"41,18","138,2669","683,5286","215,6258"
"41,19","138,3622","683,6952","215,6258"
"41,2","138,4513","683,8618","215,6334"
"41,21","138,5125","684,0286","215,7682"
"41,22","138,5419","684,1951","215,7758"
"41,23","138,5705","684,3619","215,7923"
"41,24","138,634","684,5285","215,9589"
"41,25","138,7326","684,6951","215,9742"
"41,26","138,8423","684,8618","215,9818"
"41,27","138,9344","685,0286","216,156"
"41,28","138,9861","685,1951","216,1649"
"41,29","139,0203","685,3619","216,156"
"41,3","139,0695","685,5286","216,156"
"41,31","139,1411","685,6951","216,1725"
"41,32","139,2309","685,8619","216,315"
"41,33","139,3223","686,0287","216,3315"
"41,34","139,4041","686,1951","216,3315"
"41,35","139,4772","686,3618","216,3226"
"41,36","139,5535","686,5286","216,3391"
"41,37","139,6513","686,6951","216,465"
"41,38","139,7514","686,8618","216,4739"
"41,39","139,8325","687,0286","216,4968"
"41,4","139,9024","687,1951","216,6875"
"41,41","139,9668","687,3618","216,7117"
"41,42","140,0526","687,5286","216,7117"
"41,43","140,1742","687,6952","216,7117"
"41,44","140,2966","687,8619","216,8465"
"41,45","140,392","688,0286","216,8617"
"41,46","140,4428","688,1951","216,877"
"41,47","140,4611","688,3619","216,9889"
"41,48","140,4977","688,5286","216,9889"
"41,49","140,5716","688,6951","216,9965"
"41,5","140,6773","688,8618","216,9965"
"41,51","140,783","689,0286","217,0118"
"41,52","140,8672","689,1951","217,1949"
"41,53","140,9372","689,3619","217,1949"
"41,54","141","689,5287","217,2025"
"41,55","141,0659","689,6951","217,2267"
"41,56","141,1486","689,8618","217,4009"
"41,57","141,2249","690,0286","217,4238"
"41,58","141,2829","690,1951","217,4238"
"41,59","141,325","690,3618","217,5674"
"41,6","141,3735","690,5284","217,5674"
"41,61","141,4688","690,6951","217,5751"
"41,62","141,5889","690,8618","217,5674"
"41,63","141,7081","691,0286","217,5827"
"41,64","141,8042","691,1951","217,7417"
"41,65","141,8575","691,3618","217,7569"
"41,66","141,8893","691,5284","217,7645"
"41,67","141,9457","691,6951","217,9311"
"41,68","142,0562","691,8619","217,9311"
"41,69","142,2016","692,0286","217,9476"
"41,7","142,3232","692,1951","217,9476"
"41,71","142,3915","692,3619","218,0824"
"41,72","142,4352","692,5286","218,0901"
"41,73","142,4972","692,6951","218,0901"
"41,74","142,5815","692,8618","218,0977"
"41,75","142,6744","693,0286","218,2083"
"41,76","142,7531","693,1951","218,2172"
"41,77","142,8183","693,3618","218,2325"
"41,78","142,8842","693,5287","218,2477"
"41,79","142,978","693,6951","218,3825"
"41,8","143,0988","693,8618","218,399"
"41,81","143,2125","694,0286","218,399"
"41,82","143,2943","694,1951","218,4143"
"41,83","143,3301","694,3619","218,5656"
"41,84","143,3484","694,5285","218,5733"
"41,85","143,4008","694,6951","218,5974"
"41,86","143,4898","694,8618","218,7322"
"41,87","143,5939","695,0286","218,7398"
"41,88","143,683","695,1951","218,7475"
"41,89","143,7457","695,3619","218,9382"
"41,9","143,7982","695,5286","218,9534"
"41,91","143,8578","695,6951","218,9534"
"41,92","143,9341","695,8619","218,9611"
"41,93","144,0318","696,0287","219,1035"
"41,94","144,1296","696,1951","219,1124"
"41,95","144,2067","696,3618","219,12"
"41,96","144,2782","696,5285","219,12"
"41,97","144,364","696,6951","219,1353"
"41,98","144,4673","696,8618","219,2777"
"41,99","144,5651","697,0286","219,3019"
"42","144,6422","697,1951","219,4214"
"42,01","144,6986","697,3618","219,4366"
"42,02","144,7495","697,5286","219,4366"
"42,03","144,8266","697,6951","219,4366"
"42,04","144,9474","697,8619","219,4532"
"42,05","145,0912","698,0286","219,6668"
"42,06","145,2057","698,1951","219,7062"
"42,07","145,2573","698,3619","219,8092"
"42,08","145,2772","698,5287","219,8168"
"42,09","145,3137","698,6951","219,8168"
"42,1","145,39","698,8618","219,8168"
"42,11","145,5037","699,0286","219,8168"
"42,12","145,6205","699,1951","219,8245"
"42,13","145,7087","699,3619","219,9516"
"42,14","145,7779","699,5286","219,9516"
"42,15","145,8518","699,6951","219,9682"
"42,16","145,9392","699,8618","220,2047"
"42,17","146,0179","700,0286","220,2212"
"42,18","146,0656","700,1951","220,2212"
"42,19","146,1013","700,3618","220,2365"
"42,2","146,1466","700,5284","220,3395"
"42,21","146,2181","700,6951","220,3636"
"42,22","146,3262","700,8618","220,4984"
"42,23","146,4534","701,0286","220,5137"
"42,24","146,571","701,1951","220,5137"
"42,25","146,6544","701,3619","220,506"
"42,26","146,7037","701,5285","220,506"
"42,27","146,7617","701,6951","220,506"
"42,28","146,8515","701,8618","220,5226"
"42,29","146,966","702,0286","220,712"
"42,3","147,0828","702,1949","220,6968"
"42,31","147,1742","702,3618","220,7209"
"42,32","147,2426","702,5287","220,665"
"42,33","147,3125","702,6952","220,7286"
"42,34","147,3967","702,8618","220,918"
"42,35","147,4937","703,0286","220,9346"
"42,36","147,5739","703,1951","221,0693"
"42,37","147,624","703,3618","221,0846"
"42,38","147,6717","703,5286","221,0846"
"42,39","147,7456","703,6952","221,0846"
"42,4","147,8569","703,8618","221,0922"
"42,41","147,9816","704,0284","221,2753"
"42,42","148,0865","704,1951","221,3071"
"42,43","148,1565","704,3618","221,5131"
"42,44","148,2026","704,5286","221,5284"
"42,45","148,255","704,6951","221,5284"
"42,46","148,3409","704,8618","221,5284"
"42,47","148,4434","705,0286","221,536"
"42,48","148,5356","705,1951","221,7102"
"42,49","148,6031","705,3619","221,7102"
"42,5","148,6484","705,5286","221,7344"
"42,51","148,6977","705,6951","221,9009"
"42,52","148,7796","705,8618","221,8933"
"42,53","148,8884","706,0287","221,9086"
"42,54","148,9997","706,1951","221,9162"
"42,55","149,0879","706,3618","222,0434"
"42,56","149,1642","706,5286","222,051"
"42,57","149,2453","706,6952","222,0828"
"42,58","149,3327","706,8618","222,2493"
"42,59","149,4312","707,0286","222,2659"
"42,6","149,5274","707,1951","222,257"
"42,61","149,5973","707,3618","222,2735"
"42,62","149,6561","707,5285","222,4401"
"42,63","149,7229","707,6951","222,4553"
"42,64","149,8135","707,8619","222,4553"
"42,65","149,9216","708,0286","222,4719"
"42,66","150,0177","708,1951","222,6537"
"42,67","150,1044","708,3619","222,669"
"42,68","150,1965","708,5287","222,669"
"42,69","150,2887","708,6951","222,6779"
"42,7","150,3809","708,8618","222,6779"
"42,71","150,4715","709,0286","222,7961"
"42,72","150,5637","709,1951","222,7809"
"42,73","150,6416","709,3618","222,8279"
"42,74","150,6821","709,5287","222,9551"
"42,75","150,7219","709,6951","222,9703"
"42,76","150,8006","709,8617","222,978"
"42,77","150,9174","710,0286","223,1051"
"42,78","151,0366","710,1951","223,1204"
"42,79","151,1081","710,3618","223,1204"
"42,8","151,1423","710,5284","223,2475"
"42,81","151,1868","710,6951","223,2717"
"42,82","151,2631","710,8619","223,2641"
"42,83","151,3823","711,0286","223,2793"
"42,84","151,5309","711,195","223,4141"
"42,85","151,6565","711,3618","223,4217"
"42,86","151,7367","711,5286","223,4383"
"42,87","151,7868","711,6951","223,5807"
"42,88","151,8456","711,8619","223,5959"
"42,89","151,9434","712,0287","223,5959"
"42,9","152,0578","712,195","223,5959"
"42,91","152,1635","712,3618","223,6201"
"42,92","152,2454","712,5286","223,8108"
"42,93","152,3169","712,6952","223,8261"
"42,94","152,3948","712,8619","223,8019"
"42,95","152,4766","713,0287","223,8337"
"42,96","152,5505","713,1951","223,9367"
"42,97","152,6109","713,3618","223,9367"
"42,98","152,6626","713,5286","223,9532"
"42,99","152,7437","713,6952","224,0791"
"43","152,8716","713,8618","224,0791"
"43,01","153,0242","714,0285","224,088"
"43,02","153,1633","714,1951","224,1033"
"43,03","153,2467","714,3619","224,3335"
"43,04","153,2753","714,5286","224,3487"
"43,05","153,3","714,6951","224,3487"
"43,06","153,3588","714,8618","224,4606"
"43,07","153,4557","715,0285","224,4682"
"43,08","153,5543","715,1951","224,4835"
"43,09","153,6171","715,3618","224,6971"
"43,1","153,6576","715,5286","224,6971"
"43,11","153,7116","715,6951","224,6971"
"43,12","153,8165","715,8618","224,7213"
"43,13","153,9699","716,0286","224,8484"
"43,14","154,1082","716,1951","224,8637"
"43,15","154,1797","716,3618","224,8637"
"43,16","154,1964","716,5285","224,8726"
"43,17","154,2314","716,6952","225,0786"
"43,18","154,3395","716,8618","225,0938"
"43,19","154,5032","717,0286","225,0938"
"43,2","154,6566","717,1951","225,1015"
"43,21","154,7504","717,3618","225,1892"
"43,22","154,7837","717,5286","225,1892"
"43,23","154,8242","717,6951","225,1892"
"43,24","154,9085","717,8619","225,1968"
"43,25","155,0206","718,0286","225,2121"
"43,26","155,1207","718,1949","225,3558"
"43,27","155,1755","718,3619","225,371"
"43,28","155,2161","718,5287","225,371"
"43,29","155,3146","718,6951","225,3787"
"43,3","155,4743","718,8618","225,3876"
"43,31","155,6436","719,0286","225,5135"
"43,32","155,7469","719,1951","225,5452"
"43,33","155,7628","719,3618","225,68"
"43,34","155,7549","719,5286","225,7042"
"43,35","155,7899","719,6951","225,7042"
"43,36","155,894","719,8618","225,6724"
"43,37","156,0434","720,0286","225,7195"
"43,38","156,1681","720,1953","225,8937"
"43,39","156,2365","720,3619","225,9102"
"43,4","156,2659","720,5284","225,9178"
"43,41","156,3207","720,6951","226,0526"
"43,42","156,4352","720,8619","226,0602"
"43,43","156,5631","721,0287","226,0679"
"43,44","156,6744","721,1951","226,0679"
"43,45","156,7554","721,3619","226,0679"
"43,46","156,8158","721,5286","226,2115"
"43,47","156,9041","721,695","226,2421"
"43,48","157,0257","721,8618","226,3934"
"43,49","157,1401","722,0286","226,401"
"43,5","157,2188","722,1949","226,3934"
"43,51","157,2482","722,3618","226,4175"
"43,52","157,2839","722,5287","226,5434"
"43,53","157,3777","722,6952","226,5511"
"43,54","157,5232","722,8618","226,5434"
"43,55","157,6813","723,0286","226,5434"
"43,56","157,7902","723,1951","226,5358"
"43,57","157,8355","723,3618","226,5358"
"43,58","157,8712","723,5286","226,5511"
"43,59","157,9523","723,6952","226,757"
"43,6","158,0946","723,8619","226,7736"
"43,61","158,2487","724,0284","226,7812"
"43,62","158,3544","724,1951","226,916"
"43,63","158,395","724,3619","226,9236"
"43,64","158,3997","724,5286","226,916"
"43,65","158,4458","724,6951","226,9402"
"43,66","158,5563","724,8619","227,0978"
"43,67","158,6692","725,0286","227,122"
"43,68","158,7407","725,195","227,2733"
"43,69","158,7749","725,3618","227,2809"
"43,7","158,8186","725,5286","227,2491"
"43,71","158,9203","725,6951","227,2733"
"43,72","159,0594","725,8618","227,3038"
"43,73","159,1881","726,0287","227,4475"
"43,74","159,2724","726,1952","227,4628"
"43,75","159,3049","726,3618","227,4869"
"43,76","159,3558","726,5284","227,637"
"43,77","159,4655","726,6951","227,6446"
"43,78","159,6141","726,8619","227,6446"
"43,79","159,7571","727,0286","227,6611"
"43,8","159,843","727,1951","227,8035"
"43,81","159,9018","727,3619","227,8112"
"43,82","159,9908","727,5286","227,8112"
"43,83","160,1259","727,6951","227,8277"
"43,84","160,2793","727,8618","227,9701"
"43,85","160,3683","728,0286","227,9854"
"43,86","160,3643","728,1951","227,9854"
"43,87","160,3468","728,3619","227,9854"
"43,88","160,4041","728,5287","228,0019"
"43,89","160,5709","728,6951","228,152"
"43,9","160,7768","728,8618","228,1596"
"43,91","160,9119","729,0286","228,1761"
"43,92","160,9572","729,1951","228,3262"
"43,93","160,9612","729,3618","228,3427"
"43,94","160,9969","729,5286","228,3503"
"43,95","161,105","729,6951","228,3427"
"43,96","161,2449","729,8618","228,3656"
"43,97","161,3649","730,0286","228,5245"
"43,98","161,43","730,1951","228,5398"
"43,99","161,4626","730,3618","228,5487"
"44","161,5294","730,5284","228,5169"
"44,01","161,6462","730,6951","228,5563"
"44,02","161,7805","730,8619","228,6669"
"44,03","161,891","731,0286","228,6987"
"44,04","161,9522","731,1951","228,8488"
"44,05","162,007","731,3618","228,8577"
"44,06","162,1024","731,5285","228,8577"
"44,07","162,2438","731,6951","228,8577"
"44,08","162,3893","731,8619","228,8729"
"44,09","162,4839","732,0287","228,9925"
"44,1","162,5347","732,1951","229,0001"
"44,11","162,5943","732,3618","229,0154"
"44,12","162,6921","732,5286","229,1501"
"44,13","162,8248","732,6952","229,1578"
"44,14","162,9424","732,8619","229,1743"
"44,15","163,0108","733,0286","229,1985"
"44,16","163,0473","733,1951","229,3727"
"44,17","163,0783","733,3619","229,3879"
"44,18","163,1411","733,5286","229,3956"
"44,19","163,2428","733,6952","229,4909"
"44,2","163,3525","733,8618","229,4909"
"44,21","163,463","734,0286","229,4986"
"44,22","163,5686","734,1951","229,5151"
"44,23","163,6743","734,3619","229,6333"
"44,24","163,7856","734,5286","229,6422"
"44,25","163,8802","734,695","229,6651"
"44,26","163,9517","734,8618","229,8393"
"44,27","164,0256","735,0286","229,6727"
"44,28","164,1289","735,1951","229,8635"
"44,29","164,264","735,3618","229,8711"
"44,3","164,392","735,5286","229,8953"
"44,31","164,4731","735,6951","230,0453"
"44,32","164,4977","735,8617","230,0542"
"44,33","164,4913","736,0286","230,0453"
"44,34","164,5223","736,1951","230,0453"
"44,35","164,6256","736,3618","230,0453"
"44,36","164,7782","736,5284","230,0771"
"44,37","164,9332","736,6951","230,1801"
"44,38","165,0461","736,8619","230,1966"
"44,39","165,1176","737,0285","230,3632"
"44,4","165,1851","737,1949","230,3708"
"44,41","165,2718","737,3618","230,3632"
"44,42","165,3806","737,5286","230,3543"
"44,43","165,4951","737,6951","230,4103"
"44,44","165,5777","737,8619","230,545"
"44,45","165,6389","738,0286","230,5374"
"44,46","165,7144","738,1951","230,545"
"44,47","165,8074","738,3619","230,5603"
"44,48","165,9147","738,5287","230,7193"
"44,49","166,022","738,6951","230,7193"
"44,5","166,1189","738,8618","230,7193"
"44,51","166,2024","739,0286","230,7434"
"44,52","166,2938","739,1951","230,8934"
"44,53","166,4019","739,3618","230,9011"
"44,54","166,5012","739,5286","230,9011"
"44,55","166,5886","739,6951","230,91"
"44,56","166,6808","739,8618","231,0753"
"44,57","166,7722","740,0286","231,0918"
"44,58","166,862","740,1952","231,0918"
"44,59","166,9367","740,3619","231,1071"
"44,6","166,9908","740,5285","231,2978"
"44,61","167,0504","740,6951","231,3131"
"44,62","167,1243","740,8619","231,322"
"44,63","167,2252","741,0287","231,3372"
"44,64","167,3516","741,1951","231,4796"
"44,65","167,466","741,3618","231,5038"
"44,66","167,5495","741,5286","231,5114"
"44,67","167,6083","741,6951","231,5038"
"44,68","167,6703","741,8618","231,5191"
"44,69","167,776","742,0286","231,6615"
"44,7","167,9126","742,1951","231,6856"
"44,71","168,0382","742,3618","231,828"
"44,72","168,1169","742,5286","231,8446"
"44,73","168,1574","742,6952","231,837"
"44,74","168,2138","742,8618","231,828"
"44,75","168,3172","743,0286","231,837"
"44,76","168,4523","743,1951","231,8522"
"44,77","168,5842","743,3619","232,0188"
"44,78","168,674","743,5286","232,0264"
"44,79","168,7392","743,6951","232,043"
"44,8","168,825","743,8619","232,1765"
"44,81","168,9529","744,0285","232,2006"
"44,82","169,1095","744,195","232,2006"
"44,83","169,2359","744,3619","232,2083"
"44,84","169,2939","744,5286","232,3596"
"44,85","169,3074","744,6951","232,3672"
"44,86","169,3297","744,8618","232,3672"
"44,87","169,4035","745,0287","232,3825"
"44,88","169,5164","745,1951","232,5338"
"44,89","169,6324","745,3618","232,5414"
"44,9","169,7413","745,5286","232,549"
"44,91","169,8343","745,6951","232,549"
"44,92","169,9098","745,8618","232,5656"
"44,93","169,9988","746,0286","232,6915"
"44,94","170,1061","746,1951","232,7003"
"44,95","170,2174","746,3618","232,708"
"44,96","170,3183","746,5285","232,7232"
"44,97","170,4184","746,6951","232,8822"
"44,98","170,54","746,8618","232,8898"
"44,99","170,6703","747,0286","232,8898"
"45","170,7753","747,1951","232,8898"
"45,01","170,8349","747,3619","232,9063"
"45,02","170,8722","747,5287","233,0488"
"45,03","170,939","747,6951","233,0729"
"45,04","171,0494","747,8619","233,2153"
"45,05","171,1837","748,0286","233,223"
"45,06","171,3006","748,1951","233,2064"
"45,07","171,3816","748,3618","233,2382"
"45,08","171,4532","748,5286","233,3895"
"45,09","171,539","748,6951","233,4048"
"45,1","171,6383","748,8618","233,4048"
"45,11","171,7345","749,0286","233,4213"
"45,12","171,8108","749,1951","233,5472"
"45,13","171,8759","749,3618","233,5637"
"45,14","171,9546","749,5286","233,5561"
"45,15","172,0643","749,6951","233,5714"
"45,16","172,2034","749,8618","233,7379"
"45,17","172,3409","750,0284","233,7379"
"45,18","172,4323","750,1951","233,7621"
"45,19","172,4688","750,3619","233,9045"
"45,2","172,4974","750,5286","233,9122"
"45,21","172,5713","750,6951","233,9122"
"45,22","172,6937","750,8619","233,9287"
"45,23","172,8264","751,0286","234,0787"
"45,24","172,9337","751,1951","234,0863"
"45,25","173,0188","751,3618","234,094"
"45,26","173,1038","751,5286","234,094"
"45,27","173,1992","751,6951","234,0863"
"45,28","173,3041","751,8618","234,0711"
"45,29","173,405","752,0286","234,094"
"45,3","173,4924","752,1951","234,1105"
"45,31","173,5711","752,3617","234,2529"
"45,32","173,6697","752,5286","234,2682"
"45,33","173,8","752,6952","234,4119"
"45,34","173,9391","752,8619","234,4271"
"45,35","174,0511","753,0286","234,4271"
"45,36","174,1322","753,1951","234,4437"
"45,37","174,2093","753,3619","234,609"
"45,38","174,3038","753,5286","234,6255"
"45,39","174,4024","753,6952","234,6255"
"45,4","174,4866","753,8618","234,6179"
"45,41","174,5542","754,0285","234,6331"
"45,42","174,6337","754,1951","234,7603"
"45,43","174,7386","754,3619","234,7679"
"45,44","174,853","754,5286","234,7679"
"45,45","174,9627","754,6949","234,7679"
"45,46","175,0421","754,8618","234,7755"
"45,47","175,093","755,0287","234,9103"
"45,48","175,1582","755,1952","234,918"
"45,49","175,2623","755,3618","234,9345"
"45,5","175,395","755,5286","235,0845"
"45,51","175,5182","755,6951","235,1087"
"45,52","175,6072","755,8618","235,1163"
"45,53","175,6819","756,0286","235,1405"
"45,54","175,7717","756,1952","235,2905"
"45,55","175,8798","756,3618","235,2905"
"45,56","175,9736","756,5284","235,2905"
"45,57","176,0316","756,6951","235,3147"
"45,58","176,0912","756,8618","235,4965"
"45,59","176,1985","757,0284","235,513"
"45,6","176,3471","757,195","235,513"
"45,61","176,4941","757,3618","235,5283"
"45,62","176,5887","757,5286","235,6707"
"45,63","176,634","757,6952","235,6707"
"45,64","176,6698","757,8619","235,6707"
"45,65","176,7413","758,0287","235,6707"
"45,66","176,8653","758,1951","235,6873"
"45,67","177,0155","758,3618","235,8297"
"45,68","177,1394","758,5287","235,8373"
"45,69","177,2181","758,6952","235,8615"
"45,7","177,2785","758,8618","235,9645"
"45,71","177,3564","759,0286","235,8615"
"45,72","177,4653","759,1951","235,9962"
"45,73","177,5924","759,3618","236,0357"
"45,74","177,7093","759,5286","236,2251"
"45,75","177,7967","759,6951","236,2417"
"45,76","177,8531","759,8618","236,2417"
"45,77","177,8873","760,0286","236,2417"
"45,78","177,9199","760,1951","236,2417"
"45,79","177,9898","760,3619","236,2493"
"45,8","178,1178","760,5286","236,337"
"45,81","178,2703","760,6951","236,3841"
"45,82","178,4094","760,8619","236,5659"
"45,83","178,5072","761,0287","236,5748"
"45,84","178,5652","761,1951","236,5748"
"45,85","178,6208","761,3618","236,5748"
"45,86","178,7154","761,5286","236,5583"
"45,87","178,8584","761,6951","236,5901"
"45,88","179,0007","761,8618","236,7401"
"45,89","179,1","762,0286","236,7566"
"45,9","179,174","762,1951","236,7249"
"45,91","179,2502","762,3618","236,7719"
"45,92","179,3488","762,5286","236,9232"
"45,93","179,4672","762,6951","236,9232"
"45,94","179,5642","762,8618","236,9385"
"45,95","179,6333","763,0284","237,0504"
"45,96","179,7016","763,195","237,058"
"45,97","179,7819","763,3618","237,058"
"45,98","179,8805","763,5286","237,058"
"45,99","179,9838","763,6951","237,058"
"46","180,0831","763,8618","237,0733"
"46,01","180,1777","764,0285","237,2564"
"46,02","180,2786","764,1951","237,2716"
